action_n,t,step,queue,dmax,shoulder_pan,shoulder_lift,elbow_flex,wrist_flex,wrist_roll,gripper
1,1.84,0,50,,-5.15,-102.82,88.67,72.3,-1.24,1.12
2,1.87,1,49,1.064,-4.8,-101.76,88.44,71.82,-1.23,1.07
3,1.91,2,48,0.617,-5.42,-101.9,88.21,71.3,-1.22,1.08
4,1.94,3,47,0.651,-4.77,-101.92,88.86,70.66,-1.18,1.11
5,1.97,4,46,0.777,-5.05,-101.69,88.21,69.88,-1.23,1.02
6,2.01,5,45,0.982,-5.02,-102.12,88.41,68.9,-1.18,1.0
7,2.04,6,44,1.265,-5.47,-102.2,89.67,68.21,-1.28,1.01
8,2.07,7,43,1.309,-5.48,-102.03,89.23,66.9,-1.23,0.88
9,2.11,8,42,1.202,-5.19,-102.57,90.43,66.32,-1.33,1.13
10,2.14,9,41,1.628,-5.11,-100.94,89.39,65.85,-1.24,0.91
11,2.17,10,40,1.101,-5.13,-102.04,89.41,65.67,-1.09,0.91
12,2.21,11,39,0.442,-5.33,-102.14,89.21,65.22,-1.17,0.9
13,2.24,12,38,0.484,-5.33,-102.07,88.73,65.15,-1.17,1.1
14,2.27,13,37,0.593,-4.74,-101.82,88.94,64.74,-1.25,1.0
15,2.31,14,36,1.145,-5.28,-100.68,89.9,64.02,-1.23,0.99
16,2.34,15,35,1.546,-5.19,-101.8,88.35,63.82,-1.27,1.03
17,2.37,16,34,0.305,-5.38,-102.05,88.17,63.52,-1.2,0.85
18,2.41,17,33,0.625,-5.26,-101.43,87.88,63.2,-1.17,0.97
19,2.44,18,32,1.115,-5.55,-100.97,89.0,62.8,-1.29,1.09
20,2.47,19,31,0.938,-5.33,-101.91,89.41,62.23,-1.25,0.94
21,2.51,20,30,0.845,-5.02,-101.89,88.56,61.72,-1.32,1.03
22,2.54,21,29,0.407,-5.1,-101.98,88.16,61.41,-1.26,0.98
23,2.58,22,28,0.456,-5.26,-102.21,87.83,60.95,-1.21,0.94
24,2.61,23,27,0.388,-4.88,-101.85,87.54,60.73,-1.29,0.98
25,2.64,24,26,0.377,-4.91,-102.23,87.73,60.57,-1.21,0.92
26,2.68,25,25,0.458,-5.2,-102.69,87.3,60.44,-1.31,0.96
27,2.71,26,24,0.922,-5.11,-101.77,87.04,60.01,-1.25,0.86
28,2.74,27,23,0.739,-5.07,-102.5,87.55,59.77,-1.2,0.7
29,2.78,28,22,0.230,-5.15,-102.68,87.59,59.67,-1.32,0.93
30,2.81,29,21,1.462,-5.08,-101.73,86.13,59.6,-1.38,0.6
31,2.84,30,20,0.838,-5.07,-102.57,86.3,59.45,-1.38,0.86
32,2.88,31,19,0.288,-5.33,-102.28,86.55,59.24,-1.25,0.61
33,2.91,32,21,1.167,-5.43,-102.43,85.94,58.08,-1.31,0.87
34,2.94,33,20,0.548,-5.22,-101.88,85.9,58.07,-1.38,0.95
35,2.98,34,19,0.335,-5.13,-102.22,85.68,58.29,-1.3,0.87
36,3.01,35,18,0.300,-5.35,-102.29,85.38,58.26,-1.31,0.89
37,3.04,36,17,0.308,-5.34,-102.08,85.07,58.52,-1.38,0.79
