action_n,t,step,queue,dmax,shoulder_pan,shoulder_lift,elbow_flex,wrist_flex,wrist_roll,gripper
1,0.97,0,50,,-3.97,-102.48,88.36,77.11,-0.2,0.85
2,1.00,1,49,0.554,-4.38,-102.38,87.81,77.02,-0.19,0.83
3,1.04,2,48,0.768,-4.05,-102.53,88.58,77.3,-0.24,0.81
4,1.07,3,47,0.588,-3.98,-102.36,87.99,77.42,-0.11,0.83
5,1.10,4,46,0.460,-4.05,-101.9,88.34,77.36,-0.19,0.92
6,1.14,5,45,0.513,-3.82,-102.41,88.06,77.29,-0.23,1.1
7,1.17,6,44,0.363,-3.88,-102.05,88.03,77.3,-0.27,0.9
8,1.20,7,43,1.155,-3.78,-102.31,89.19,77.34,-0.27,0.86
9,1.24,8,42,0.531,-3.79,-102.27,88.66,77.53,-0.29,0.95
10,1.27,9,41,0.223,-3.97,-102.4,88.88,77.34,-0.17,0.97
11,1.30,10,40,0.727,-3.8,-101.91,88.15,77.38,-0.28,0.96
12,1.34,11,39,0.725,-3.7,-102.64,88.53,77.33,-0.26,0.96
13,1.37,12,38,0.392,-3.95,-102.24,88.6,77.53,-0.34,1.06
14,1.40,13,37,0.322,-3.73,-102.57,88.91,77.56,-0.28,1.0
15,1.44,14,36,0.216,-3.83,-102.78,88.85,77.44,-0.42,0.98
16,1.47,15,35,1.275,-3.86,-101.51,88.01,77.25,-0.34,0.84
17,1.51,16,34,0.753,-3.98,-102.26,88.75,77.42,-0.3,0.94
18,1.54,17,33,0.358,-3.81,-102.5,88.39,77.22,-0.42,0.84
19,1.57,18,32,0.365,-3.85,-102.28,88.75,77.22,-0.37,0.8
20,1.61,19,31,0.231,-3.87,-102.17,88.68,77.18,-0.32,1.03
21,1.64,20,30,0.140,-3.98,-102.17,88.6,77.19,-0.37,0.89
22,1.67,21,29,0.399,-3.64,-102.53,88.2,77.23,-0.29,0.96
23,1.71,22,28,0.627,-3.83,-102.39,88.83,77.51,-0.24,0.89
24,1.74,23,27,0.916,-3.9,-102.11,87.91,77.3,-0.34,0.88
25,1.77,24,26,0.620,-3.86,-102.38,88.53,77.25,-0.37,0.97
26,1.81,25,25,0.534,-3.98,-102.29,88.0,77.4,-0.31,0.81
27,1.84,26,24,0.205,-3.87,-102.14,87.93,77.2,-0.41,0.71
28,1.87,27,23,0.560,-3.97,-102.69,88.49,77.22,-0.49,0.95
29,1.91,28,22,0.197,-3.88,-102.49,88.29,77.28,-0.47,0.85
30,1.94,29,21,0.394,-4.07,-102.1,88.2,77.24,-0.44,0.95
