action_n,t,step,queue,dmax,shoulder_pan,shoulder_lift,elbow_flex,wrist_flex,wrist_roll,gripper
1,1.91,0,50,,-3.87,-101.87,89.08,74.02,-1.26,0.97
2,1.94,1,49,0.489,-3.88,-101.77,88.59,73.68,-1.27,0.8
3,1.97,2,48,0.435,-3.74,-102.17,88.81,73.25,-1.26,0.87
4,2.01,3,47,0.377,-3.92,-102.54,88.81,72.99,-1.2,0.74
5,2.04,4,46,0.656,-3.93,-102.42,88.95,72.33,-1.19,0.81
6,2.07,5,45,0.564,-3.87,-102.36,88.87,71.77,-1.27,0.59
7,2.11,6,44,0.585,-3.88,-102.02,88.71,71.18,-1.23,0.82
8,2.14,7,43,0.336,-3.92,-101.77,88.95,70.84,-1.22,0.7
9,2.17,8,42,0.928,-4.04,-102.5,89.23,69.92,-1.28,0.67
10,2.21,9,41,0.562,-3.86,-102.62,89.23,69.35,-1.27,0.73
11,2.24,10,40,0.504,-3.87,-102.25,89.37,68.85,-1.28,0.64
12,2.27,11,39,0.306,-3.86,-102.56,89.59,68.77,-1.32,0.69
13,2.31,12,38,0.306,-3.76,-102.28,89.47,68.46,-1.24,0.66
14,2.34,13,37,0.251,-4.0,-102.2,89.22,68.27,-1.26,0.64
15,2.38,14,36,0.919,-3.8,-103.12,89.61,67.96,-1.18,0.78
16,2.41,15,35,0.779,-3.69,-102.39,88.83,67.82,-1.28,0.72
17,2.44,16,34,0.374,-3.87,-102.4,88.98,67.45,-1.29,0.74
18,2.48,17,33,0.502,-3.77,-102.9,89.47,66.95,-1.29,0.69
19,2.51,18,32,0.518,-3.8,-102.49,88.95,66.7,-1.29,0.64
20,2.54,19,31,0.310,-3.77,-102.53,88.72,66.39,-1.21,0.71
21,2.58,20,30,0.719,-3.73,-102.6,89.44,66.03,-1.27,0.58
22,2.61,21,29,0.824,-3.75,-102.35,88.62,65.78,-1.32,0.58
23,2.64,22,28,0.493,-3.77,-102.61,88.8,65.28,-1.34,0.65
24,2.68,23,27,0.325,-3.5,-102.68,88.82,65.61,-1.32,0.65
25,2.71,24,26,0.692,-3.47,-103.37,88.87,65.61,-1.34,0.62
26,2.74,25,25,0.620,-3.35,-103.26,88.25,65.27,-1.23,0.65
27,2.78,26,24,0.440,-3.49,-102.81,87.89,65.46,-1.32,0.63
28,2.81,27,23,0.712,-3.35,-102.53,88.6,65.48,-1.39,0.82
29,2.84,28,22,0.415,-3.54,-102.9,89.02,65.45,-1.43,0.63
30,2.88,29,21,0.432,-3.51,-103.08,88.59,65.31,-1.29,0.63
31,2.91,30,20,0.420,-3.41,-102.66,88.17,65.25,-1.27,0.63
32,2.94,31,19,0.359,-3.28,-102.56,88.53,65.32,-1.36,0.57
33,2.98,32,18,0.157,-3.44,-102.69,88.68,65.33,-1.32,0.42
34,3.01,33,17,0.846,-3.28,-103.07,87.83,65.73,-1.3,0.59
35,3.04,34,19,3.146,-3.22,-101.52,84.68,66.44,-1.43,0.74
36,3.08,35,18,0.345,-3.28,-101.34,84.34,66.67,-1.35,0.65
37,3.11,36,17,0.286,-3.18,-101.34,84.05,66.85,-1.48,0.71
38,3.14,37,16,0.526,-3.39,-101.85,83.53,66.89,-1.5,0.72
39,3.18,38,15,0.563,-3.31,-101.28,83.68,66.92,-1.42,0.66
40,3.21,39,14,0.513,-3.57,-101.07,83.17,67.15,-1.49,0.67
41,3.24,40,13,0.843,-3.61,-100.99,82.33,66.87,-1.44,0.52
42,3.28,41,12,0.340,-3.58,-100.94,82.67,67.04,-1.44,0.67
43,3.31,42,11,0.404,-3.68,-101.34,82.33,67.23,-1.52,0.58
44,3.35,43,10,0.569,-3.59,-100.78,82.2,67.54,-1.52,0.62
45,3.38,44,9,0.435,-3.68,-101.02,81.76,67.65,-1.62,0.48
46,3.41,45,8,0.407,-3.74,-100.78,81.36,67.98,-1.66,0.53
47,3.45,46,7,0.479,-3.98,-100.6,80.88,68.33,-1.76,0.57
48,3.48,47,6,0.468,-3.78,-100.27,80.41,68.52,-1.72,0.5
49,3.51,48,5,0.497,-3.88,-100.22,79.91,68.53,-1.73,0.5
50,3.55,49,4,0.984,-3.68,-99.23,79.33,68.96,-1.73,0.55
51,3.58,50,3,2.682,-4.16,-97.18,76.64,69.23,-1.94,0.52
52,3.61,51,2,2.884,-4.07,-94.3,75.22,69.02,-1.95,0.52
53,3.65,52,1,1.711,-3.96,-92.58,73.71,68.95,-2.19,0.6
54,3.98,53,29,11.810,-3.53,-102.32,85.52,62.31,-1.54,0.43
55,4.02,54,28,0.776,-3.64,-102.46,84.74,62.23,-1.52,0.38
56,4.05,55,27,0.086,-3.62,-102.41,84.75,62.31,-1.52,0.43
