action_n,t,step,queue,dmax,shoulder_pan,shoulder_lift,elbow_flex,wrist_flex,wrist_roll,gripper
1,0.94,0,50,,-3.87,-102.06,88.62,77.12,-0.74,0.88
2,0.97,1,49,0.537,-3.92,-102.6,88.63,77.16,-0.73,0.95
3,1.00,2,48,0.422,-3.97,-102.3,88.21,77.15,-0.8,0.88
4,1.04,3,47,1.023,-3.79,-102.57,89.23,77.38,-0.75,1.0
5,1.07,4,46,0.993,-3.91,-102.15,88.24,77.24,-0.92,0.89
6,1.10,5,45,0.238,-3.75,-101.94,88.48,77.37,-0.99,0.93
7,1.14,6,44,0.482,-3.83,-102.06,88.96,77.19,-1.01,0.91
8,1.17,7,43,0.618,-3.72,-101.93,88.34,77.3,-0.99,0.85
9,1.20,8,42,0.133,-3.84,-102.06,88.22,77.29,-1.09,0.95
10,1.24,9,41,0.549,-3.8,-102.11,88.76,77.29,-1.27,0.94
11,1.27,10,40,0.804,-3.61,-101.49,87.96,77.28,-1.08,0.99
12,1.30,11,39,0.939,-3.96,-102.43,88.47,77.38,-1.02,0.86
13,1.34,12,38,0.342,-3.81,-102.08,88.47,77.27,-1.03,0.86
14,1.37,13,37,0.263,-3.59,-101.83,88.46,77.53,-1.01,0.9
15,1.40,14,36,0.342,-3.72,-102.17,88.51,77.33,-1.09,0.99
16,1.44,15,35,0.109,-3.83,-102.18,88.41,77.25,-0.98,1.06
17,1.47,16,34,0.602,-3.78,-101.58,88.12,77.38,-1.03,0.96
18,1.50,17,33,0.151,-3.88,-101.6,88.27,77.25,-1.05,0.99
19,1.54,18,32,0.443,-3.82,-101.86,87.83,77.32,-0.99,0.89
20,1.57,19,31,0.440,-3.79,-101.87,88.27,77.38,-1.03,1.0
21,1.61,20,30,0.595,-3.84,-102.08,87.67,77.37,-1.04,0.95
22,1.64,21,29,0.860,-3.8,-102.22,88.53,77.34,-1.07,0.81
23,1.67,22,28,0.326,-4.08,-101.9,88.22,77.24,-1.06,0.85
24,1.71,23,27,0.366,-3.71,-101.71,87.99,77.22,-0.99,0.86
25,1.74,24,26,0.637,-3.79,-102.35,88.57,77.28,-1.09,0.94
26,1.77,25,25,0.411,-3.66,-101.94,88.46,77.3,-1.01,0.94
27,1.81,26,24,0.634,-3.79,-102.04,87.83,77.43,-0.99,0.9
28,1.84,27,23,0.667,-3.76,-101.97,88.49,77.3,-0.93,0.92
29,1.87,28,25,0.600,-3.72,-101.76,87.89,77.51,-0.72,0.76
30,1.91,29,24,0.221,-3.67,-101.84,88.11,77.55,-0.74,0.78
31,1.94,30,23,0.166,-3.68,-102.01,88.14,77.53,-0.71,0.72
32,1.97,31,22,0.086,-3.66,-102.09,88.09,77.62,-0.74,0.75
33,2.01,32,21,0.156,-3.58,-101.93,87.98,77.52,-0.74,0.84
34,2.04,33,20,0.190,-3.77,-102.01,88.07,77.5,-0.74,0.78
35,2.07,34,19,0.580,-3.73,-101.43,87.95,77.5,-0.74,0.83
36,2.11,35,18,0.096,-3.78,-101.51,87.85,77.45,-0.77,0.78
37,2.14,36,17,0.492,-3.81,-101.94,88.34,77.63,-0.7,0.71
38,2.17,37,16,0.276,-3.83,-102.03,88.07,77.63,-0.7,0.8
39,2.21,38,15,0.152,-3.88,-101.87,88.16,77.62,-0.75,0.8
40,2.24,39,14,0.277,-3.85,-101.6,88.0,77.53,-0.76,0.82
41,2.27,40,13,0.212,-3.77,-101.81,87.83,77.61,-0.71,0.8
42,2.31,41,12,0.194,-3.85,-101.68,88.02,77.66,-0.73,0.81
43,2.34,42,11,0.312,-3.78,-101.62,88.33,77.56,-0.73,0.84
44,2.37,43,10,0.176,-3.79,-101.45,88.16,77.64,-0.76,0.79
45,2.41,44,9,0.288,-3.9,-101.73,88.17,77.57,-0.76,0.78
46,2.44,45,8,0.415,-3.8,-101.32,88.07,77.54,-0.73,0.85
47,2.47,46,7,0.639,-3.72,-101.96,88.01,77.56,-0.78,0.83
48,2.51,47,6,0.352,-3.78,-101.8,87.66,77.55,-0.75,0.76
49,2.54,48,5,0.276,-3.8,-101.52,87.76,77.59,-0.8,0.8
50,2.57,49,4,0.503,-3.95,-102.02,88.02,77.52,-0.77,0.74
51,2.61,50,3,0.371,-3.7,-101.81,87.65,77.72,-0.68,0.8
52,2.64,51,2,0.362,-3.78,-101.45,87.6,77.75,-0.71,0.73
53,2.68,52,1,0.285,-3.73,-101.74,87.44,77.67,-0.69,0.75
54,3.61,53,49,0.823,-3.47,-102.56,88.15,77.77,-0.63,0.69
55,3.65,54,48,0.246,-3.49,-102.39,87.9,77.82,-0.66,0.61
56,3.68,55,47,0.339,-3.48,-102.36,88.24,77.92,-0.6,0.62
57,3.71,56,46,0.712,-3.55,-101.65,88.0,77.87,-0.6,0.72
58,3.75,57,45,0.253,-3.61,-101.91,88.02,77.84,-0.66,0.58
59,3.78,58,44,0.198,-3.62,-102.05,87.95,78.04,-0.63,0.64
60,3.81,59,43,0.136,-3.69,-102.15,88.08,78.06,-0.64,0.66
61,3.85,60,42,0.176,-3.69,-102.08,88.26,78.0,-0.64,0.78
62,3.88,61,41,0.281,-3.53,-102.17,87.98,78.01,-0.56,0.66
63,3.91,62,40,0.204,-3.51,-102.18,88.18,78.04,-0.65,0.7
64,3.95,63,39,0.262,-3.77,-101.92,88.25,77.99,-0.65,0.72
65,3.98,64,38,0.610,-3.54,-101.81,87.64,77.9,-0.65,0.61
66,4.01,65,37,0.313,-3.58,-102.13,87.56,77.86,-0.63,0.72
67,4.05,66,36,0.377,-3.82,-102.5,87.9,78.01,-0.7,0.68
68,4.08,67,35,0.318,-3.6,-102.18,87.84,77.79,-0.71,0.7
69,4.11,68,34,0.088,-3.67,-102.2,87.9,77.8,-0.63,0.72
70,4.15,69,33,0.375,-3.7,-102.57,87.67,77.86,-0.64,0.7
71,4.18,70,32,0.671,-3.73,-101.9,87.43,77.76,-0.63,0.7
72,4.21,71,31,0.677,-3.83,-102.58,87.75,77.8,-0.64,0.7
73,4.25,72,30,0.842,-3.88,-101.74,87.35,77.87,-0.6,0.64
74,4.28,73,29,0.527,-3.87,-102.27,87.71,77.79,-0.64,0.73
75,4.31,74,28,0.236,-3.75,-102.5,87.48,77.82,-0.62,0.71
76,4.35,75,27,0.519,-4.03,-101.98,87.66,77.82,-0.64,0.71
77,4.38,76,26,0.193,-3.94,-102.07,87.47,77.67,-0.64,0.63
78,4.41,77,25,0.086,-3.94,-102.15,87.4,77.75,-0.61,0.66
79,4.45,78,24,0.291,-3.98,-102.13,87.69,77.74,-0.62,0.62
80,4.48,79,23,0.097,-3.88,-102.07,87.66,77.71,-0.63,0.67
81,4.51,80,22,0.610,-3.99,-102.68,88.06,77.71,-0.6,0.67
82,4.55,81,21,0.665,-3.91,-102.19,87.39,77.8,-0.63,0.73
83,4.58,82,20,0.322,-3.88,-102.14,87.71,77.76,-0.67,0.67
84,4.62,83,19,0.337,-3.82,-102.48,87.98,77.74,-0.67,0.76
85,4.65,84,18,0.312,-3.84,-102.17,88.04,77.81,-0.68,0.66
86,4.68,85,17,0.106,-3.79,-102.27,88.11,77.74,-0.66,0.69
87,4.72,86,16,0.469,-3.79,-101.86,87.64,77.76,-0.74,0.71
88,4.75,87,15,0.452,-3.74,-102.31,87.56,77.74,-0.67,0.7
89,4.78,88,14,0.499,-3.74,-101.98,88.06,77.75,-0.74,0.69
90,4.82,89,13,0.527,-3.79,-101.8,87.53,77.76,-0.65,0.66
91,4.85,90,12,0.254,-3.73,-101.96,87.79,77.73,-0.68,0.7
92,4.88,91,11,0.434,-3.78,-102.14,88.22,77.71,-0.7,0.75
93,4.92,92,10,0.486,-3.71,-102.0,87.74,77.65,-0.7,0.73
94,4.95,93,9,0.140,-3.73,-102.04,87.88,77.76,-0.76,0.71
95,4.98,94,8,0.407,-3.82,-102.07,87.47,77.65,-0.69,0.72
96,5.02,95,7,0.217,-3.79,-101.97,87.69,77.76,-0.74,0.74
97,5.05,96,6,0.153,-3.83,-102.13,87.71,77.74,-0.76,0.78
98,5.08,97,5,0.144,-3.87,-101.99,87.57,77.66,-0.74,0.74
99,5.12,98,4,0.139,-3.87,-101.86,87.71,77.74,-0.81,0.81
100,5.15,99,3,0.221,-3.86,-101.89,87.49,77.72,-0.76,0.82
101,5.18,100,2,0.383,-3.93,-102.01,87.87,77.73,-0.78,0.76
102,5.22,101,1,0.250,-3.68,-101.8,87.87,77.72,-0.73,0.71
103,6.15,102,49,0.728,-3.8,-102.4,88.6,77.58,-0.65,0.85
