action_n,t,step,queue,dmax,shoulder_pan,shoulder_lift,elbow_flex,wrist_flex,wrist_roll,gripper
1,1.81,0,50,,-4.54,-102.06,86.83,72.53,-0.81,0.98
2,1.84,1,49,0.495,-4.46,-101.76,86.5,72.03,-0.88,0.97
3,1.87,2,48,0.525,-4.74,-102.02,85.98,71.55,-0.89,1.06
4,1.91,3,47,0.233,-4.56,-101.98,85.85,71.32,-0.82,0.97
5,1.94,4,46,0.574,-4.64,-101.41,85.69,70.9,-0.86,0.87
6,1.97,5,45,0.533,-4.35,-101.77,86.09,70.37,-0.81,0.93
7,2.01,6,44,0.244,-4.49,-102.02,85.85,70.13,-0.79,0.8
8,2.04,7,43,0.334,-4.15,-101.82,85.77,69.87,-0.85,0.9
9,2.07,8,42,0.247,-4.17,-102.07,85.59,69.97,-0.86,1.04
10,2.11,9,41,0.272,-4.41,-102.34,85.46,69.85,-0.95,0.85
11,2.14,10,40,0.412,-4.0,-102.22,85.05,69.79,-0.85,0.84
12,2.17,11,39,0.646,-4.22,-101.57,85.51,69.67,-0.93,0.96
13,2.21,12,38,0.658,-3.93,-101.92,84.85,69.57,-0.92,0.96
14,2.24,13,37,0.289,-4.19,-101.63,84.93,69.38,-0.86,0.91
15,2.27,14,36,0.283,-4.33,-101.77,84.65,69.29,-0.95,1.18
16,2.31,15,35,0.417,-4.34,-102.17,84.57,69.02,-0.84,0.76
17,2.34,16,34,0.512,-4.35,-102.15,84.05,69.06,-0.91,0.93
18,2.37,17,33,0.347,-4.38,-101.91,84.29,68.72,-0.9,0.86
19,2.41,18,32,0.400,-3.98,-101.72,84.0,68.63,-0.92,1.05
20,2.44,19,31,0.471,-4.45,-101.9,83.93,68.69,-0.99,1.0
21,2.47,20,30,0.648,-4.41,-102.55,84.21,68.5,-0.89,0.86
22,2.51,21,29,0.918,-4.54,-101.63,83.41,68.71,-0.86,0.98
23,2.54,22,28,0.980,-4.14,-101.69,82.43,68.48,-0.94,0.91
24,2.57,23,27,0.257,-4.28,-101.95,82.25,68.37,-0.94,0.93
25,2.61,24,26,0.778,-4.04,-101.17,82.35,68.43,-0.91,1.03
26,2.64,25,25,0.715,-4.18,-101.88,82.08,68.19,-1.0,0.91
