action_n,t,step,queue,dmax,shoulder_pan,shoulder_lift,elbow_flex,wrist_flex,wrist_roll,gripper
1,0.94,0,50,,-6.02,-101.74,87.74,75.22,-1.02,0.92
2,0.97,1,49,0.749,-6.48,-101.57,86.99,75.26,-0.98,1.03
3,1.00,2,48,0.691,-7.17,-101.67,87.39,75.25,-0.89,0.87
4,1.04,3,47,0.907,-8.08,-102.39,87.1,75.33,-0.95,0.89
5,1.07,4,46,1.097,-9.18,-102.07,87.11,75.44,-0.95,0.89
6,1.10,5,45,1.040,-10.22,-102.36,87.08,75.35,-0.87,0.78
7,1.14,6,44,0.812,-11.03,-102.26,87.49,75.56,-0.88,0.8
8,1.17,7,43,0.987,-12.02,-102.33,87.46,75.54,-0.92,0.7
9,1.20,8,42,0.773,-12.79,-102.88,87.25,75.49,-0.88,0.62
10,1.24,9,41,0.920,-13.71,-102.84,87.21,75.51,-0.87,0.68
11,1.27,10,40,0.807,-14.52,-102.86,86.99,75.75,-0.92,0.57
12,1.30,11,39,0.694,-15.21,-102.77,86.9,75.63,-0.94,0.85
13,1.34,12,38,0.666,-15.88,-103.08,86.68,75.87,-0.9,0.78
14,1.37,13,37,0.874,-16.75,-102.95,86.46,75.94,-0.95,0.68
15,1.40,14,36,0.973,-17.72,-102.89,86.59,75.95,-0.84,0.8
16,1.44,15,35,0.828,-18.55,-103.3,86.31,76.23,-0.86,0.78
17,1.47,16,34,1.166,-19.72,-103.26,86.44,76.36,-0.99,0.68
18,1.50,17,33,0.544,-20.26,-103.31,86.75,76.18,-0.94,0.68
19,1.54,18,32,0.770,-20.95,-102.54,86.56,76.26,-0.99,0.74
20,1.57,19,31,0.625,-21.58,-102.5,86.5,76.11,-1.0,0.65
21,1.60,20,30,0.475,-21.96,-102.98,86.61,76.34,-0.99,0.52
22,1.64,21,29,0.143,-22.11,-103.05,86.72,76.33,-0.99,0.57
23,1.67,22,28,0.454,-22.56,-102.82,86.98,76.33,-0.94,0.62
24,1.70,23,27,0.262,-22.82,-102.85,86.71,76.27,-1.03,0.59
25,1.74,24,26,0.582,-23.4,-102.72,86.55,76.19,-0.97,0.66
26,1.77,25,25,0.519,-23.92,-102.62,86.63,76.21,-1.04,0.54
27,1.80,26,24,0.312,-24.23,-102.47,86.76,76.21,-1.03,0.54
28,1.84,27,23,0.632,-24.86,-102.2,87.27,76.05,-1.01,0.58
29,1.87,28,22,0.655,-24.89,-102.7,86.61,76.04,-1.01,0.53
30,1.90,29,21,0.607,-25.5,-102.25,87.09,75.91,-1.05,0.53
31,1.94,30,20,0.787,-25.5,-103.04,87.12,75.86,-1.1,0.52
32,1.97,31,19,0.242,-25.68,-102.8,87.13,76.04,-1.13,0.58
33,2.01,32,18,0.644,-25.75,-102.92,86.48,75.87,-1.17,0.49
34,2.04,33,20,2.337,-23.42,-102.02,85.42,74.88,-1.07,0.55
35,2.07,34,19,0.299,-23.72,-101.77,85.46,74.68,-1.14,0.54
36,2.11,35,18,0.218,-23.92,-101.99,85.44,74.57,-1.23,0.42
37,2.14,36,17,0.299,-24.22,-101.96,85.36,74.56,-1.34,0.48
38,2.17,37,16,0.212,-24.43,-102.04,85.51,74.46,-1.32,0.47
39,2.21,38,15,0.432,-24.77,-102.47,85.18,74.53,-1.42,0.45
40,2.24,39,14,0.693,-24.99,-101.78,85.27,74.31,-1.52,0.48
41,2.27,40,13,0.410,-25.4,-101.63,85.14,74.23,-1.56,0.5
42,2.31,41,12,0.115,-25.51,-101.59,85.21,74.27,-1.67,0.55
43,2.34,42,11,0.496,-25.91,-102.08,85.39,74.29,-1.82,0.48
44,2.37,43,10,0.393,-26.11,-101.69,85.03,74.18,-2.07,0.41
45,2.41,44,9,0.235,-26.13,-101.93,84.94,74.29,-2.2,0.45
46,2.44,45,8,0.578,-26.23,-101.35,84.73,74.11,-2.48,0.48
47,2.47,46,7,0.446,-26.37,-101.79,84.78,74.02,-2.64,0.45
48,2.51,47,6,0.194,-26.57,-101.77,84.76,74.08,-2.78,0.43
49,2.54,48,5,0.259,-26.82,-101.93,84.58,74.26,-2.9,0.38
50,2.57,49,4,0.232,-26.89,-101.86,84.5,74.02,-3.06,0.38
51,2.61,50,3,1.787,-28.68,-101.63,84.83,73.34,-3.44,0.4
