action_n,t,step,queue,dmax,shoulder_pan,shoulder_lift,elbow_flex,wrist_flex,wrist_roll,gripper
1,1.98,0,50,,-3.86,-101.95,88.36,75.13,-1.11,1.02
2,2.01,1,49,0.566,-3.78,-101.38,88.23,74.97,-1.09,0.96
3,2.05,2,48,0.997,-3.84,-102.38,88.5,74.97,-1.05,0.97
4,2.08,3,47,0.550,-3.9,-101.83,88.45,74.89,-1.06,0.97
5,2.11,4,46,0.347,-4.05,-101.81,88.76,74.54,-1.11,0.93
6,2.15,5,45,0.335,-4.19,-102.14,88.98,74.39,-1.07,0.94
7,2.18,6,44,0.528,-4.04,-102.07,88.76,73.87,-1.01,0.93
8,2.21,7,43,0.303,-4.09,-101.77,89.05,73.68,-1.1,0.9
9,2.25,8,42,0.377,-4.05,-101.87,89.12,73.3,-1.07,0.79
10,2.28,9,41,0.229,-4.22,-102.1,89.12,73.19,-1.01,0.84
11,2.31,10,40,0.635,-4.32,-102.29,88.49,73.2,-1.03,0.91
12,2.35,11,39,0.713,-4.31,-101.58,88.81,73.03,-0.97,0.81
13,2.38,12,38,0.268,-4.4,-101.85,88.92,72.95,-1.04,0.88
14,2.41,13,37,0.551,-4.21,-102.4,88.73,72.66,-0.95,0.84
15,2.45,14,36,0.251,-4.46,-102.24,88.91,72.63,-1.0,0.78
16,2.48,15,35,0.477,-4.58,-101.86,88.44,72.61,-1.05,0.86
17,2.51,16,34,0.602,-4.66,-102.24,89.04,72.4,-1.07,0.87
18,2.55,17,33,0.788,-4.64,-102.11,88.25,72.35,-1.09,0.81
19,2.58,18,32,0.235,-4.71,-102.34,88.14,72.36,-1.03,0.86
20,2.61,19,31,0.252,-4.57,-102.09,88.39,72.2,-1.02,0.8
21,2.65,20,30,0.469,-5.04,-102.02,88.42,72.17,-1.03,0.73
22,2.68,21,29,0.377,-4.94,-102.39,88.08,72.28,-1.09,0.79
23,2.72,22,28,0.389,-4.94,-102.0,87.84,72.31,-1.04,0.78
24,2.75,23,27,0.275,-5.22,-102.26,87.63,72.22,-1.05,0.82
25,2.78,24,26,0.284,-5.3,-102.22,87.7,72.43,-1.02,0.54
26,2.82,25,25,0.674,-5.59,-102.89,87.44,72.56,-1.02,0.62
27,2.85,26,24,0.462,-5.86,-102.52,86.98,72.5,-1.05,0.65
