action_n,t,step,queue,dmax,shoulder_pan,shoulder_lift,elbow_flex,wrist_flex,wrist_roll,gripper
1,1.00,0,50,,-3.89,-101.15,87.95,74.72,-0.93,0.98
2,1.04,1,49,0.525,-4.42,-101.29,87.83,74.7,-0.93,0.93
3,1.07,2,48,0.357,-4.18,-101.33,87.47,74.66,-1.0,0.94
4,1.10,3,47,0.828,-4.31,-102.15,87.81,74.61,-0.91,0.83
5,1.14,4,46,0.514,-4.44,-101.64,87.72,74.36,-0.92,0.87
6,1.17,5,45,0.400,-4.32,-101.86,87.32,74.26,-0.87,0.74
7,1.20,6,44,0.628,-4.28,-101.96,87.95,74.18,-0.98,0.93
8,1.24,7,43,0.248,-4.17,-101.71,87.82,74.29,-0.91,0.94
9,1.27,8,42,0.467,-4.29,-101.71,87.53,73.82,-0.88,0.95
10,1.31,9,41,0.164,-4.16,-101.69,87.4,73.98,-0.88,0.97
11,1.34,10,40,0.580,-4.45,-102.27,87.24,73.99,-0.91,0.97
12,1.37,11,39,0.757,-4.12,-101.51,87.29,73.62,-0.89,0.91
13,1.41,12,38,0.716,-4.14,-102.22,87.81,73.42,-0.88,0.86
14,1.44,13,37,0.900,-3.98,-101.32,87.62,73.29,-0.93,0.94
15,1.47,14,36,0.558,-3.75,-100.77,87.63,73.29,-0.82,0.86
16,1.51,15,35,0.681,-3.67,-101.45,87.41,73.21,-0.9,0.96
17,1.54,16,34,0.461,-3.62,-100.99,87.83,72.91,-0.93,0.93
18,1.57,17,33,0.120,-3.63,-101.05,87.74,72.85,-0.89,0.81
19,1.61,18,32,0.588,-3.47,-100.46,87.41,72.94,-0.9,0.84
20,1.64,19,31,0.509,-3.24,-100.97,87.45,72.82,-0.94,0.92
21,1.67,20,30,0.256,-3.5,-101.06,87.35,72.75,-0.83,0.87
22,1.71,21,29,0.391,-3.19,-101.04,87.74,72.88,-0.86,0.95
23,1.74,22,28,0.599,-3.73,-100.44,87.26,73.01,-0.85,0.78
24,1.77,23,27,0.799,-3.69,-101.24,87.32,72.99,-0.85,0.97
25,1.81,24,26,0.600,-3.86,-101.47,86.73,73.12,-0.81,1.01
26,1.84,25,25,0.476,-4.33,-101.36,86.99,73.09,-0.84,1.05
27,1.87,26,24,0.324,-4.62,-101.03,86.83,72.99,-0.97,1.12
28,1.91,27,23,0.788,-5.13,-101.82,86.65,73.23,-0.84,0.78
29,1.94,28,22,0.772,-5.47,-101.05,86.82,73.32,-0.84,0.84
30,1.97,29,21,0.967,-6.44,-101.41,85.94,73.44,-0.78,0.92
31,2.01,30,20,0.899,-7.34,-101.22,85.71,73.39,-0.85,1.0
32,2.04,31,22,1.656,-8.6,-101.47,84.88,71.74,-1.01,1.01
33,2.07,32,21,0.525,-8.86,-100.95,84.5,71.75,-1.06,0.96
34,2.11,33,20,0.262,-9.12,-101.19,84.43,71.87,-0.96,1.05
35,2.14,34,19,0.454,-9.5,-100.74,84.28,71.66,-0.96,1.1
36,2.17,35,18,0.362,-9.86,-100.99,84.36,71.94,-1.04,1.02
37,2.21,36,17,0.313,-10.18,-100.81,84.4,71.95,-1.06,1.09
38,2.24,37,16,0.351,-10.33,-101.16,84.09,71.9,-1.07,1.02
39,2.28,38,15,0.334,-10.57,-101.49,84.07,71.88,-0.98,1.13
40,2.31,39,14,0.583,-11.01,-100.91,83.78,71.74,-1.05,1.06
41,2.34,40,13,0.128,-11.11,-101.04,83.86,71.64,-1.02,1.0
42,2.38,41,12,0.282,-11.39,-101.08,83.61,71.68,-1.09,1.12
43,2.41,42,11,0.306,-11.69,-101.39,83.61,71.6,-1.01,1.09
44,2.44,43,10,0.609,-12.08,-100.78,83.88,71.63,-1.12,1.16
45,2.48,44,9,0.541,-12.23,-101.32,83.34,71.56,-1.09,1.06
46,2.51,45,8,0.323,-12.51,-100.99,83.48,71.52,-1.08,1.17
47,2.54,46,7,0.329,-12.7,-100.67,83.5,71.51,-1.09,1.0
48,2.58,47,6,0.337,-12.82,-101.0,83.63,71.51,-1.1,1.02
49,2.61,48,5,0.551,-12.96,-100.67,83.08,71.76,-1.04,1.05
50,2.64,49,4,0.341,-13.26,-100.43,83.07,72.11,-1.05,1.03
51,2.68,50,3,2.504,-10.75,-100.45,81.63,73.69,-1.18,1.07
52,2.71,51,2,0.363,-10.75,-100.44,81.74,74.05,-1.2,1.06
53,2.74,52,1,0.372,-10.9,-100.65,81.37,74.28,-1.24,0.96
54,2.91,53,27,3.470,-14.37,-101.45,82.61,71.88,-0.94,0.8
55,2.94,54,26,0.386,-14.76,-101.42,82.28,72.11,-0.84,0.8
56,2.98,55,25,0.333,-15.09,-101.28,82.29,72.12,-0.88,0.67
57,3.01,56,24,0.277,-15.36,-101.22,82.24,72.27,-0.91,0.79
58,3.05,57,23,0.293,-15.66,-101.06,82.04,72.47,-0.93,0.65
59,3.08,58,22,0.455,-15.84,-101.52,81.59,72.67,-0.95,0.72
60,3.11,59,21,0.786,-15.95,-100.73,81.16,72.69,-0.95,0.76
61,3.15,60,20,0.551,-16.26,-101.28,81.07,73.04,-0.95,0.68
62,3.18,61,19,0.389,-16.25,-101.04,80.68,73.31,-1.02,0.77
63,3.21,62,18,0.333,-16.58,-100.97,80.8,73.54,-1.08,0.73
64,3.25,63,17,0.812,-16.92,-100.93,79.99,73.55,-1.14,0.7
65,3.28,64,16,0.301,-17.11,-100.63,79.93,73.36,-1.13,0.62
66,3.31,65,15,0.359,-17.28,-100.98,79.95,73.7,-1.16,0.66
67,3.35,66,14,0.564,-17.25,-100.92,79.38,73.69,-1.17,0.69
68,3.38,67,13,0.394,-17.47,-101.31,79.24,73.75,-1.18,0.65
69,3.41,68,12,0.735,-17.62,-100.58,78.93,73.72,-1.24,0.68
70,3.45,69,11,0.343,-17.86,-100.72,78.59,73.88,-1.23,0.6
71,3.48,70,10,0.220,-17.9,-100.5,78.69,73.94,-1.27,0.74
72,3.51,71,9,0.121,-17.97,-100.54,78.57,73.96,-1.37,0.85
73,3.55,72,8,0.474,-18.12,-100.56,78.1,73.92,-1.39,0.6
74,3.58,73,7,0.466,-18.19,-100.55,77.63,73.94,-1.42,0.73
75,3.61,74,6,0.186,-18.38,-100.45,77.63,74.04,-1.42,0.73
76,3.65,75,5,0.276,-18.32,-100.33,77.57,74.31,-1.44,0.8
77,3.68,76,4,0.391,-18.41,-99.94,77.56,74.21,-1.49,0.78
78,3.71,77,3,0.631,-18.1,-100.57,77.12,74.24,-1.53,0.73
79,3.75,78,2,0.701,-18.14,-99.87,76.95,74.38,-1.53,0.83
80,3.78,79,1,0.399,-18.18,-99.9,77.34,74.27,-1.7,0.67
81,3.81,80,22,26.186,-14.05,-73.72,61.09,71.08,-5.22,1.26
82,3.85,81,21,2.465,-13.87,-71.25,59.26,71.15,-5.55,1.29
83,3.88,82,20,1.551,-14.24,-69.7,58.06,71.14,-5.42,1.31
84,3.91,83,19,1.680,-14.09,-68.02,57.11,71.02,-5.6,1.17
85,3.95,84,18,1.816,-14.22,-66.59,55.29,71.08,-5.61,1.33
86,3.98,85,17,2.051,-14.35,-64.54,54.69,70.93,-5.61,1.35
87,4.02,86,16,1.399,-14.12,-63.14,53.93,70.84,-5.6,1.2
88,4.05,87,15,1.650,-14.1,-61.49,52.47,70.93,-5.61,1.26
89,4.08,88,14,1.148,-14.13,-60.61,51.33,71.07,-5.56,1.46
90,4.12,89,13,1.692,-14.11,-58.92,51.32,71.02,-5.44,1.35
91,4.15,90,12,1.248,-14.41,-57.97,50.07,70.86,-5.37,1.32
92,4.18,91,11,0.948,-14.24,-57.02,49.53,70.96,-5.38,1.32
93,4.22,92,10,1.685,-14.15,-55.34,48.75,71.1,-5.25,1.48
94,4.25,93,9,0.570,-14.21,-54.9,48.18,70.95,-5.31,1.38
95,4.28,94,8,1.049,-14.07,-53.85,47.57,71.01,-5.38,1.48
96,4.32,95,7,0.960,-14.29,-52.89,46.69,70.99,-5.35,1.46
97,4.35,96,6,0.553,-13.94,-52.65,46.13,70.88,-5.43,1.48
98,4.38,97,5,1.581,-13.97,-51.07,45.52,70.97,-5.5,1.43
99,4.42,98,4,1.251,-13.64,-49.82,44.88,71.01,-5.53,1.62
100,4.45,99,3,1.195,-13.77,-48.62,44.16,70.83,-5.71,1.58
101,4.48,100,2,0.888,-13.74,-47.74,43.56,71.09,-6.07,1.66
102,4.52,101,1,0.651,-13.8,-47.37,42.9,71.52,-6.44,1.56
103,4.68,102,26,52.194,-26.32,-99.56,73.58,74.74,-1.51,0.98
104,4.72,103,25,0.633,-26.95,-99.6,73.91,74.5,-1.73,1.04
105,4.75,104,24,0.612,-27.56,-99.23,73.5,74.32,-1.78,1.0
106,4.78,105,23,0.609,-27.96,-99.2,74.11,74.21,-1.93,0.84
107,4.82,106,22,1.246,-28.56,-98.44,72.86,73.85,-2.06,0.88
108,4.85,107,21,1.435,-29.94,-98.66,74.3,73.85,-2.16,0.85
109,4.89,108,20,0.434,-30.31,-99.09,73.91,73.6,-2.2,0.84
110,4.92,109,19,1.188,-30.51,-97.9,73.97,73.4,-2.29,0.89
111,4.95,110,18,0.556,-30.71,-97.35,73.52,73.45,-2.53,0.71
112,4.99,111,17,0.643,-31.11,-96.7,73.53,73.0,-2.49,0.55
113,5.02,112,16,0.834,-30.94,-96.68,74.28,72.16,-2.91,0.73
114,5.05,113,15,1.431,-31.04,-95.24,73.96,72.13,-3.25,0.63
115,5.09,114,14,1.217,-31.23,-94.03,73.7,71.89,-3.49,0.39
116,5.12,115,13,0.624,-31.19,-93.62,73.19,71.26,-3.84,0.66
117,5.15,116,12,0.737,-31.16,-93.64,73.76,70.53,-3.81,0.63
118,5.19,117,11,1.162,-31.19,-92.47,73.76,70.43,-4.05,0.7
119,5.22,118,10,1.347,-31.49,-91.44,72.41,70.12,-4.03,0.7
120,5.25,119,9,0.512,-31.63,-90.93,72.24,70.06,-4.52,0.91
121,5.29,120,8,1.032,-32.13,-89.89,72.58,69.75,-4.59,0.83
122,5.32,121,7,0.866,-32.13,-89.04,71.72,69.28,-4.87,0.68
123,5.35,122,6,1.159,-32.3,-87.89,71.87,69.04,-5.19,0.52
124,5.39,123,5,1.213,-32.62,-87.99,70.65,68.54,-5.53,0.58
125,5.42,124,4,2.475,-32.65,-85.52,69.86,68.4,-5.94,0.84
126,5.45,125,3,1.296,-32.64,-84.22,69.64,68.05,-6.35,0.94
127,5.49,126,2,0.892,-32.7,-83.33,68.75,67.85,-6.73,0.73
128,5.52,127,1,1.772,-32.78,-81.56,68.29,67.51,-6.83,0.69
129,5.59,128,23,55.585,-11.82,-25.97,32.11,73.25,-6.18,24.89
130,5.62,129,22,1.463,-11.81,-24.61,32.42,73.44,-6.06,26.35
131,5.65,130,21,1.039,-11.71,-24.14,32.07,73.29,-6.08,27.39
132,5.69,131,20,0.633,-11.61,-24.17,32.06,73.15,-6.06,28.02
133,5.72,132,19,0.941,-11.77,-23.5,31.12,73.19,-6.13,28.53
134,5.76,133,18,0.266,-11.83,-23.31,30.85,73.0,-6.13,28.69
135,5.79,134,17,0.902,-11.79,-22.41,31.15,73.12,-6.06,28.71
136,5.82,135,16,1.519,-11.79,-20.89,31.11,73.1,-6.0,28.74
137,5.86,136,15,0.452,-11.85,-20.44,30.81,72.82,-6.07,28.67
138,5.89,137,14,0.411,-11.69,-20.37,30.4,72.7,-5.93,28.48
139,5.92,138,13,0.968,-11.96,-19.4,30.1,72.58,-6.05,28.58
140,5.96,139,12,0.318,-11.64,-19.1,29.97,72.28,-5.99,28.41
141,5.99,140,11,0.699,-11.71,-18.4,29.73,72.25,-5.91,28.49
142,6.02,141,10,0.719,-11.62,-17.69,29.3,71.98,-6.1,28.6
143,6.06,142,9,0.759,-11.98,-16.93,29.36,72.02,-5.99,28.93
144,6.09,143,8,1.196,-11.7,-15.73,29.7,71.78,-5.89,29.1
145,6.12,144,7,1.545,-11.72,-14.61,28.15,71.46,-5.92,29.26
146,6.16,145,6,0.408,-11.82,-14.2,27.86,71.47,-5.73,29.17
147,6.19,146,5,1.516,-11.66,-12.69,27.73,71.24,-5.85,29.4
148,6.22,147,4,0.411,-11.63,-12.28,27.48,71.0,-5.79,29.72
149,6.26,148,3,1.149,-11.66,-11.13,27.18,70.69,-5.67,29.79
150,6.29,149,2,0.587,-11.87,-10.54,26.8,70.38,-5.69,29.66
151,6.32,150,1,0.499,-11.71,-10.12,26.76,69.88,-5.73,29.83
152,6.46,151,26,68.147,-46.76,-78.27,64.01,68.37,-8.91,0.84
153,6.49,152,25,0.521,-47.1,-77.76,63.49,68.44,-8.73,0.88
154,6.52,153,24,0.448,-47.55,-77.44,63.47,68.47,-8.73,0.9
155,6.56,154,23,0.416,-47.64,-77.3,63.06,68.73,-8.5,0.92
156,6.59,155,22,0.348,-47.98,-77.26,62.72,68.69,-8.47,0.91
157,6.62,156,21,1.089,-48.28,-76.17,62.4,68.45,-8.44,0.98
158,6.66,157,20,0.946,-48.45,-75.22,62.14,68.21,-8.46,0.98
159,6.69,158,19,0.195,-48.54,-75.03,62.01,68.23,-8.62,0.86
160,6.73,159,18,1.544,-48.6,-73.48,61.45,67.84,-8.62,0.94
161,6.76,160,17,0.731,-48.35,-73.05,60.72,67.95,-8.78,0.94
162,6.79,161,16,0.956,-48.07,-72.1,60.14,67.84,-8.99,0.98
163,6.83,162,15,0.787,-47.81,-71.31,59.89,67.84,-9.14,1.02
164,6.86,163,14,1.185,-47.42,-70.43,58.71,67.74,-9.32,1.14
165,6.89,164,13,1.593,-47.2,-68.84,58.05,67.74,-9.66,1.49
166,6.93,165,12,1.647,-46.91,-67.19,56.79,67.78,-9.78,2.46
167,6.96,166,11,2.119,-46.34,-65.07,55.55,67.91,-9.85,3.98
168,6.99,167,10,1.588,-46.42,-63.55,54.5,67.96,-9.72,5.57
169,7.03,168,9,1.627,-46.15,-61.92,53.75,68.05,-9.71,6.96
170,7.06,169,8,1.709,-45.97,-60.22,52.52,67.95,-9.69,8.02
171,7.09,170,7,1.610,-45.61,-58.6,52.16,67.97,-9.73,8.8
172,7.13,171,6,1.322,-45.54,-57.82,50.84,67.77,-9.8,9.35
173,7.16,172,5,1.227,-45.41,-56.6,50.7,67.57,-9.74,9.31
174,7.19,173,4,1.072,-45.43,-55.52,50.01,67.35,-9.76,9.31
175,7.23,174,3,0.720,-45.3,-54.8,49.66,67.16,-9.79,9.34
176,7.26,175,2,1.793,-45.39,-53.01,49.19,66.98,-9.85,9.51
177,7.29,176,1,0.934,-45.45,-52.08,48.73,66.64,-9.9,9.93
178,7.36,177,23,51.442,-12.49,-0.64,27.53,69.68,-6.36,8.31
179,7.39,178,22,0.263,-12.4,-0.87,27.49,69.43,-6.31,8.05
180,7.43,179,21,0.547,-12.64,-0.32,27.17,69.67,-6.38,7.63
181,7.46,180,20,0.718,-12.43,-0.85,27.31,69.67,-6.62,6.91
182,7.49,181,19,0.805,-12.48,-0.04,26.65,69.67,-6.73,6.25
183,7.53,182,18,0.384,-12.36,-0.23,26.29,70.05,-6.89,5.89
184,7.56,183,17,0.741,-12.63,-0.68,25.54,70.14,-6.78,5.86
185,7.59,184,16,1.014,-12.24,-0.34,24.53,70.76,-6.9,5.69
186,7.63,185,15,1.029,-12.38,-0.45,23.5,71.36,-6.92,5.41
187,7.66,186,14,0.725,-12.47,-0.73,23.8,72.08,-7.12,5.67
188,7.70,187,13,0.721,-12.64,-0.39,23.08,72.65,-7.18,5.74
189,7.73,188,12,0.907,-12.5,-0.58,22.17,73.55,-7.35,5.78
190,7.76,189,11,0.310,-12.69,-0.76,22.19,73.86,-7.41,5.96
191,7.80,190,10,0.969,-12.5,-0.9,21.51,74.82,-7.53,5.85
192,7.83,191,9,0.464,-12.57,-1.21,21.47,75.29,-7.47,5.84
193,7.86,192,8,1.109,-12.46,-2.32,20.6,76.11,-7.73,5.86
194,7.90,193,7,1.343,-12.54,-3.66,20.87,76.72,-7.78,5.86
195,7.93,194,6,1.286,-12.65,-4.95,19.97,77.17,-7.91,5.73
196,7.96,195,5,0.778,-12.53,-5.46,19.74,77.95,-7.99,5.95
197,8.00,196,4,1.886,-12.3,-7.34,20.0,78.64,-8.13,5.92
198,8.03,197,3,1.385,-12.32,-8.73,19.84,79.41,-8.12,5.82
199,8.06,198,2,1.940,-12.35,-10.67,19.51,80.07,-8.2,5.81
200,8.10,199,1,0.710,-12.53,-11.35,19.1,80.78,-8.21,5.93
201,8.33,200,26,34.790,-47.32,-24.04,28.22,63.39,-8.85,5.75
202,8.36,201,25,1.903,-47.02,-22.13,26.89,63.66,-8.92,7.3
203,8.40,202,24,2.064,-46.66,-21.07,25.83,64.04,-9.09,9.37
204,8.43,203,23,1.688,-46.3,-20.75,24.89,64.5,-9.12,11.05
205,8.46,204,22,1.358,-46.06,-20.25,25.04,64.75,-9.29,12.41
206,8.50,205,21,1.063,-45.95,-19.8,24.95,65.06,-9.28,13.47
207,8.53,206,20,0.766,-46.1,-19.68,24.26,65.42,-9.3,14.24
208,8.56,207,19,1.023,-46.07,-19.67,24.38,65.56,-9.33,15.26
209,8.60,208,18,1.845,-46.02,-19.44,24.61,65.84,-9.48,17.11
210,8.63,209,17,2.424,-45.96,-19.4,24.5,66.13,-9.54,19.53
211,8.66,210,16,2.147,-45.98,-19.9,24.32,66.36,-9.57,21.68
212,8.70,211,15,1.424,-45.46,-19.63,24.58,66.47,-9.44,23.1
213,8.73,212,14,0.577,-45.66,-19.57,25.04,66.39,-9.58,23.68
214,8.77,213,13,0.889,-45.6,-19.22,25.93,66.72,-9.63,23.7
215,8.80,214,12,1.212,-45.2,-19.55,24.71,66.96,-9.45,23.62
216,8.83,215,11,0.321,-45.26,-19.79,25.04,66.71,-9.54,23.63
217,8.87,216,10,0.583,-45.25,-19.64,25.62,66.8,-9.7,23.8
218,8.90,217,9,0.573,-45.09,-19.42,25.19,66.67,-9.81,24.37
219,8.93,218,8,1.052,-45.18,-19.28,24.76,66.63,-9.94,25.42
220,8.97,219,7,1.252,-45.05,-18.81,25.29,66.59,-10.06,26.67
221,9.00,220,6,1.590,-45.14,-18.6,24.85,66.61,-10.23,28.26
222,9.03,221,5,1.054,-44.72,-17.74,24.15,66.92,-10.29,29.32
223,9.07,222,4,1.602,-44.83,-16.14,22.85,66.92,-10.49,30.28
224,9.10,223,3,0.509,-44.42,-15.98,22.62,67.01,-10.64,30.79
225,9.13,224,2,1.426,-44.5,-14.67,21.2,67.06,-10.78,31.07
226,9.17,225,1,1.453,-44.15,-13.22,20.74,67.01,-10.92,31.4
227,9.23,226,23,32.741,-11.41,-6.38,24.51,74.9,-5.32,29.24
228,9.27,227,22,0.303,-11.54,-6.24,24.21,74.87,-5.33,29.37
229,9.30,228,21,1.030,-11.62,-5.21,24.36,74.99,-5.38,29.91
230,9.33,229,20,0.599,-11.61,-4.83,23.76,74.91,-5.27,29.93
231,9.37,230,19,0.871,-11.55,-3.96,23.84,74.77,-5.28,30.16
232,9.40,231,18,0.844,-11.4,-3.12,23.61,74.49,-5.37,30.52
233,9.43,232,17,0.752,-11.58,-2.36,23.43,74.74,-5.39,30.65
234,9.47,233,16,1.371,-11.41,-0.99,22.9,74.51,-5.34,30.73
235,9.50,234,15,0.578,-11.57,-1.57,23.35,74.47,-5.19,30.41
236,9.53,235,14,1.684,-11.36,0.11,22.41,74.57,-5.37,30.56
237,9.57,236,13,0.629,-11.45,0.74,22.7,74.66,-5.38,30.65
238,9.60,237,12,1.433,-11.39,2.17,21.92,74.57,-5.42,30.56
239,9.64,238,11,0.766,-11.81,2.25,21.16,74.56,-5.4,30.58
240,9.67,239,10,1.733,-11.78,3.99,20.13,74.93,-5.4,30.33
241,9.70,240,9,1.445,-11.73,4.86,21.58,75.12,-5.39,29.9
242,9.74,241,8,0.884,-11.73,4.79,20.83,74.96,-5.46,29.01
243,9.77,242,7,1.377,-11.44,6.09,21.04,74.94,-5.51,27.63
244,9.80,243,6,1.567,-11.77,6.52,20.96,74.95,-5.45,26.07
245,9.84,244,5,1.569,-11.87,6.49,19.39,74.79,-5.46,24.58
246,9.87,245,4,1.610,-11.54,6.89,19.58,74.58,-5.39,22.97
247,9.90,246,3,2.015,-11.7,6.97,19.3,74.3,-5.4,20.95
248,9.94,247,2,2.086,-11.44,7.32,18.74,74.28,-5.36,18.86
249,9.97,248,1,1.923,-11.59,7.63,18.67,74.54,-5.31,16.94
