action_n,t,step,queue,dmax,shoulder_pan,shoulder_lift,elbow_flex,wrist_flex,wrist_roll,gripper
1,1.77,0,50,,-4.45,-101.69,88.17,74.76,-0.95,1.0
2,1.81,1,49,0.294,-4.52,-101.55,88.46,74.8,-1.01,0.99
3,1.84,2,48,0.314,-4.36,-101.86,88.19,74.7,-0.94,1.02
4,1.87,3,47,0.335,-4.41,-101.71,88.52,74.6,-0.97,1.11
5,1.91,4,46,0.237,-4.49,-101.95,88.31,74.5,-0.96,0.93
6,1.94,5,45,0.523,-4.31,-101.43,88.64,74.52,-0.97,0.86
7,1.97,6,44,0.555,-4.48,-101.98,88.1,74.51,-1.01,0.89
8,2.01,7,43,0.347,-4.13,-101.8,88.22,74.35,-0.99,0.9
9,2.04,8,42,0.393,-4.53,-101.98,88.2,74.56,-0.9,0.79
10,2.07,9,41,0.515,-4.34,-102.5,88.24,74.34,-0.88,0.81
11,2.11,10,40,0.849,-4.59,-101.73,87.39,74.52,-1.02,0.94
12,2.14,11,39,0.442,-4.42,-102.06,87.83,74.61,-0.94,1.06
13,2.17,12,38,0.388,-4.69,-101.67,87.7,74.29,-0.87,0.91
14,2.21,13,37,0.275,-4.83,-101.73,87.8,74.57,-0.96,0.85
15,2.24,14,36,0.664,-5.25,-101.81,87.13,74.64,-0.92,0.85
16,2.27,15,35,0.524,-5.46,-101.61,87.65,74.42,-0.86,0.8
17,2.31,16,34,0.615,-5.92,-101.69,87.04,74.5,-0.83,0.85
18,2.34,17,33,0.548,-6.47,-101.92,87.36,74.45,-0.91,0.83
19,2.37,18,32,0.635,-7.1,-101.42,87.34,74.47,-0.86,0.9
20,2.41,19,31,0.528,-7.55,-101.46,87.87,74.53,-0.86,0.93
21,2.44,20,30,0.627,-7.86,-102.08,87.46,74.23,-0.94,0.89
22,2.47,21,29,0.493,-8.36,-102.12,87.25,74.25,-0.91,0.87
23,2.51,22,28,0.972,-9.33,-101.86,86.52,74.24,-0.91,0.83
24,2.54,23,27,0.446,-9.77,-101.47,86.84,74.14,-0.87,0.91
25,2.57,24,26,0.613,-10.39,-101.67,86.99,74.28,-0.92,0.92
26,2.61,25,25,0.585,-10.97,-101.7,86.81,74.16,-0.94,0.8
27,2.64,26,24,0.684,-11.66,-101.57,86.81,73.92,-0.95,0.81
28,2.68,27,23,0.534,-12.19,-101.64,86.48,73.97,-0.95,0.82
29,2.71,28,22,0.439,-12.63,-101.95,86.71,74.2,-0.89,0.83
30,2.74,29,21,0.471,-12.96,-101.67,86.24,74.21,-0.88,0.82
31,2.78,30,23,2.103,-15.06,-102.18,86.05,73.77,-1.1,0.79
32,2.81,31,22,0.682,-15.18,-101.95,85.37,73.75,-1.15,0.72
33,2.84,32,21,0.605,-15.04,-102.13,85.98,73.97,-1.09,0.8
34,2.88,33,20,0.258,-15.0,-102.02,85.72,73.96,-1.2,0.65
35,2.91,34,19,0.424,-15.18,-102.45,85.76,73.8,-1.18,0.73
36,2.94,35,18,0.384,-14.82,-102.06,85.68,73.82,-1.13,0.76
37,2.98,36,17,0.913,-14.98,-102.33,84.77,73.72,-1.04,0.75
38,3.01,37,16,0.309,-14.68,-102.16,84.94,73.81,-1.22,0.75
39,3.04,38,15,0.314,-14.84,-102.01,84.62,73.8,-1.15,0.74
40,3.08,39,14,0.285,-14.64,-102.18,84.91,73.83,-1.17,0.83
41,3.11,40,13,0.552,-14.86,-101.79,84.36,73.82,-1.2,0.9
42,3.14,41,12,0.263,-14.8,-101.53,84.48,73.95,-1.28,0.9
43,3.18,42,11,0.521,-14.88,-102.05,84.17,74.02,-1.3,0.72
44,3.21,43,10,0.188,-14.69,-102.04,84.26,74.05,-1.24,0.85
45,3.24,44,9,0.941,-14.48,-101.51,83.32,73.9,-1.3,0.79
46,3.28,45,8,0.298,-14.38,-101.22,83.47,73.82,-1.34,0.81
47,3.31,46,7,0.614,-13.99,-101.16,82.85,73.89,-1.39,0.82
48,3.34,47,6,0.645,-13.76,-100.51,82.35,73.53,-1.32,0.81
49,3.38,48,5,0.598,-13.16,-100.34,82.4,73.73,-1.35,0.83
50,3.41,49,4,0.506,-12.78,-99.84,82.11,73.52,-1.33,0.62
51,3.44,50,3,2.445,-11.91,-97.46,79.66,73.77,-1.51,0.6
52,3.48,51,2,1.231,-11.32,-96.23,78.51,73.22,-1.67,0.64
53,3.51,52,1,1.023,-10.93,-95.21,78.17,73.15,-1.7,0.7
54,3.68,53,26,14.302,-25.23,-101.92,86.05,72.02,-1.09,0.63
55,3.71,54,25,0.938,-25.88,-102.46,85.11,72.15,-1.04,0.63
56,3.75,55,24,0.296,-26.01,-102.54,85.4,72.07,-1.08,0.7
57,3.78,56,23,0.308,-26.05,-102.69,85.1,71.82,-1.08,0.71
58,3.81,57,22,0.638,-26.48,-102.84,85.73,71.95,-1.03,0.73
59,3.85,58,21,1.015,-26.19,-102.55,84.72,71.82,-1.03,0.5
60,3.88,59,20,0.376,-25.86,-102.62,84.34,71.7,-1.1,0.58
61,3.91,60,19,0.134,-25.91,-102.72,84.31,71.56,-1.03,0.55
62,3.95,61,18,0.301,-25.86,-102.58,84.01,71.66,-1.05,0.75
63,3.98,62,17,0.548,-25.92,-103.13,84.04,71.83,-1.11,0.56
64,4.01,63,16,0.631,-25.66,-102.83,83.41,71.86,-1.14,0.37
65,4.05,64,15,0.329,-25.33,-102.5,83.11,71.69,-1.07,0.33
66,4.08,65,14,0.779,-25.25,-103.28,83.38,71.76,-1.06,0.51
67,4.11,66,13,0.806,-24.81,-102.48,82.73,71.5,-1.13,0.4
68,4.15,67,12,0.179,-24.93,-102.65,82.55,71.48,-1.09,0.47
69,4.18,68,11,0.360,-24.71,-102.29,82.34,71.74,-1.03,0.52
70,4.21,69,10,0.484,-24.57,-102.77,82.43,71.45,-1.13,0.45
