action_n,t,step,queue,dmax,shoulder_pan,shoulder_lift,elbow_flex,wrist_flex,wrist_roll,gripper
1,0.94,0,50,,-4.19,-101.11,88.27,75.97,0.05,0.92
2,0.97,1,49,0.545,-4.4,-100.66,87.72,76.06,0.12,0.88
3,1.00,2,48,0.730,-4.62,-101.39,88.13,76.21,0.13,1.05
4,1.04,3,47,0.311,-4.61,-101.6,88.13,76.08,0.24,0.74
5,1.07,4,46,0.353,-4.87,-101.25,88.35,76.1,0.25,0.83
6,1.10,5,45,0.453,-5.32,-101.31,88.14,76.19,0.18,0.87
7,1.14,6,44,0.677,-5.19,-101.99,88.03,76.09,0.17,0.96
8,1.17,7,43,0.647,-5.84,-101.55,87.82,76.12,0.2,0.89
9,1.20,8,42,0.360,-5.98,-101.55,87.82,76.48,0.18,0.99
10,1.24,9,41,0.533,-6.45,-102.04,88.36,76.19,0.15,0.9
11,1.27,10,40,0.882,-7.12,-101.69,87.48,76.0,0.13,0.79
12,1.30,11,39,0.751,-7.86,-102.44,87.59,76.23,0.14,0.89
13,1.34,12,38,0.792,-8.52,-101.65,87.63,76.24,0.13,0.95
14,1.37,13,37,1.089,-9.1,-102.73,87.4,76.18,0.22,0.92
15,1.40,14,36,0.706,-9.62,-102.16,88.11,76.12,0.18,0.87
16,1.44,15,35,0.638,-10.26,-102.38,87.77,76.2,0.13,0.91
17,1.47,16,34,0.758,-11.02,-102.24,87.7,76.14,0.15,0.89
18,1.50,17,33,0.945,-11.96,-101.85,87.32,76.12,0.16,0.94
19,1.54,18,32,0.682,-12.65,-101.99,87.46,76.14,0.11,0.8
20,1.57,19,31,0.871,-13.43,-102.86,87.5,76.14,0.15,0.79
21,1.61,20,30,0.646,-14.08,-102.54,87.66,76.12,0.11,0.82
22,1.64,21,29,0.886,-14.96,-102.41,87.47,76.03,0.08,0.92
23,1.67,22,28,0.903,-15.87,-103.12,88.02,76.27,0.19,0.96
24,1.71,23,27,0.969,-16.84,-102.56,87.21,76.25,0.13,0.99
25,1.74,24,26,1.090,-17.93,-102.91,87.62,76.21,0.05,0.9
26,1.77,25,25,1.146,-19.07,-102.91,87.69,76.31,0.09,1.05
27,1.81,26,24,1.256,-20.33,-102.41,87.95,76.61,-0.02,0.99
28,1.84,27,23,1.329,-21.66,-102.71,87.38,76.62,-0.04,1.06
29,1.87,28,22,1.534,-23.19,-103.25,88.06,76.62,-0.14,0.93
30,1.91,29,21,1.417,-24.61,-103.46,88.68,76.88,0.05,1.06
31,1.94,30,20,1.381,-25.99,-102.93,88.59,76.73,-0.07,1.07
32,1.97,31,19,1.309,-27.3,-103.22,87.79,76.65,-0.01,1.06
33,2.01,32,21,1.097,-28.13,-102.12,88.55,77.24,-0.1,1.11
34,2.04,33,20,0.887,-29.02,-102.14,88.62,77.1,-0.13,1.05
35,2.07,34,19,1.292,-30.31,-102.73,88.99,76.95,-0.1,1.07
36,2.11,35,18,1.227,-31.54,-102.13,88.23,77.3,-0.11,0.99
37,2.14,36,17,0.551,-32.09,-102.42,88.72,77.07,-0.24,1.05
38,2.17,37,16,0.803,-32.89,-101.87,88.93,77.05,-0.25,1.01
39,2.21,38,15,0.819,-33.56,-102.26,88.11,76.85,-0.25,1.02
40,2.24,39,14,0.525,-34.09,-102.03,88.4,76.91,-0.26,0.96
41,2.27,40,13,0.306,-34.39,-101.91,88.7,76.84,-0.25,1.12
42,2.31,41,12,0.291,-34.68,-101.81,88.47,76.84,-0.21,1.04
43,2.34,42,11,0.495,-35.18,-102.27,88.37,76.77,-0.25,0.99
44,2.37,43,10,0.831,-35.25,-101.44,88.93,76.55,-0.24,0.93
45,2.41,44,9,0.365,-35.5,-101.8,88.89,76.68,-0.32,0.98
46,2.44,45,8,0.484,-35.89,-101.6,89.11,76.2,-0.27,0.84
47,2.47,46,7,0.196,-36.09,-101.49,89.12,76.33,-0.31,0.97
48,2.51,47,6,0.277,-36.36,-101.49,88.93,76.28,-0.45,0.99
49,2.54,48,5,0.587,-36.95,-102.05,88.99,76.08,-0.49,0.92
50,2.57,49,4,0.347,-37.29,-101.77,89.33,75.82,-0.5,1.01
51,2.61,50,3,0.686,-36.86,-101.77,90.02,75.8,-0.51,1.02
52,2.64,51,2,0.628,-37.19,-101.58,89.39,75.61,-0.51,0.81
53,2.68,52,1,0.415,-37.56,-101.99,89.61,75.5,-0.53,0.7
54,2.94,53,28,2.752,-40.31,-102.03,89.13,76.56,-0.07,0.75
55,2.98,54,27,0.296,-40.51,-101.78,88.84,76.57,-0.1,0.88
56,3.01,55,26,0.323,-40.67,-102.1,89.09,76.4,-0.1,0.83
57,3.04,56,25,0.414,-40.94,-101.69,88.96,76.36,-0.16,0.91
58,3.08,57,24,0.347,-40.87,-101.37,89.17,76.01,-0.13,1.0
59,3.11,58,23,0.821,-40.87,-102.19,89.06,75.85,-0.15,0.89
60,3.14,59,22,0.719,-41.31,-102.02,89.78,75.31,-0.05,0.85
61,3.18,60,21,1.033,-41.2,-102.14,88.75,74.68,-0.08,0.85
62,3.21,61,20,0.423,-41.62,-102.06,88.83,74.31,-0.15,0.79
63,3.24,62,19,0.958,-41.68,-101.67,89.39,73.35,-0.15,0.86
64,3.28,63,18,0.770,-41.91,-102.11,89.55,72.58,-0.09,0.79
65,3.31,64,17,0.874,-42.05,-101.97,90.06,71.71,-0.1,0.68
66,3.34,65,16,0.530,-42.16,-102.28,89.96,71.18,-0.13,0.61
67,3.38,66,15,0.808,-42.08,-101.75,89.5,70.37,-0.2,0.83
68,3.41,67,14,0.702,-42.2,-101.62,89.84,69.67,-0.14,0.97
69,3.44,68,13,0.784,-42.27,-102.2,89.9,68.89,-0.23,0.9
70,3.48,69,12,0.711,-42.15,-101.92,89.74,68.17,-0.26,0.84
71,3.51,70,11,0.555,-42.05,-102.0,90.24,67.62,-0.32,1.12
72,3.54,71,10,0.419,-42.13,-102.2,90.58,67.2,-0.31,0.93
73,3.58,72,9,0.646,-42.39,-102.17,89.93,66.72,-0.3,0.96
74,3.61,73,8,0.524,-42.81,-102.69,89.63,66.33,-0.23,0.82
75,3.65,74,7,1.206,-43.12,-102.08,90.84,66.3,-0.39,0.85
76,3.68,75,6,1.088,-43.68,-102.55,89.75,66.02,-0.34,0.83
77,3.71,76,5,0.617,-44.0,-101.98,90.37,66.06,-0.45,0.91
78,3.75,77,4,0.573,-44.17,-101.75,89.79,66.06,-0.44,0.92
