action_n,t,step,queue,dmax,shoulder_pan,shoulder_lift,elbow_flex,wrist_flex,wrist_roll,gripper
1,0.94,0,50,,-3.79,-101.88,88.63,75.32,-0.84,0.92
2,0.97,1,49,0.120,-3.87,-101.85,88.67,75.2,-0.89,0.91
3,1.00,2,48,0.461,-3.79,-101.39,88.52,74.94,-0.88,0.92
4,1.04,3,47,0.213,-3.82,-101.42,88.31,74.83,-0.87,0.97
5,1.07,4,46,0.150,-3.87,-101.55,88.33,74.68,-0.85,1.02
6,1.10,5,45,0.440,-3.53,-101.53,88.78,74.42,-0.85,0.87
7,1.14,6,44,0.498,-3.74,-101.61,88.28,74.21,-0.87,0.89
8,1.17,7,43,0.526,-3.86,-101.24,88.8,73.92,-0.94,0.74
9,1.20,8,42,0.250,-3.62,-100.99,88.56,73.94,-0.91,0.82
10,1.24,9,41,0.646,-3.63,-101.64,88.22,73.82,-0.93,0.85
11,1.27,10,40,0.327,-3.66,-101.48,88.54,73.67,-0.83,0.81
12,1.30,11,39,0.356,-3.88,-101.42,88.19,73.7,-0.91,0.91
13,1.34,12,38,0.093,-3.85,-101.33,88.25,73.65,-0.89,0.83
14,1.37,13,37,0.357,-3.75,-101.17,87.9,73.55,-0.85,0.85
15,1.40,14,36,0.588,-3.83,-101.76,87.99,73.48,-0.82,0.96
16,1.44,15,35,0.253,-3.83,-101.63,87.74,73.48,-0.89,0.71
17,1.47,16,34,0.583,-3.74,-102.18,88.32,73.28,-0.86,0.9
18,1.50,17,33,0.426,-3.79,-101.85,87.89,72.87,-0.95,0.92
19,1.54,18,32,0.425,-3.66,-101.42,87.73,72.71,-0.89,0.87
20,1.57,19,31,0.765,-3.74,-102.19,88.41,72.22,-0.92,0.86
21,1.61,20,30,0.524,-3.84,-101.67,88.13,71.85,-0.76,0.79
22,1.64,21,29,0.471,-3.82,-102.02,88.13,71.38,-0.78,0.8
23,1.67,22,28,0.452,-3.9,-101.85,88.07,70.93,-0.8,0.82
24,1.71,23,27,0.305,-4.05,-101.68,88.31,70.63,-0.82,0.87
25,1.74,24,26,0.552,-4.28,-102.23,87.99,70.34,-0.83,0.77
26,1.77,25,25,0.599,-4.44,-101.7,88.2,69.74,-0.79,0.8
27,1.81,26,24,0.408,-4.62,-101.65,88.21,69.33,-0.81,0.8
28,1.84,27,23,0.154,-4.75,-101.68,88.23,69.17,-0.83,0.77
29,1.87,28,22,0.232,-4.89,-101.59,88.0,69.03,-0.81,0.79
