action_n,t,step,queue,dmax,shoulder_pan,shoulder_lift,elbow_flex,wrist_flex,wrist_roll,gripper
1,1.91,0,50,,-5.31,-101.6,88.64,74.25,-1.02,0.8
2,1.94,1,49,0.343,-5.24,-101.94,88.52,74.0,-0.99,0.74
3,1.97,2,48,0.282,-5.43,-102.03,88.35,73.72,-0.98,0.84
4,2.01,3,47,0.456,-5.43,-102.2,88.17,73.26,-1.02,0.81
5,2.04,4,46,0.408,-5.63,-101.8,88.13,72.89,-1.04,0.81
6,2.07,5,45,0.491,-5.46,-101.72,88.16,72.4,-1.06,0.82
7,2.11,6,44,0.470,-5.45,-101.53,88.0,71.93,-1.05,0.87
8,2.14,7,43,0.406,-5.49,-101.89,88.4,71.58,-0.98,0.82
9,2.17,8,42,0.587,-5.37,-102.24,88.52,70.99,-0.95,0.82
10,2.21,9,41,0.688,-5.46,-101.55,88.68,70.74,-0.96,0.83
11,2.24,10,40,0.398,-5.56,-101.66,88.36,70.34,-0.98,0.82
12,2.27,11,39,0.265,-5.29,-101.7,88.45,70.08,-0.99,0.85
13,2.31,12,38,0.207,-5.26,-101.7,88.48,69.87,-0.98,0.94
14,2.34,13,37,0.590,-5.39,-101.35,87.89,69.58,-0.93,0.84
15,2.37,14,36,0.576,-5.69,-101.65,88.47,69.47,-1.04,0.86
16,2.41,15,35,0.356,-5.39,-101.47,88.11,69.41,-1.04,0.97
17,2.44,16,34,0.271,-5.48,-101.75,88.09,69.16,-1.0,0.87
18,2.48,17,33,0.329,-5.57,-102.05,88.35,68.83,-0.95,0.85
19,2.51,18,32,0.496,-5.44,-101.64,87.85,68.77,-0.98,0.87
20,2.54,19,31,0.357,-5.4,-101.29,87.99,68.72,-1.01,0.98
21,2.58,20,30,0.316,-5.34,-101.55,87.85,68.41,-1.0,0.85
22,2.61,21,29,0.377,-5.19,-101.93,88.09,68.3,-1.0,0.76
23,2.64,22,28,0.619,-5.11,-101.31,87.99,67.96,-0.96,0.77
24,2.68,23,27,0.613,-5.08,-101.92,87.72,67.96,-1.01,0.85
25,2.71,24,26,0.279,-5.26,-102.03,87.85,67.68,-1.0,0.86
26,2.74,25,25,0.452,-5.44,-102.22,87.4,67.7,-1.02,0.75
27,2.78,26,24,0.305,-5.49,-102.53,87.28,67.81,-1.0,0.75
28,2.81,27,23,0.348,-5.74,-102.18,87.23,67.88,-1.0,0.72
29,2.84,28,22,0.581,-5.89,-101.83,86.65,68.23,-0.98,0.7
30,2.88,29,21,0.209,-6.06,-101.91,86.52,68.44,-0.99,0.76
31,2.91,30,20,0.377,-6.39,-101.86,86.14,68.78,-0.99,0.75
32,2.94,31,19,0.374,-6.63,-101.93,86.51,69.15,-1.03,0.71
33,2.98,32,18,0.618,-6.88,-102.09,85.9,69.49,-1.05,0.57
34,3.01,33,20,2.874,-7.04,-101.43,83.02,68.48,-1.27,0.72
35,3.04,34,19,0.327,-7.25,-101.45,82.71,68.8,-1.3,0.75
36,3.08,35,18,0.339,-7.59,-101.78,82.56,68.99,-1.29,0.83
37,3.11,36,17,0.338,-7.4,-101.48,82.22,69.2,-1.31,0.81
38,3.14,37,16,0.365,-7.64,-101.11,82.08,69.36,-1.27,0.71
39,3.18,38,15,0.639,-7.67,-101.75,82.29,69.66,-1.25,0.59
40,3.21,39,14,0.636,-7.74,-101.11,81.93,69.78,-1.26,0.63
41,3.24,40,13,0.212,-7.75,-101.1,81.72,69.88,-1.24,0.71
42,3.28,41,12,0.387,-7.52,-101.14,81.44,70.27,-1.21,0.59
43,3.31,42,11,0.969,-7.79,-102.1,80.86,70.51,-1.17,0.39
44,3.34,43,10,0.946,-7.52,-101.16,81.4,70.49,-1.23,0.55
45,3.38,44,9,0.407,-7.88,-100.98,81.37,70.9,-1.28,0.54
46,3.41,45,8,0.914,-7.69,-100.69,80.46,70.9,-1.23,0.62
47,3.45,46,7,0.214,-7.75,-100.9,80.66,71.09,-1.16,0.7
48,3.48,47,6,0.491,-7.83,-100.41,80.24,70.93,-1.3,0.66
49,3.51,48,5,0.341,-7.73,-100.07,80.27,71.2,-1.26,0.71
50,3.55,49,4,0.184,-7.75,-99.96,80.08,71.33,-1.26,0.69
51,3.58,50,3,2.276,-7.32,-97.92,77.81,70.32,-1.38,0.73
52,3.61,51,2,1.415,-7.08,-96.51,77.25,69.77,-1.43,0.76
53,3.65,52,1,1.767,-6.93,-95.64,75.48,69.65,-1.54,0.68
54,4.01,53,29,6.339,-6.57,-101.98,80.27,67.38,-2.08,0.74
55,4.05,54,28,0.310,-6.6,-102.12,80.03,67.69,-2.01,0.7
56,4.08,55,27,0.164,-6.65,-102.02,79.98,67.85,-1.97,0.7
57,4.11,56,26,0.769,-6.68,-102.1,79.21,68.42,-1.96,0.63
58,4.15,57,25,0.478,-6.58,-101.67,78.73,68.81,-1.86,0.56
59,4.18,58,24,0.356,-6.78,-101.55,78.58,69.17,-1.81,0.6
60,4.21,59,23,0.979,-6.53,-101.38,77.6,69.52,-1.72,0.46
61,4.25,60,22,0.961,-6.61,-100.54,76.64,69.76,-1.82,0.61
62,4.28,61,21,0.493,-6.43,-100.13,76.15,69.63,-1.75,0.57
63,4.32,62,20,1.582,-6.47,-98.55,75.19,69.65,-1.9,0.62
64,4.35,63,19,2.374,-6.36,-96.17,73.58,69.64,-1.83,0.57
65,4.38,64,18,2.091,-6.53,-94.08,72.16,69.55,-1.97,0.73
66,4.42,65,17,3.042,-6.63,-91.04,70.49,69.28,-2.06,0.66
67,4.45,66,16,1.774,-6.45,-89.27,69.06,68.96,-2.19,0.66
68,4.48,67,15,2.343,-6.46,-86.92,67.99,68.99,-2.37,0.66
69,4.52,68,14,2.289,-6.35,-84.63,66.46,68.87,-2.54,0.49
70,4.55,69,13,1.900,-6.47,-82.73,65.47,68.84,-2.59,0.57
71,4.58,70,12,1.018,-6.4,-81.72,64.68,68.8,-2.62,0.65
72,4.62,71,11,1.461,-6.39,-80.26,64.06,68.97,-2.57,0.52
73,4.65,72,10,1.280,-6.33,-78.98,62.79,68.88,-2.7,0.62
74,4.68,73,9,1.446,-6.21,-77.53,62.71,68.87,-2.7,0.58
75,4.72,74,8,1.485,-6.48,-76.04,61.44,68.69,-2.8,0.67
76,4.75,75,7,1.481,-6.48,-74.56,60.55,68.59,-2.96,0.62
77,4.78,76,6,1.771,-6.48,-72.79,59.65,68.22,-3.11,0.52
78,4.82,77,5,2.133,-6.42,-70.66,58.59,67.88,-3.23,0.63
79,4.85,78,4,1.487,-6.38,-69.17,57.25,67.68,-3.44,0.58
80,4.88,79,3,2.229,-6.44,-66.94,56.28,67.72,-3.53,0.78
81,4.92,80,2,1.107,-6.57,-65.99,55.18,67.34,-3.73,0.65
82,4.95,81,1,1.400,-6.69,-64.59,54.62,67.3,-3.93,0.67
83,4.98,82,20,22.801,-9.2,-41.79,32.68,70.77,-6.23,1.34
84,5.02,83,19,1.163,-8.8,-40.62,32.41,70.82,-6.29,2.37
85,5.05,84,18,1.701,-9.02,-40.42,32.3,70.96,-6.19,4.07
86,5.08,85,17,2.298,-8.69,-40.15,32.51,71.18,-6.24,6.37
87,5.12,86,16,2.592,-8.84,-40.38,33.1,71.21,-6.21,8.96
88,5.15,87,15,2.697,-8.75,-40.28,33.72,71.29,-6.03,11.66
89,5.18,88,14,1.910,-8.93,-40.31,33.8,71.26,-6.01,13.57
90,5.22,89,13,1.330,-8.83,-40.61,33.85,71.35,-6.11,14.9
91,5.25,90,12,1.203,-8.88,-40.75,35.05,71.58,-6.15,15.85
92,5.29,91,11,0.570,-8.6,-40.7,34.75,71.44,-6.16,16.42
93,5.32,92,10,0.700,-8.69,-40.78,35.4,71.44,-6.33,17.12
94,5.35,93,9,0.611,-8.49,-40.17,35.36,71.54,-6.1,17.6
95,5.39,94,8,1.122,-8.25,-39.86,35.45,71.38,-6.15,18.72
96,5.42,95,7,0.935,-7.95,-39.64,35.88,71.46,-6.14,19.66
97,5.45,96,6,1.493,-7.75,-38.9,36.0,71.39,-6.21,21.15
98,5.49,97,5,1.029,-7.92,-38.26,35.53,71.7,-6.17,22.18
99,5.52,98,4,1.307,-7.82,-37.51,36.15,71.63,-6.19,23.49
100,5.55,99,3,0.758,-7.43,-37.0,36.22,71.21,-6.23,24.25
101,5.59,100,2,1.012,-7.7,-36.25,35.21,71.19,-6.46,25.13
102,5.62,101,1,0.893,-7.7,-35.37,34.52,71.18,-6.65,26.02
103,5.92,102,29,25.254,-8.34,-44.4,40.75,68.08,-4.77,0.76
104,5.95,103,28,1.649,-8.32,-42.75,39.59,68.15,-4.9,0.79
