action_n,t,step,queue,dmax,shoulder_pan,shoulder_lift,elbow_flex,wrist_flex,wrist_roll,gripper
1,1.84,0,50,,-5.75,-100.59,87.25,74.53,-0.7,1.35
2,1.87,1,49,0.804,-6.19,-99.79,87.71,74.58,-0.77,1.48
3,1.91,2,48,1.446,-6.71,-101.24,87.15,74.63,-0.75,1.55
4,1.94,3,47,0.868,-7.36,-100.37,87.2,74.72,-0.69,1.61
5,1.97,4,46,1.130,-8.49,-100.8,86.95,74.48,-0.73,1.31
6,2.01,5,45,1.369,-9.18,-102.17,87.31,74.77,-0.81,1.26
7,2.04,6,44,1.231,-10.09,-100.94,86.96,74.83,-0.71,1.23
8,2.07,7,43,0.849,-10.94,-101.2,86.79,74.93,-0.77,1.27
9,2.11,8,42,0.615,-11.55,-101.62,86.8,74.82,-0.74,1.35
10,2.14,9,41,0.547,-12.1,-101.38,86.82,74.91,-0.7,1.24
11,2.17,10,40,1.062,-13.16,-101.96,86.82,75.03,-0.81,1.24
12,2.21,11,39,1.116,-14.28,-101.91,86.51,75.09,-0.88,1.29
13,2.24,12,38,1.305,-15.58,-102.44,86.2,75.25,-0.81,1.29
14,2.27,13,37,1.184,-16.77,-101.9,86.11,75.17,-0.83,1.28
15,2.31,14,36,1.049,-17.82,-102.16,85.45,75.13,-0.83,1.33
16,2.34,15,35,1.073,-18.59,-102.95,86.52,75.21,-0.9,1.38
17,2.37,16,34,1.044,-19.23,-102.96,85.48,75.06,-0.8,1.37
18,2.41,17,33,1.272,-20.1,-102.89,86.75,75.37,-0.87,1.17
19,2.44,18,32,0.787,-20.89,-102.49,86.07,75.32,-0.95,1.2
20,2.47,19,31,0.581,-21.47,-102.41,85.54,75.05,-0.96,1.25
21,2.51,20,30,1.043,-22.51,-102.69,85.73,75.33,-1.01,1.23
22,2.54,21,29,0.615,-23.13,-102.83,85.88,75.11,-0.92,1.35
23,2.57,22,28,0.856,-23.98,-102.87,85.54,75.37,-0.94,1.33
24,2.61,23,27,0.783,-24.76,-102.81,85.99,75.37,-0.96,1.14
25,2.64,24,26,0.524,-25.29,-102.55,85.81,75.07,-1.05,1.45
26,2.67,25,25,1.011,-26.06,-103.57,85.74,74.95,-1.01,1.4
27,2.71,26,24,1.077,-26.55,-102.49,86.26,74.74,-1.02,1.57
28,2.74,27,23,0.877,-27.42,-102.77,85.87,74.41,-1.06,1.44
29,2.78,28,22,0.798,-28.22,-103.05,85.95,74.43,-0.96,1.32
30,2.81,29,21,0.658,-28.74,-102.72,86.1,73.77,-1.03,1.3
31,2.84,30,20,0.662,-29.4,-102.96,85.75,73.66,-1.13,1.4
32,2.88,31,22,2.536,-26.87,-100.67,84.41,74.47,-0.66,1.32
33,2.91,32,21,0.360,-27.17,-100.98,84.19,74.12,-0.66,1.27
34,2.94,33,20,0.843,-28.01,-100.8,84.36,74.17,-0.7,1.29
35,2.98,34,19,0.449,-28.46,-100.93,84.29,74.05,-0.72,1.35
36,3.01,35,18,0.737,-29.04,-100.19,84.59,73.92,-0.8,1.31
37,3.04,36,17,0.655,-29.42,-100.85,84.2,74.01,-0.69,1.29
38,3.08,37,16,0.471,-29.81,-101.32,84.25,73.64,-0.75,1.39
39,3.11,38,15,0.729,-30.08,-100.59,84.25,73.55,-0.78,1.39
40,3.14,39,14,0.542,-30.4,-100.77,83.71,73.73,-0.75,1.34
41,3.18,40,13,0.349,-30.75,-100.67,83.86,73.47,-0.78,1.32
42,3.21,41,12,0.558,-31.07,-100.98,83.3,73.31,-0.85,1.35
43,3.24,42,11,0.490,-31.55,-100.7,83.55,73.31,-0.95,1.35
44,3.28,43,10,0.531,-32.09,-100.76,83.64,73.07,-0.87,1.17
45,3.31,44,9,0.333,-32.42,-101.09,83.82,72.98,-1.02,1.18
46,3.34,45,8,0.708,-32.73,-100.38,83.59,72.56,-1.11,1.24
47,3.38,46,7,0.605,-32.96,-100.51,82.98,72.18,-1.22,1.16
48,3.41,47,6,0.205,-33.14,-100.58,83.19,72.03,-1.38,1.17
49,3.44,48,5,0.585,-33.52,-100.0,83.06,71.85,-1.43,1.25
50,3.48,49,4,0.404,-33.73,-100.4,82.72,71.74,-1.67,1.19
51,3.51,50,3,1.086,-34.17,-99.32,82.33,71.22,-2.02,1.17
52,3.54,51,2,0.716,-34.62,-100.03,82.19,70.76,-2.14,1.11
53,3.58,52,1,0.424,-34.85,-99.66,82.58,70.59,-2.56,1.11
54,3.78,53,27,2.563,-37.41,-100.84,83.4,72.24,-1.02,1.16
