action_n,t,step,queue,dmax,shoulder_pan,shoulder_lift,elbow_flex,wrist_flex,wrist_roll,gripper
1,0.90,0,50,,-4.35,-102.81,88.66,77.12,-0.27,1.09
2,0.94,1,49,0.277,-4.36,-102.87,88.39,77.14,-0.25,1.01
3,0.97,2,48,0.175,-4.34,-102.69,88.26,77.16,-0.23,0.93
4,1.00,3,47,0.316,-4.18,-102.38,88.49,77.23,-0.21,1.02
5,1.04,4,46,0.404,-4.0,-102.78,88.31,77.46,-0.23,1.03
6,1.07,5,45,0.463,-4.12,-102.75,88.77,77.46,-0.28,1.01
7,1.10,6,44,0.344,-4.28,-102.4,88.63,77.42,-0.27,1.01
8,1.14,7,43,0.316,-4.2,-102.72,88.38,77.66,-0.31,1.0
9,1.17,8,42,0.185,-4.09,-102.61,88.56,77.47,-0.23,0.92
10,1.20,9,41,0.236,-4.11,-102.53,88.44,77.71,-0.25,0.93
11,1.24,10,40,0.210,-4.05,-102.74,88.32,77.76,-0.21,0.95
12,1.27,11,39,0.326,-4.06,-102.42,88.46,77.72,-0.3,1.0
13,1.30,12,38,0.203,-4.25,-102.62,88.6,77.66,-0.31,0.98
14,1.34,13,37,0.308,-4.23,-102.31,88.59,77.74,-0.32,0.87
15,1.37,14,36,0.122,-4.13,-102.26,88.71,77.61,-0.29,0.91
16,1.41,15,35,0.188,-4.08,-102.45,88.8,77.73,-0.35,0.93
17,1.44,16,34,0.228,-4.26,-102.22,88.74,77.63,-0.33,1.02
18,1.47,17,33,0.271,-3.99,-102.35,88.61,77.53,-0.33,0.95
19,1.51,18,32,0.305,-4.07,-102.2,88.92,77.54,-0.36,1.08
20,1.54,19,31,0.233,-4.1,-101.96,88.99,77.62,-0.36,1.07
21,1.57,20,30,0.357,-4.17,-102.32,88.97,77.49,-0.37,1.0
22,1.61,21,29,0.179,-4.13,-102.22,88.79,77.52,-0.42,0.97
23,1.64,22,28,0.343,-4.19,-102.09,88.45,77.64,-0.39,1.06
24,1.67,23,27,0.269,-4.27,-102.14,88.45,77.37,-0.34,0.96
25,1.71,24,26,0.274,-4.08,-102.0,88.72,77.29,-0.35,0.92
26,1.74,25,25,0.185,-4.19,-102.09,88.89,77.48,-0.32,0.87
27,1.77,26,24,0.326,-4.23,-102.41,89.0,77.31,-0.32,0.95
28,1.81,27,23,0.263,-4.13,-102.44,88.94,77.57,-0.31,0.99
29,1.84,28,22,0.374,-4.18,-102.35,88.98,77.2,-0.33,1.14
30,1.87,29,21,0.248,-4.28,-102.18,89.23,77.22,-0.38,0.91
31,1.91,30,20,0.323,-4.29,-102.18,88.91,77.29,-0.3,1.0
32,1.94,31,22,0.400,-3.89,-102.18,88.7,77.61,-0.49,1.01
33,1.97,32,21,0.277,-3.85,-102.24,88.42,77.46,-0.55,1.01
34,2.01,33,20,0.394,-3.95,-102.33,88.81,77.58,-0.53,0.96
35,2.04,34,19,0.095,-3.97,-102.24,88.73,77.68,-0.52,0.98
36,2.07,35,18,0.199,-4.07,-102.04,88.54,77.55,-0.5,0.89
37,2.11,36,17,0.251,-3.96,-102.05,88.79,77.53,-0.5,0.96
38,2.14,37,16,0.133,-3.86,-102.08,88.79,77.39,-0.52,1.0
39,2.17,38,15,0.394,-3.89,-102.48,88.58,77.59,-0.53,0.93
40,2.21,39,14,0.409,-3.85,-102.07,88.59,77.62,-0.57,0.96
41,2.24,40,13,0.100,-3.86,-102.16,88.69,77.56,-0.48,0.96
42,2.28,41,12,0.152,-3.74,-102.01,88.73,77.57,-0.57,0.98
43,2.31,42,11,0.319,-4.06,-101.96,88.64,77.57,-0.59,0.93
44,2.34,43,10,0.280,-3.78,-101.9,88.5,77.45,-0.58,0.99
45,2.38,44,9,0.223,-3.92,-102.12,88.71,77.59,-0.56,1.0
46,2.41,45,8,0.257,-3.96,-102.11,88.46,77.64,-0.59,0.95
47,2.44,46,7,0.192,-3.91,-102.18,88.27,77.58,-0.58,0.93
48,2.48,47,6,0.608,-3.83,-102.19,88.87,77.52,-0.61,0.94
49,2.51,48,5,0.612,-3.86,-101.7,88.26,77.48,-0.6,0.96
50,2.54,49,4,0.371,-4.05,-102.07,88.31,77.51,-0.55,0.95
51,2.58,50,3,0.629,-3.71,-102.6,88.94,77.72,-0.71,0.99
52,2.61,51,2,0.508,-3.83,-102.09,88.45,77.72,-0.71,1.02
53,2.64,52,1,0.251,-3.86,-102.24,88.65,77.46,-0.72,0.92
54,3.61,53,49,0.523,-3.45,-102.47,88.58,76.95,-0.2,0.86
55,3.65,54,48,0.744,-3.62,-101.8,89.33,76.71,-0.25,0.94
56,3.68,55,47,0.651,-3.66,-102.22,88.68,76.65,-0.26,0.98
57,3.71,56,46,0.437,-3.52,-102.28,89.11,76.75,-0.19,0.89
58,3.75,57,45,0.320,-3.56,-101.96,88.92,76.84,-0.22,0.98
59,3.78,58,44,0.079,-3.58,-101.96,88.89,76.76,-0.29,0.9
60,3.81,59,43,0.329,-3.66,-102.29,89.05,76.74,-0.2,0.89
61,3.85,60,42,0.122,-3.62,-102.17,88.97,76.86,-0.27,0.83
62,3.88,61,41,0.482,-3.75,-102.47,89.45,76.68,-0.17,0.91
63,3.91,62,40,0.375,-3.65,-102.09,89.41,76.72,-0.2,0.95
64,3.95,63,39,0.589,-3.83,-102.3,88.82,76.74,-0.25,0.93
65,3.98,64,38,0.481,-3.6,-101.82,88.47,76.71,-0.24,0.95
66,4.01,65,37,0.781,-3.73,-102.52,89.25,76.78,-0.18,0.89
67,4.05,66,36,0.643,-3.65,-102.25,88.61,76.71,-0.15,0.93
68,4.08,67,35,0.104,-3.54,-102.15,88.7,76.8,-0.23,0.85
69,4.12,68,34,0.369,-3.41,-102.52,88.86,76.85,-0.26,0.88
70,4.15,69,33,0.543,-3.54,-101.97,89.02,76.83,-0.33,0.87
71,4.18,70,32,0.335,-3.47,-102.27,88.68,76.82,-0.26,0.94
72,4.22,71,31,0.408,-3.42,-101.86,88.46,76.73,-0.33,0.95
73,4.25,72,30,0.302,-3.57,-101.95,88.76,76.84,-0.32,0.89
74,4.28,73,29,0.367,-3.38,-101.69,88.4,76.74,-0.31,0.93
75,4.32,74,28,0.693,-3.36,-102.23,89.09,76.7,-0.33,1.01
76,4.35,75,27,0.388,-3.52,-102.19,88.7,76.82,-0.27,1.03
77,4.38,76,26,0.409,-3.47,-101.78,88.87,76.71,-0.32,0.98
78,4.42,77,25,0.174,-3.52,-101.95,88.95,76.87,-0.29,0.95
79,4.45,78,24,0.466,-3.64,-102.42,88.73,76.67,-0.38,0.99
80,4.48,79,23,0.456,-3.53,-101.96,88.59,76.82,-0.33,1.02
81,4.52,80,22,0.650,-3.69,-102.61,88.79,76.83,-0.3,0.99
82,4.55,81,21,0.382,-3.55,-102.23,88.72,76.79,-0.3,1.09
83,4.58,82,20,0.312,-3.49,-101.92,88.66,76.74,-0.29,0.96
84,4.62,83,19,0.303,-3.79,-102.17,88.6,76.72,-0.34,0.89
85,4.65,84,18,0.278,-3.67,-102.05,88.88,76.89,-0.26,0.98
86,4.68,85,17,0.307,-3.61,-102.35,89.01,76.82,-0.32,0.97
87,4.72,86,16,0.222,-3.39,-102.23,88.79,76.9,-0.3,1.0
88,4.75,87,15,0.396,-3.54,-101.83,88.76,76.94,-0.22,0.86
89,4.78,88,14,0.374,-3.68,-102.21,88.81,76.7,-0.2,0.93
90,4.82,89,13,0.352,-3.59,-101.86,89.02,76.76,-0.3,0.96
91,4.85,90,12,0.296,-3.58,-102.15,89.03,76.89,-0.35,0.87
92,4.88,91,11,0.143,-3.54,-102.3,89.16,76.87,-0.36,0.84
93,4.92,92,10,0.450,-3.75,-101.85,89.1,76.88,-0.21,0.84
94,4.95,93,9,0.601,-3.84,-102.45,88.78,76.8,-0.34,0.93
95,4.98,94,8,0.228,-3.68,-102.52,88.55,76.93,-0.33,0.92
96,5.02,95,7,0.069,-3.61,-102.52,88.54,76.98,-0.38,0.99
97,5.05,96,6,0.965,-3.73,-101.56,88.38,76.95,-0.32,1.06
98,5.09,97,5,1.035,-3.66,-102.59,88.91,76.99,-0.39,0.89
99,5.12,98,4,0.482,-3.71,-102.11,88.76,76.95,-0.43,0.99
100,5.15,99,3,0.356,-3.58,-102.47,88.7,76.93,-0.39,1.07
101,5.19,100,2,0.532,-3.64,-101.93,88.41,77.08,-0.35,1.02
102,5.22,101,1,0.539,-3.78,-102.47,88.77,77.09,-0.35,0.83
103,6.09,102,49,0.520,-3.26,-102.2,89.15,76.9,-0.26,0.71
104,6.12,103,48,0.303,-3.23,-102.5,89.32,76.92,-0.41,0.92
