action_n,t,step,queue,dmax,shoulder_pan,shoulder_lift,elbow_flex,wrist_flex,wrist_roll,gripper
1,1.71,0,50,,-4.6,-100.01,88.01,74.26,-0.76,1.29
2,1.74,1,49,0.463,-4.94,-99.55,87.55,74.42,-0.63,1.41
3,1.77,2,48,0.329,-5.13,-99.88,87.79,74.17,-0.66,1.37
4,1.81,3,47,0.573,-5.3,-100.04,88.37,74.2,-0.69,1.37
5,1.84,4,46,0.398,-5.61,-100.24,87.97,74.15,-0.65,1.23
6,1.87,5,45,0.452,-6.06,-100.51,87.89,74.06,-0.7,1.32
7,1.91,6,44,0.370,-6.3,-100.14,87.77,73.9,-0.62,1.37
8,1.94,7,43,0.726,-6.49,-100.86,87.87,73.94,-0.69,1.34
9,1.97,8,42,0.233,-6.64,-100.63,87.68,73.8,-0.77,1.23
10,2.01,9,41,0.383,-6.92,-100.53,88.06,73.78,-0.76,1.21
11,2.04,10,40,0.534,-7.01,-100.51,87.53,73.44,-0.82,1.22
12,2.07,11,39,0.394,-7.41,-100.86,87.32,73.4,-0.77,1.28
13,2.11,12,38,0.709,-8.03,-100.16,87.04,73.28,-0.69,1.18
14,2.14,13,37,0.524,-8.28,-100.68,87.44,72.95,-0.67,1.28
15,2.17,14,36,0.580,-8.86,-100.3,86.87,72.76,-0.74,1.31
16,2.21,15,35,0.446,-9.11,-100.01,86.95,72.31,-0.67,1.27
17,2.24,16,34,0.551,-9.66,-100.55,87.14,72.18,-0.74,1.27
18,2.27,17,33,0.715,-10.37,-99.87,86.71,71.8,-0.74,1.23
19,2.31,18,32,0.767,-10.82,-100.64,87.18,71.7,-0.73,1.22
20,2.34,19,31,0.597,-11.41,-100.3,86.89,71.55,-0.77,1.18
21,2.38,20,30,0.559,-11.94,-100.3,87.08,70.99,-0.74,1.2
22,2.41,21,29,0.703,-12.65,-100.59,87.49,70.86,-0.81,1.18
23,2.44,22,28,0.769,-13.14,-100.72,86.72,70.6,-0.71,1.22
24,2.48,23,27,0.563,-13.7,-100.38,86.51,70.62,-0.8,1.21
25,2.51,24,26,0.599,-14.2,-100.77,87.11,70.44,-0.82,1.14
26,2.54,25,25,0.638,-14.84,-100.23,86.59,70.61,-0.79,1.21
27,2.58,26,24,0.327,-15.17,-100.4,86.7,70.62,-0.8,1.25
28,2.61,27,23,0.395,-15.56,-100.6,86.67,70.71,-0.83,1.25
29,2.64,28,22,0.377,-15.89,-100.98,86.6,70.67,-0.8,1.17
30,2.68,29,21,0.565,-15.95,-100.42,86.42,70.56,-0.81,1.23
31,2.71,30,20,0.357,-16.31,-100.14,86.6,70.43,-0.87,1.11
32,2.74,31,22,2.673,-13.63,-100.1,85.04,69.01,-0.77,1.04
33,2.78,32,21,0.216,-13.85,-100.23,84.98,69.2,-0.82,1.05
34,2.81,33,20,0.322,-14.17,-100.28,85.0,69.39,-0.85,1.11
35,2.84,34,19,0.366,-14.54,-100.34,84.88,69.43,-0.85,1.09
36,2.88,35,18,0.289,-14.72,-100.3,85.17,69.45,-0.85,1.14
37,2.91,36,17,0.283,-14.82,-100.33,84.88,69.43,-0.85,0.99
38,2.94,37,16,0.280,-15.0,-100.05,85.15,69.4,-0.84,1.09
39,2.98,38,15,0.400,-15.12,-100.21,84.75,69.52,-0.9,0.99
40,3.01,39,14,0.410,-15.21,-100.07,84.34,69.58,-0.88,0.96
41,3.04,40,13,0.331,-15.54,-100.15,84.17,69.65,-0.95,0.98
42,3.08,41,12,0.473,-15.59,-100.15,84.64,69.8,-0.97,1.1
43,3.11,42,11,0.347,-15.93,-100.16,84.44,69.67,-1.05,1.05
44,3.14,43,10,0.347,-16.11,-100.23,84.09,69.87,-1.16,0.91
45,3.18,44,9,0.514,-16.36,-100.06,83.58,69.84,-1.23,0.95
46,3.21,45,8,0.298,-16.43,-100.05,83.4,70.0,-1.52,0.99
47,3.24,46,7,0.391,-16.49,-100.44,83.62,69.9,-1.68,1.05
48,3.28,47,6,0.276,-16.61,-100.19,83.34,69.86,-1.93,0.89
49,3.31,48,5,0.143,-16.58,-100.26,83.41,69.78,-2.01,1.03
50,3.35,49,4,0.342,-16.85,-99.92,83.29,69.78,-2.17,0.9
51,3.38,50,3,1.711,-15.14,-99.49,81.98,69.45,-1.57,0.98
52,3.41,51,2,0.255,-15.17,-99.68,82.1,69.35,-1.83,0.94
53,3.45,52,1,0.300,-15.33,-99.91,82.11,69.19,-2.13,0.91
54,3.65,53,27,5.842,-21.17,-100.48,84.76,67.32,-1.28,1.36
55,3.68,54,26,0.597,-20.98,-99.88,84.67,67.22,-1.27,1.23
56,3.71,55,25,0.307,-20.83,-100.17,84.36,67.31,-1.18,1.26
57,3.75,56,24,0.216,-20.7,-100.31,84.27,67.09,-1.25,1.16
58,3.78,57,23,0.185,-20.72,-100.21,84.45,67.05,-1.21,1.32
59,3.81,58,22,0.515,-20.57,-100.46,83.94,67.0,-1.28,1.33
60,3.85,59,21,0.455,-20.78,-100.91,84.0,67.0,-1.15,1.23
61,3.88,60,20,0.871,-20.89,-100.04,84.42,67.09,-1.25,1.26
62,3.91,61,19,0.433,-20.87,-100.07,83.99,67.18,-1.34,1.38
63,3.95,62,18,0.433,-20.97,-100.5,83.64,67.22,-1.35,1.35
64,3.98,63,17,0.646,-21.09,-101.15,83.24,67.1,-1.22,1.3
65,4.01,64,16,0.847,-21.06,-100.3,83.23,67.13,-1.42,1.32
66,4.05,65,15,0.370,-21.26,-99.93,82.99,67.01,-1.47,1.28
67,4.08,66,14,0.528,-21.63,-100.46,83.45,67.11,-1.55,1.31
68,4.11,67,13,0.247,-21.88,-100.27,83.41,67.06,-1.56,1.24
69,4.15,68,12,0.514,-22.14,-100.07,82.9,66.83,-1.73,1.23
70,4.18,69,11,0.796,-22.73,-99.27,82.82,66.47,-1.93,1.14
71,4.21,70,10,0.860,-22.8,-99.3,81.96,66.4,-2.26,1.29
72,4.25,71,9,0.829,-23.19,-99.4,82.79,66.49,-2.72,1.22
73,4.28,72,8,0.932,-23.39,-99.11,81.86,66.2,-3.2,1.08
74,4.31,73,7,0.817,-23.11,-98.29,81.83,65.88,-3.66,1.07
75,4.35,74,6,0.457,-23.03,-98.3,81.46,65.42,-3.97,1.06
76,4.38,75,5,1.519,-22.87,-96.78,81.31,65.31,-4.1,1.15
77,4.42,76,4,1.412,-23.0,-95.37,80.94,64.69,-4.31,1.06
78,4.45,77,25,3.170,-23.21,-93.52,77.77,65.91,-3.27,1.26
79,4.48,78,24,0.589,-23.05,-93.23,77.18,65.52,-3.78,1.1
80,4.52,79,23,0.736,-22.96,-92.49,77.14,65.3,-4.48,1.21
81,4.55,80,22,1.454,-23.43,-92.48,75.69,65.61,-5.21,1.26
82,4.58,81,21,0.764,-23.04,-91.84,75.46,65.3,-5.98,1.15
83,4.62,82,20,1.293,-22.91,-90.55,74.98,65.0,-6.44,1.03
84,4.65,83,19,0.725,-23.06,-90.68,74.25,64.82,-6.62,1.03
85,4.68,84,18,2.104,-22.79,-88.57,73.6,64.34,-6.9,0.96
86,4.72,85,17,1.520,-23.21,-87.05,72.94,64.51,-6.69,1.3
87,4.75,86,16,0.584,-22.8,-86.94,72.46,63.92,-6.6,1.01
88,4.78,87,15,1.645,-22.95,-85.3,71.67,63.7,-6.34,1.2
89,4.82,88,14,0.763,-22.92,-84.53,71.05,63.62,-6.16,1.03
90,4.85,89,13,1.389,-22.78,-83.14,70.07,63.42,-5.95,0.88
91,4.88,90,12,0.887,-22.99,-82.26,69.86,63.45,-5.97,0.91
92,4.92,91,11,2.063,-22.94,-80.55,67.8,63.25,-6.06,0.79
93,4.95,92,10,0.928,-22.84,-79.63,67.18,63.04,-6.08,0.85
94,4.98,93,9,1.478,-22.54,-78.15,66.55,63.17,-6.12,0.9
95,5.02,94,8,0.850,-22.63,-77.85,65.7,62.93,-6.17,0.8
96,5.05,95,7,0.932,-22.31,-76.92,65.47,62.92,-6.23,0.94
97,5.08,96,6,1.277,-21.99,-75.64,64.61,62.79,-6.09,1.01
98,5.12,97,5,1.440,-22.04,-74.2,63.6,62.62,-5.98,0.88
99,5.15,98,4,0.472,-22.0,-73.88,64.08,62.58,-5.81,0.83
100,5.18,99,3,0.790,-21.85,-73.09,63.71,62.52,-5.55,0.71
101,5.22,100,2,1.167,-21.62,-72.19,62.54,62.38,-5.68,0.92
102,5.25,101,1,1.386,-21.58,-70.81,62.72,62.52,-5.66,0.8
103,5.35,102,24,17.228,-31.43,-88.04,73.86,61.28,-5.11,0.94
104,5.39,103,23,0.986,-31.55,-87.05,73.2,60.69,-5.35,0.97
105,5.42,104,22,0.917,-31.44,-86.37,72.28,60.72,-5.72,1.04
106,5.45,105,21,1.540,-31.27,-84.83,72.35,60.21,-6.06,0.78
107,5.49,106,20,1.988,-31.62,-83.49,70.36,60.12,-6.44,0.74
108,5.52,107,19,1.737,-31.59,-81.75,69.84,59.8,-6.6,0.75
109,5.55,108,18,1.123,-31.83,-80.63,69.53,59.28,-6.83,0.63
110,5.59,109,17,2.040,-31.82,-78.59,68.19,58.85,-6.91,0.74
111,5.62,110,16,2.007,-31.86,-76.58,68.18,58.23,-6.88,0.66
112,5.65,111,15,1.299,-31.84,-75.28,67.27,57.65,-6.98,0.66
113,5.69,112,14,1.458,-31.97,-73.82,66.84,57.49,-7.06,0.74
114,5.72,113,13,1.265,-31.57,-72.56,65.85,57.04,-7.21,0.79
115,5.75,114,12,0.803,-31.5,-71.76,65.97,57.14,-7.37,0.96
116,5.79,115,11,0.835,-31.59,-70.92,65.36,57.06,-7.53,0.92
117,5.82,116,10,0.968,-31.74,-69.95,65.07,57.09,-7.74,0.84
118,5.85,117,9,0.543,-31.79,-69.41,64.8,57.26,-7.75,0.78
119,5.89,118,8,0.630,-31.72,-68.78,64.21,57.1,-7.9,0.93
120,5.92,119,7,1.530,-31.67,-67.25,63.28,57.14,-7.9,0.95
121,5.95,120,6,0.503,-31.85,-66.75,63.42,57.3,-8.04,0.83
122,5.99,121,5,1.249,-31.79,-65.5,62.53,57.22,-8.1,0.86
123,6.02,122,4,0.693,-31.65,-64.81,62.58,57.06,-8.0,0.88
124,6.05,123,3,1.789,-31.91,-63.02,62.69,57.04,-8.19,1.05
125,6.09,124,2,1.528,-31.51,-62.46,61.16,56.43,-8.15,1.04
126,6.12,125,1,1.108,-31.54,-61.36,61.24,56.28,-8.11,0.9
127,6.25,126,25,7.118,-24.42,-63.92,60.26,57.72,-7.64,1.3
128,6.29,127,24,0.618,-24.62,-64.54,60.31,57.82,-7.66,1.14
129,6.32,128,23,0.144,-24.67,-64.39,60.43,57.81,-7.66,1.21
130,6.35,129,22,0.385,-24.41,-64.78,60.77,57.78,-7.64,1.33
131,6.39,130,21,0.851,-24.83,-64.03,59.92,58.02,-7.62,1.24
132,6.42,131,20,1.149,-24.92,-63.93,61.07,57.78,-7.72,1.33
133,6.46,132,19,0.688,-24.91,-63.38,60.38,57.7,-7.74,1.15
134,6.49,133,18,0.715,-24.63,-62.83,59.67,57.75,-7.7,1.14
