action_n,t,step,queue,dmax,shoulder_pan,shoulder_lift,elbow_flex,wrist_flex,wrist_roll,gripper
1,1.74,0,50,,-3.77,-100.68,88.3,75.43,-0.93,0.85
2,1.77,1,49,0.250,-3.73,-100.65,88.55,75.31,-0.85,0.88
3,1.81,2,48,0.367,-3.91,-101.01,88.24,75.34,-0.9,0.82
4,1.84,3,47,0.334,-3.91,-100.87,88.57,75.56,-0.77,0.74
5,1.87,4,46,0.704,-3.87,-101.57,88.53,75.68,-0.81,0.83
6,1.91,5,45,0.355,-4.12,-101.22,88.77,75.52,-0.73,0.96
7,1.94,6,44,0.571,-3.83,-100.65,88.43,75.58,-0.76,0.89
8,1.97,7,43,0.798,-4.63,-101.02,88.68,75.56,-0.69,0.82
9,2.01,8,42,0.966,-4.57,-101.99,88.66,75.97,-0.8,0.93
10,2.04,9,41,0.826,-5.39,-101.26,88.31,76.15,-0.78,0.65
11,2.07,10,40,1.088,-6.48,-101.78,88.26,76.48,-0.75,0.66
12,2.11,11,39,1.040,-7.52,-101.69,87.73,76.7,-0.81,0.8
13,2.14,12,38,1.143,-8.66,-102.24,88.18,77.03,-0.79,0.76
14,2.17,13,37,1.064,-9.72,-102.06,87.73,77.35,-0.72,0.84
15,2.21,14,36,1.120,-10.84,-102.2,87.83,77.08,-0.74,0.86
16,2.24,15,35,0.971,-11.82,-101.77,87.74,77.39,-0.82,0.96
17,2.27,16,34,0.724,-12.43,-102.49,87.8,77.08,-0.74,0.79
18,2.31,17,33,1.214,-13.64,-102.0,87.51,77.45,-0.73,0.82
19,2.34,18,32,0.938,-14.58,-102.64,87.57,77.38,-0.76,0.69
20,2.37,19,31,0.577,-15.16,-102.36,87.75,77.75,-0.75,0.72
21,2.41,20,30,0.762,-15.92,-102.53,87.37,77.74,-0.75,0.85
22,2.44,21,29,0.719,-16.64,-102.35,87.43,77.73,-0.69,0.66
23,2.47,22,28,0.580,-17.22,-102.26,87.61,77.59,-0.76,0.75
24,2.51,23,27,0.612,-17.83,-102.77,87.56,77.64,-0.8,0.69
25,2.54,24,26,1.309,-19.14,-102.6,87.03,77.56,-0.81,0.69
26,2.58,25,25,0.957,-20.1,-101.99,87.27,77.59,-0.8,0.65
27,2.61,26,24,0.898,-21.0,-102.11,88.13,77.74,-0.75,0.61
28,2.64,27,23,1.132,-22.13,-101.95,87.62,77.58,-0.84,0.76
29,2.68,28,22,1.235,-23.36,-102.45,88.18,77.72,-0.77,0.77
30,2.71,29,24,3.968,-19.4,-101.64,87.87,77.34,-1.14,0.75
31,2.74,30,23,1.168,-20.56,-101.51,87.56,77.32,-1.22,0.73
32,2.78,31,22,0.860,-21.42,-101.36,88.27,77.19,-1.12,0.6
33,2.81,32,21,1.027,-22.45,-101.61,87.73,77.29,-1.14,0.77
34,2.84,33,20,0.723,-23.17,-101.64,88.11,77.22,-1.19,0.63
35,2.88,34,19,0.800,-23.97,-101.31,87.8,77.35,-1.16,0.74
36,2.91,35,18,0.792,-24.77,-101.14,88.43,76.93,-1.22,0.86
37,2.94,36,17,0.974,-25.74,-101.45,88.41,77.09,-1.22,0.71
38,2.98,37,16,0.775,-26.51,-102.0,88.22,77.14,-1.15,0.69
39,3.01,38,15,0.825,-27.21,-101.18,87.89,77.02,-1.28,0.79
40,3.04,39,14,0.816,-28.03,-101.83,87.85,77.04,-1.17,0.86
41,3.08,40,13,0.743,-28.77,-101.73,87.96,77.12,-1.25,0.69
42,3.11,41,12,0.603,-29.35,-102.33,88.08,77.14,-1.17,0.56
43,3.14,42,11,0.744,-30.09,-101.89,87.81,76.88,-1.25,0.76
44,3.18,43,10,0.387,-30.48,-102.21,87.55,76.94,-1.21,0.78
45,3.21,44,9,0.285,-30.73,-102.05,87.83,76.89,-1.28,0.7
46,3.24,45,8,0.571,-31.3,-101.72,87.78,76.82,-1.28,0.72
47,3.28,46,7,0.401,-31.7,-101.8,87.51,76.89,-1.33,0.72
48,3.31,47,6,0.327,-32.0,-101.81,87.84,77.01,-1.26,0.72
49,3.34,48,5,0.659,-32.3,-101.15,87.73,76.86,-1.39,0.66
50,3.38,49,4,0.444,-32.71,-101.59,87.66,76.77,-1.37,0.5
51,3.41,50,3,1.054,-31.65,-101.45,87.06,76.72,-1.41,0.44
52,3.44,51,2,0.278,-31.93,-101.23,86.94,76.93,-1.37,0.55
53,3.48,52,1,0.445,-32.38,-101.25,86.52,76.75,-1.44,0.35
54,3.61,53,25,5.086,-36.14,-103.12,89.72,71.66,-1.49,0.55
55,3.65,54,24,0.616,-36.75,-103.23,89.83,71.18,-1.49,0.54
56,3.68,55,23,0.768,-37.02,-102.86,90.16,70.41,-1.48,0.33
57,3.71,56,22,0.439,-37.45,-103.16,89.85,69.97,-1.5,0.54
58,3.75,57,21,0.634,-37.8,-103.79,90.41,69.39,-1.51,0.37
59,3.78,58,20,1.081,-38.05,-102.71,90.5,68.76,-1.58,0.6
60,3.81,59,19,0.483,-38.54,-102.98,90.28,68.43,-1.5,0.58
61,3.85,60,18,0.888,-39.13,-103.41,91.17,68.16,-1.51,0.53
62,3.88,61,17,1.077,-39.28,-102.34,90.54,67.95,-1.57,0.72
63,3.91,62,16,0.619,-39.74,-102.96,90.39,67.72,-1.56,0.57
64,3.95,63,15,0.778,-40.05,-103.73,90.05,67.52,-1.56,0.5
65,3.98,64,14,0.925,-40.3,-102.81,90.11,67.17,-1.6,0.61
66,4.01,65,13,0.619,-40.48,-103.43,90.54,67.04,-1.68,0.53
