action_n,t,step,queue,dmax,shoulder_pan,shoulder_lift,elbow_flex,wrist_flex,wrist_roll,gripper
1,1.87,0,50,,-4.94,-101.7,88.38,75.19,-0.2,1.2
2,1.91,1,49,0.301,-5.01,-101.4,88.42,74.95,-0.31,1.02
3,1.94,2,48,0.422,-5.06,-101.82,88.39,75.08,-0.35,1.13
4,1.97,3,47,0.368,-5.02,-101.46,88.2,74.98,-0.43,0.99
5,2.01,4,46,0.110,-5.12,-101.44,88.25,74.94,-0.45,1.1
6,2.04,5,45,0.585,-5.1,-101.72,87.67,75.04,-0.48,0.98
7,2.07,6,44,0.377,-5.35,-102.09,87.96,75.15,-0.67,0.91
8,2.11,7,43,0.639,-5.22,-101.45,88.14,75.04,-0.8,0.92
9,2.14,8,42,0.426,-5.21,-101.79,87.72,74.97,-1.23,0.9
10,2.17,9,41,0.470,-5.39,-101.91,87.52,74.84,-1.7,0.91
11,2.21,10,40,0.718,-5.18,-102.12,87.09,74.42,-2.41,0.94
12,2.24,11,39,0.790,-5.13,-101.84,86.85,74.14,-3.2,0.97
13,2.27,12,38,0.583,-5.4,-102.27,87.43,73.78,-3.65,0.87
14,2.31,13,37,0.699,-5.39,-101.8,86.74,73.43,-3.64,1.0
15,2.34,14,36,0.216,-5.57,-101.77,86.58,73.22,-3.66,0.98
16,2.37,15,35,0.459,-5.37,-102.0,86.73,72.96,-3.2,0.85
17,2.41,16,34,0.356,-5.72,-102.21,86.88,72.64,-2.97,0.9
18,2.44,17,33,0.592,-5.53,-101.62,86.67,72.55,-2.63,0.9
19,2.47,18,32,0.341,-5.62,-101.73,86.99,72.3,-2.29,0.98
20,2.51,19,31,0.422,-5.44,-101.98,87.42,71.99,-2.28,0.98
21,2.54,20,30,0.796,-5.51,-101.53,86.62,72.06,-2.08,0.92
22,2.58,21,29,1.126,-5.54,-101.98,87.75,71.77,-2.1,0.89
23,2.61,22,28,0.342,-5.6,-102.32,87.47,71.93,-1.96,1.01
24,2.64,23,27,0.997,-5.5,-101.65,86.48,71.65,-1.97,0.91
25,2.68,24,26,0.151,-5.59,-101.8,86.47,71.67,-1.96,0.92
26,2.71,25,25,0.234,-5.64,-101.89,86.53,71.44,-1.88,0.84
27,2.74,26,24,0.208,-5.52,-102.1,86.56,71.45,-1.89,0.93
28,2.78,27,23,0.363,-5.65,-102.26,86.92,71.39,-1.82,0.89
29,2.81,28,22,1.172,-5.44,-101.83,85.75,71.57,-1.77,0.97
30,2.84,29,21,0.123,-5.56,-101.86,85.76,71.54,-1.8,0.93
31,2.88,30,20,0.443,-5.61,-102.31,86.11,71.56,-1.77,0.91
32,2.91,31,22,3.461,-6.77,-100.9,82.65,70.13,-1.41,0.87
33,2.94,32,21,0.331,-6.73,-101.13,82.32,70.36,-1.29,0.83
34,2.98,33,20,0.193,-6.77,-101.25,82.37,70.55,-1.34,0.89
35,3.01,34,19,0.658,-6.76,-101.38,81.72,70.9,-1.24,0.91
36,3.04,35,18,0.245,-6.72,-101.2,81.79,71.14,-1.2,0.9
37,3.08,36,17,1.304,-6.53,-100.82,80.48,71.37,-1.23,0.92
38,3.11,37,16,0.381,-6.87,-100.61,80.25,71.76,-1.31,0.83
39,3.14,38,15,0.455,-6.81,-100.55,79.8,72.1,-1.22,0.74
40,3.18,39,14,0.439,-6.72,-100.65,79.36,72.29,-1.31,0.82
41,3.21,40,13,0.254,-6.83,-100.76,79.42,72.55,-1.22,0.82
42,3.24,41,12,0.539,-6.74,-100.22,79.49,72.64,-1.24,0.8
43,3.28,42,11,0.178,-6.82,-100.4,79.32,72.71,-1.39,0.79
44,3.31,43,10,0.826,-6.55,-100.69,78.49,72.63,-1.61,0.71
45,3.34,44,9,0.845,-6.64,-100.1,77.87,72.3,-2.45,0.79
46,3.38,45,8,0.937,-6.58,-100.23,77.44,72.42,-3.39,0.71
47,3.41,46,7,0.839,-6.75,-100.3,76.6,72.47,-3.7,0.7
48,3.44,47,6,0.550,-6.76,-99.75,76.51,72.61,-3.68,0.69
49,3.48,48,5,0.211,-6.8,-99.79,76.3,72.79,-3.63,0.68
50,3.51,49,4,0.335,-6.76,-99.82,75.97,72.8,-3.59,0.76
51,3.54,50,3,1.586,-7.13,-98.61,74.38,72.79,-3.89,0.77
52,3.58,51,2,0.475,-6.98,-99.05,73.9,72.93,-3.88,0.73
53,3.61,52,1,1.003,-7.11,-98.05,73.73,72.82,-3.81,0.81
54,3.81,53,27,5.110,-9.03,-101.03,78.84,70.12,-2.66,0.81
55,3.85,54,26,0.479,-8.66,-101.0,78.36,69.93,-2.74,0.73
56,3.88,55,25,0.631,-8.59,-100.42,77.73,70.03,-2.64,0.68
57,3.91,56,24,0.275,-8.32,-100.18,77.81,69.83,-2.69,0.85
58,3.95,57,23,0.196,-8.51,-100.16,77.82,70.02,-2.63,0.77
59,3.98,58,22,1.046,-8.55,-99.12,77.33,70.03,-2.69,0.76
60,4.01,59,21,0.769,-8.01,-98.35,77.06,69.59,-2.62,0.77
61,4.05,60,20,1.160,-8.05,-97.19,76.56,69.48,-2.65,1.03
62,4.08,61,19,1.839,-7.81,-95.35,75.86,69.26,-2.69,0.7
63,4.11,62,18,2.488,-8.14,-92.86,74.78,68.78,-2.73,0.81
64,4.15,63,17,1.879,-8.04,-90.98,74.22,68.56,-2.78,0.72
65,4.18,64,16,3.031,-8.02,-87.95,72.98,68.06,-2.94,0.59
66,4.21,65,15,2.814,-8.03,-85.14,71.33,67.58,-3.03,0.72
67,4.25,66,14,2.886,-7.69,-82.25,69.63,67.23,-3.1,0.76
68,4.28,67,13,2.240,-7.4,-80.01,68.57,66.87,-3.04,0.8
69,4.31,68,12,2.116,-7.78,-77.89,68.06,66.85,-3.25,0.68
70,4.35,69,11,1.742,-7.29,-76.15,66.56,66.71,-3.23,0.56
71,4.38,70,10,1.194,-7.46,-74.96,65.37,66.97,-3.32,0.62
72,4.41,71,9,1.361,-7.02,-73.6,64.81,66.73,-3.4,0.9
73,4.45,72,8,1.513,-7.24,-72.09,63.87,66.66,-3.42,0.71
74,4.48,73,7,0.514,-6.95,-71.96,63.35,66.73,-3.36,0.72
75,4.51,74,6,1.657,-7.11,-70.3,62.74,67.03,-3.38,0.77
76,4.55,75,5,0.820,-7.17,-69.48,62.3,66.96,-3.5,0.75
77,4.58,76,4,1.482,-7.27,-68.42,60.82,67.06,-3.5,0.77
78,4.61,77,3,1.377,-7.14,-67.05,60.31,67.15,-3.45,0.93
79,4.65,78,2,1.408,-7.43,-65.64,60.08,67.28,-3.55,0.64
80,4.68,79,1,1.722,-7.53,-64.14,58.36,67.09,-3.63,0.74
81,4.72,80,22,19.496,-8.1,-44.64,46.64,72.09,-7.16,19.69
82,4.75,81,21,1.908,-8.02,-44.26,46.5,72.54,-6.81,21.59
83,4.78,82,20,1.573,-8.04,-43.14,45.74,73.17,-6.82,23.17
84,4.82,83,19,1.099,-8.44,-42.36,45.38,73.88,-6.82,24.27
85,4.85,84,18,1.160,-8.54,-42.36,45.3,74.19,-6.78,25.43
86,4.88,85,17,0.957,-8.47,-41.42,45.78,74.42,-6.64,26.38
87,4.92,86,16,1.195,-8.66,-40.39,44.58,74.45,-6.6,27.23
88,4.95,87,15,0.705,-8.5,-40.47,45.29,74.73,-6.5,27.81
89,4.98,88,14,1.231,-8.79,-39.23,44.52,75.22,-6.51,28.56
90,5.02,89,13,0.974,-9.14,-38.51,44.03,75.51,-6.57,29.53
91,5.05,90,12,0.787,-9.06,-39.1,43.4,76.13,-6.69,30.32
92,5.08,91,11,1.343,-9.53,-37.76,43.06,76.24,-6.72,31.2
93,5.12,92,10,0.515,-9.54,-37.24,42.85,76.44,-6.56,31.4
94,5.15,93,9,0.324,-9.79,-37.04,42.52,76.23,-6.51,31.41
95,5.18,94,8,0.861,-9.87,-36.18,42.3,76.25,-6.64,31.3
96,5.22,95,7,0.205,-9.95,-35.97,42.46,76.05,-6.62,31.2
97,5.25,96,6,0.596,-10.2,-35.38,42.07,76.05,-6.56,31.08
98,5.28,97,5,0.940,-10.17,-35.91,43.01,75.67,-6.58,31.18
99,5.32,98,4,1.786,-10.31,-34.12,42.5,75.62,-6.44,31.47
100,5.35,99,3,0.271,-10.35,-33.85,42.64,75.5,-6.32,31.68
101,5.38,100,2,0.605,-10.54,-33.25,42.86,75.29,-6.26,32.04
102,5.42,101,1,0.952,-10.46,-32.29,42.56,74.92,-6.1,32.4
103,5.59,102,27,7.841,-9.64,-39.63,45.31,70.67,-4.77,24.56
104,5.62,103,26,1.530,-9.54,-39.48,45.13,71.06,-4.75,26.09
105,5.65,104,25,1.460,-9.34,-38.02,45.01,70.95,-4.73,26.81
106,5.69,105,24,0.769,-9.6,-37.25,44.25,71.23,-4.75,27.4
107,5.72,106,23,0.774,-9.44,-37.16,44.71,71.24,-4.75,28.17
108,5.75,107,22,0.622,-9.38,-36.99,45.33,71.32,-4.85,28.72
109,5.79,108,21,1.509,-9.45,-35.48,44.27,71.6,-4.88,29.64
110,5.82,109,20,1.261,-9.52,-36.5,44.84,71.88,-4.9,30.9
111,5.85,110,19,1.568,-9.63,-35.75,44.44,72.16,-4.71,32.46
112,5.89,111,18,0.994,-9.06,-35.23,44.74,72.33,-4.77,33.46
113,5.92,112,17,0.835,-9.51,-34.39,44.86,72.35,-4.85,34.02
114,5.95,113,16,0.188,-9.63,-34.58,44.84,72.33,-4.73,34.14
115,5.99,114,15,0.346,-9.28,-34.6,44.92,72.23,-4.8,34.0
116,6.02,115,14,0.582,-9.63,-34.01,44.42,72.22,-4.76,33.69
117,6.05,116,13,0.350,-9.52,-34.19,44.26,71.87,-4.64,33.52
118,6.09,117,12,0.320,-9.56,-33.87,44.06,71.55,-4.57,33.44
119,6.12,118,11,1.591,-9.55,-32.28,43.84,71.28,-4.56,33.45
120,6.15,119,10,0.509,-9.62,-32.3,44.35,71.11,-4.47,33.6
121,6.19,120,9,0.920,-9.75,-31.82,43.43,70.7,-4.52,33.83
122,6.22,121,8,1.152,-9.71,-30.67,43.34,70.25,-4.44,33.98
123,6.25,122,7,1.087,-9.78,-29.58,42.8,70.21,-4.19,34.18
124,6.29,123,6,1.202,-9.74,-28.87,41.59,69.81,-4.03,34.44
125,6.32,124,5,1.722,-9.67,-27.14,42.29,69.93,-3.72,34.73
126,6.35,125,4,0.589,-9.91,-26.55,42.4,69.44,-3.6,35.01
127,6.39,126,3,1.478,-9.76,-25.08,41.25,69.44,-3.45,35.4
128,6.42,127,2,1.585,-10.0,-23.49,39.88,69.3,-3.42,35.62
129,6.45,128,1,1.848,-9.78,-21.64,40.51,69.38,-3.37,35.79
130,6.55,129,22,17.749,-11.39,-3.89,32.9,68.79,-5.66,37.48
131,6.59,130,21,1.129,-10.73,-2.77,32.29,68.82,-5.63,37.4
132,6.62,131,20,0.808,-11.14,-2.53,31.49,69.03,-5.56,37.46
133,6.65,132,19,1.514,-10.78,-1.02,31.38,69.32,-5.58,37.33
