action_n,t,step,queue,dmax,shoulder_pan,shoulder_lift,elbow_flex,wrist_flex,wrist_roll,gripper
1,1.77,0,50,,-4.24,-102.91,88.71,73.49,-1.13,0.93
2,1.81,1,49,0.691,-4.38,-102.55,88.41,72.8,-1.07,0.9
3,1.84,2,48,0.537,-4.54,-102.01,88.35,72.3,-1.19,0.87
4,1.87,3,47,0.612,-4.38,-102.16,88.75,71.69,-1.13,0.94
5,1.91,4,46,0.605,-4.47,-102.69,88.31,71.08,-1.18,0.75
6,1.94,5,45,0.743,-4.39,-101.95,88.24,70.4,-1.17,0.98
7,1.97,6,44,0.684,-4.39,-101.67,88.56,69.72,-1.15,0.87
8,2.01,7,43,0.906,-4.5,-102.57,88.46,69.09,-1.17,0.79
9,2.04,8,42,0.889,-4.22,-102.58,89.08,68.2,-1.23,0.73
10,2.07,9,41,0.742,-4.16,-102.47,88.51,67.46,-1.09,0.94
11,2.11,10,40,0.680,-4.3,-101.99,88.94,66.78,-1.21,0.91
12,2.14,11,39,0.794,-4.29,-102.7,89.17,65.98,-1.23,0.85
13,2.17,12,38,1.296,-4.35,-101.4,89.27,65.74,-1.13,0.73
14,2.21,13,37,0.882,-4.34,-102.16,88.39,65.35,-1.2,0.89
15,2.24,14,36,0.262,-4.54,-101.9,88.19,65.36,-1.19,0.87
16,2.27,15,35,0.335,-4.21,-102.09,88.5,65.34,-1.22,0.81
17,2.31,16,34,0.414,-4.24,-101.85,88.09,65.37,-1.16,0.92
18,2.34,17,33,1.061,-4.13,-102.91,88.19,65.35,-1.1,0.87
19,2.38,18,32,0.935,-4.16,-101.98,87.88,65.52,-1.18,0.91
20,2.41,19,31,0.372,-4.16,-102.35,87.86,65.45,-1.21,0.79
21,2.44,20,30,0.656,-4.42,-102.05,87.2,65.97,-1.14,0.86
22,2.48,21,29,0.183,-4.39,-102.23,87.13,66.13,-1.13,0.89
23,2.51,22,28,0.810,-4.29,-102.21,86.32,66.06,-1.11,0.83
24,2.54,23,27,0.780,-4.34,-102.04,85.54,66.01,-1.15,0.74
25,2.58,24,26,0.290,-4.36,-101.96,85.37,66.3,-1.03,0.8
26,2.61,25,25,0.179,-4.54,-101.82,85.55,66.35,-1.03,0.69
27,2.64,26,24,0.477,-4.53,-101.92,85.07,66.35,-0.99,0.76
28,2.68,27,23,0.392,-4.33,-101.98,84.68,66.39,-1.01,0.86
29,2.71,28,22,0.300,-4.1,-101.7,84.71,66.42,-1.08,0.56
30,2.74,29,21,0.643,-4.51,-101.99,84.07,66.52,-0.98,0.73
31,2.78,30,23,4.457,-4.69,-101.54,82.95,70.98,-1.06,0.82
32,2.81,31,22,0.580,-4.74,-100.97,82.37,70.89,-1.02,0.81
33,2.84,32,21,0.477,-4.74,-101.12,82.85,70.54,-1.05,0.82
34,2.88,33,20,0.459,-4.66,-101.21,82.39,70.13,-1.06,0.85
