action_n,t,step,queue,dmax,shoulder_pan,shoulder_lift,elbow_flex,wrist_flex,wrist_roll,gripper
1,1.84,0,50,,-4.41,-102.11,88.88,74.56,-1.33,0.88
2,1.87,1,49,0.295,-4.65,-102.12,88.82,74.86,-1.34,0.99
3,1.91,2,48,0.463,-4.56,-102.36,88.36,74.68,-1.23,0.88
4,1.94,3,47,0.600,-4.7,-101.76,88.2,74.94,-1.27,1.09
5,1.97,4,46,0.358,-4.75,-101.4,88.49,74.88,-1.26,0.98
6,2.01,5,45,0.676,-4.67,-102.08,88.7,74.85,-1.29,0.81
7,2.04,6,44,0.234,-4.62,-102.04,88.46,75.04,-1.26,0.93
8,2.07,7,43,0.537,-4.5,-101.67,89.0,74.72,-1.28,0.91
9,2.11,8,42,0.257,-4.48,-101.75,88.75,74.46,-1.33,0.92
10,2.14,9,41,0.264,-4.6,-101.51,88.48,74.61,-1.26,0.94
11,2.17,10,40,0.536,-4.51,-102.05,88.66,74.8,-1.16,1.02
12,2.21,11,39,0.325,-4.48,-102.37,88.76,74.55,-1.22,0.99
13,2.24,12,38,0.496,-4.58,-101.88,88.66,74.67,-1.26,0.87
14,2.27,13,37,0.499,-4.41,-101.74,88.16,74.61,-1.29,1.02
15,2.31,14,36,0.557,-4.58,-101.29,88.72,74.75,-1.31,0.92
16,2.34,15,35,0.895,-4.83,-102.19,88.89,74.68,-1.34,0.99
17,2.37,16,34,0.185,-4.72,-102.22,88.7,74.59,-1.27,0.93
18,2.41,17,33,0.308,-4.61,-101.91,88.86,74.65,-1.33,0.93
19,2.44,18,32,0.601,-4.65,-102.11,88.26,74.92,-1.26,1.0
20,2.47,19,31,0.683,-4.7,-101.77,88.94,74.6,-1.23,0.85
21,2.51,20,30,0.423,-4.67,-101.44,88.52,74.75,-1.17,0.78
22,2.54,21,29,0.646,-4.93,-102.09,88.18,74.68,-1.28,0.79
23,2.58,22,28,0.407,-4.52,-101.72,88.24,74.85,-1.17,0.78
24,2.61,23,27,0.343,-4.74,-102.06,87.97,74.93,-1.16,0.82
25,2.64,24,26,0.077,-4.82,-102.03,88.05,74.87,-1.2,0.85
26,2.68,25,25,0.470,-4.84,-101.93,88.52,74.83,-1.23,0.82
27,2.71,26,24,0.567,-4.55,-101.36,88.01,74.95,-1.16,0.84
28,2.74,27,23,0.414,-4.7,-101.77,88.4,74.87,-1.19,0.73
29,2.78,28,26,0.858,-4.95,-101.93,87.54,74.14,-1.18,0.8
30,2.81,29,25,0.140,-4.81,-101.95,87.51,74.21,-1.16,0.77
31,2.84,30,24,0.402,-4.89,-102.25,87.91,74.25,-1.2,0.62
32,2.88,31,23,0.631,-4.72,-102.0,87.28,74.15,-1.13,0.81
33,2.91,32,22,0.375,-4.77,-102.37,87.36,74.24,-1.18,0.76
34,2.94,33,21,0.250,-4.93,-102.12,87.28,74.33,-1.13,0.73
35,2.98,34,20,0.272,-4.86,-102.39,87.33,74.33,-1.17,0.77
36,3.01,35,19,0.567,-4.84,-101.83,87.52,74.38,-1.18,0.75
37,3.04,36,18,0.202,-4.8,-102.03,87.33,74.36,-1.23,0.79
38,3.08,37,17,0.320,-4.92,-102.07,87.01,74.47,-1.13,0.76
39,3.11,38,16,0.675,-5.0,-102.02,87.68,74.45,-1.22,0.85
40,3.14,39,15,0.481,-4.81,-101.84,87.2,74.22,-1.19,0.87
41,3.18,40,14,0.188,-5.0,-101.87,87.23,74.41,-1.19,0.8
42,3.21,41,13,0.159,-4.84,-101.75,87.38,74.28,-1.18,0.77
43,3.24,42,12,0.530,-4.84,-101.67,86.85,74.35,-1.18,0.77
44,3.28,43,11,0.518,-5.05,-101.66,87.37,74.31,-1.27,0.68
45,3.31,44,10,0.362,-4.69,-101.54,87.07,74.38,-1.16,0.85
46,3.34,45,9,0.341,-4.88,-101.52,86.73,74.45,-1.2,0.84
47,3.38,46,8,0.510,-4.81,-101.49,87.24,74.36,-1.22,0.81
48,3.41,47,7,0.515,-4.82,-101.5,86.72,74.51,-1.18,0.8
49,3.44,48,6,0.570,-4.63,-101.55,86.15,74.33,-1.19,0.74
50,3.48,49,5,0.199,-4.68,-101.35,86.24,74.49,-1.23,0.75
51,3.51,50,4,0.427,-4.69,-101.3,85.81,74.33,-1.17,0.85
52,3.54,51,3,0.295,-4.46,-101.6,85.81,74.2,-1.16,0.81
53,3.58,52,2,0.556,-4.54,-101.6,86.37,74.5,-1.15,0.65
54,3.61,53,1,0.262,-4.62,-101.81,86.1,74.68,-1.07,0.77
55,3.88,54,30,1.769,-5.06,-102.39,87.87,72.98,-1.2,0.86
56,3.91,55,29,1.165,-5.16,-101.23,87.61,72.92,-1.23,0.86
57,3.95,56,28,1.036,-4.95,-102.26,87.95,72.81,-1.18,0.81
58,3.98,57,27,0.713,-5.08,-101.95,87.24,72.67,-1.22,0.69
59,4.01,58,26,0.493,-5.13,-102.05,87.73,72.59,-1.28,0.77
60,4.05,59,25,0.277,-5.27,-101.97,87.64,72.87,-1.27,0.93
61,4.08,60,24,0.474,-5.22,-101.5,87.55,72.88,-1.24,0.84
62,4.11,61,23,0.358,-5.23,-101.86,87.45,72.91,-1.3,0.85
63,4.15,62,22,0.196,-5.28,-102.05,87.5,72.93,-1.29,0.86
64,4.18,63,21,0.466,-5.18,-101.59,87.53,72.95,-1.28,0.76
65,4.21,64,20,0.381,-5.35,-101.81,87.15,73.08,-1.24,0.84
66,4.25,65,19,0.314,-5.57,-101.98,87.47,73.18,-1.22,0.88
67,4.28,66,18,0.180,-5.46,-101.97,87.29,73.13,-1.3,0.85
68,4.31,67,17,0.295,-5.44,-101.72,86.99,73.13,-1.26,0.91
69,4.35,68,16,0.397,-5.57,-102.11,87.23,73.34,-1.31,0.97
70,4.38,69,15,0.401,-5.35,-101.71,87.24,73.16,-1.29,1.0
71,4.41,70,14,0.289,-5.45,-101.42,87.17,73.26,-1.32,0.86
72,4.45,71,13,0.267,-5.6,-101.4,86.9,73.43,-1.33,0.87
73,4.48,72,12,0.221,-5.7,-101.57,86.68,73.32,-1.35,0.84
74,4.51,73,11,0.100,-5.75,-101.58,86.67,73.38,-1.25,0.81
75,4.55,74,10,0.532,-5.64,-101.04,87.05,73.48,-1.25,0.88
76,4.58,75,9,0.845,-6.01,-101.89,86.99,73.47,-1.34,0.75
77,4.61,76,8,0.627,-5.68,-101.26,86.54,73.43,-1.33,0.74
78,4.65,77,7,0.843,-5.84,-101.16,85.7,73.49,-1.25,0.83
79,4.68,78,6,0.665,-5.7,-101.3,86.36,73.5,-1.26,0.79
80,4.72,79,5,0.448,-6.05,-101.6,86.81,73.6,-1.27,0.88
81,4.75,80,4,0.808,-6.0,-101.26,86.0,73.56,-1.37,0.76
82,4.78,81,22,2.008,-6.04,-101.4,86.91,75.57,-1.25,0.77
83,4.82,82,21,0.576,-6.04,-101.97,87.03,75.51,-1.23,0.72
84,4.85,83,20,0.433,-6.1,-101.54,86.59,75.56,-1.21,0.71
85,4.88,84,19,0.898,-6.22,-101.46,87.24,76.46,-1.24,0.87
86,4.92,85,18,0.207,-6.25,-101.25,87.27,76.52,-1.16,0.94
87,4.95,86,17,0.324,-6.31,-101.57,87.53,76.42,-1.22,0.83
88,4.98,87,16,1.278,-6.34,-101.29,86.25,76.53,-1.18,0.83
89,5.02,88,15,0.634,-6.25,-101.92,86.54,76.54,-1.2,0.72
90,5.05,89,14,0.160,-6.09,-101.92,86.56,76.39,-1.17,0.79
91,5.08,90,13,0.182,-6.18,-101.74,86.67,76.5,-1.24,0.76
92,5.12,91,12,0.379,-6.13,-102.11,86.62,76.36,-1.2,0.81
93,5.15,92,11,0.394,-6.22,-101.87,87.02,76.42,-1.18,0.9
94,5.18,93,10,0.331,-6.18,-102.09,86.69,76.38,-1.2,0.86
95,5.22,94,9,0.291,-6.28,-101.99,86.98,76.44,-1.18,0.72
96,5.25,95,8,0.911,-6.08,-101.08,86.47,76.34,-1.15,0.71
97,5.28,96,7,0.908,-6.15,-101.99,86.32,76.44,-1.15,0.81
98,5.32,97,6,0.205,-6.26,-101.79,86.53,76.47,-1.18,0.79
99,5.35,98,5,0.179,-6.39,-101.97,86.51,76.63,-1.29,0.74
100,5.38,99,4,0.548,-6.49,-101.42,86.51,76.58,-1.28,0.84
101,5.42,100,3,0.264,-6.29,-101.53,86.25,76.43,-1.22,0.83
102,5.45,101,2,0.296,-6.29,-101.82,86.55,76.59,-1.17,0.87
103,5.48,102,1,0.247,-6.33,-101.83,86.79,76.68,-1.29,0.77
104,5.58,103,27,1.246,-5.08,-102.06,86.84,76.12,-1.11,0.84
105,5.62,104,26,0.238,-5.0,-102.07,87.08,76.15,-1.14,0.77
106,5.65,105,25,0.611,-5.19,-102.68,87.21,76.2,-1.09,0.87
107,5.68,106,24,0.529,-5.09,-102.15,87.28,76.22,-1.11,0.88
108,5.72,107,23,0.325,-5.15,-102.41,87.61,76.18,-1.1,0.88
109,5.75,108,22,0.294,-5.35,-102.28,87.32,76.08,-1.2,0.73
110,5.78,109,21,0.161,-5.27,-102.26,87.16,75.98,-1.2,0.7
111,5.82,110,20,0.376,-5.47,-102.03,87.53,76.12,-1.15,0.79
112,5.85,111,19,0.435,-5.13,-102.46,87.18,75.94,-1.2,0.79
113,5.89,112,18,1.171,-5.41,-101.29,87.57,76.2,-1.23,0.58
114,5.92,113,17,0.757,-5.03,-101.63,86.81,75.9,-1.21,0.73
115,5.95,114,16,0.369,-5.23,-102.0,87.17,75.96,-1.17,0.59
116,5.99,115,15,0.457,-5.2,-102.46,87.02,75.97,-1.17,0.78
117,6.02,116,14,0.349,-5.13,-102.11,86.94,75.88,-1.13,0.6
118,6.05,117,13,0.230,-4.91,-102.05,86.73,75.85,-1.11,0.83
119,6.09,118,12,0.424,-5.21,-102.31,87.15,75.77,-1.14,0.74
120,6.12,119,11,0.501,-5.37,-101.81,87.3,75.74,-1.14,0.63
121,6.15,120,10,0.497,-5.27,-102.3,87.2,75.89,-1.19,0.74
122,6.19,121,9,0.227,-5.38,-102.08,87.09,75.85,-1.12,0.54
123,6.22,122,8,0.303,-5.31,-102.38,86.79,75.92,-1.26,0.57
124,6.25,123,7,0.438,-5.27,-101.94,86.95,76.02,-1.21,0.7
125,6.29,124,6,0.426,-5.25,-102.36,86.52,76.06,-1.23,0.71
126,6.32,125,5,0.224,-5.21,-102.13,86.51,75.93,-1.32,0.77
127,6.35,126,4,0.117,-5.18,-102.07,86.56,76.04,-1.24,0.66
128,6.39,127,3,0.340,-5.1,-102.41,86.46,76.06,-1.31,0.72
129,6.42,128,2,0.269,-5.37,-102.55,86.71,76.04,-1.29,0.67
130,6.45,129,23,1.196,-6.56,-102.29,87.46,76.92,-1.26,0.75
131,6.49,130,22,0.934,-7.5,-101.81,87.81,77.2,-1.24,0.78
132,6.52,131,21,0.329,-7.17,-102.14,87.7,77.26,-1.29,0.76
133,6.55,132,20,0.168,-7.18,-102.28,87.87,77.34,-1.27,0.7
134,6.59,133,19,0.717,-7.28,-102.42,87.15,77.43,-1.23,0.85
135,6.62,134,18,0.287,-7.13,-102.14,87.33,77.27,-1.22,0.87
136,6.65,135,17,0.225,-7.36,-102.07,87.47,77.43,-1.27,0.71
137,6.69,136,16,0.496,-7.3,-102.02,86.97,77.52,-1.17,0.74
138,6.72,137,15,0.680,-7.2,-102.36,87.65,77.42,-1.19,0.67
139,6.75,138,14,0.159,-7.21,-102.52,87.58,77.5,-1.26,0.77
140,6.79,139,13,0.556,-7.34,-101.96,87.48,77.52,-1.25,0.61
141,6.82,140,12,0.358,-7.09,-102.32,87.47,77.41,-1.19,0.65
142,6.86,141,11,0.142,-7.07,-102.46,87.39,77.54,-1.31,0.78
143,6.89,142,10,0.255,-7.1,-102.2,87.27,77.45,-1.26,0.64
144,6.92,143,9,0.204,-7.2,-102.0,87.09,77.47,-1.28,0.74
145,6.96,144,8,0.432,-6.77,-102.02,86.66,77.54,-1.27,0.62
146,6.99,145,7,0.595,-6.75,-102.62,86.85,77.51,-1.21,0.67
147,7.02,146,6,0.795,-6.93,-101.82,86.9,77.43,-1.35,0.8
148,7.06,147,5,0.136,-6.83,-101.68,86.95,77.5,-1.32,0.71
149,7.09,148,4,0.602,-6.93,-102.29,86.68,77.52,-1.38,0.84
150,7.12,149,3,0.426,-6.98,-101.86,86.77,77.54,-1.45,0.65
151,7.16,150,2,0.465,-6.9,-102.33,86.92,77.48,-1.46,0.82
152,7.19,151,1,0.237,-6.78,-102.56,86.83,77.61,-1.6,0.93
153,7.56,152,33,1.629,-6.41,-102.14,88.46,76.8,-1.43,0.95
154,7.59,153,32,0.321,-6.34,-102.06,88.13,76.81,-1.46,0.95
155,7.62,154,31,0.406,-6.46,-102.43,88.54,76.67,-1.46,0.96
156,7.66,155,30,0.302,-6.16,-102.15,88.43,76.73,-1.43,0.8
157,7.69,156,29,0.460,-6.41,-102.6,88.13,76.85,-1.44,0.95
158,7.72,157,28,0.255,-6.33,-102.51,87.87,76.72,-1.42,0.91
159,7.76,158,27,0.563,-6.35,-102.44,88.43,76.62,-1.46,0.85
160,7.79,159,26,0.174,-6.39,-102.62,88.39,76.74,-1.45,0.81
161,7.83,160,25,0.278,-6.55,-102.9,88.16,76.66,-1.44,0.87
