action_n,t,step,queue,dmax,shoulder_pan,shoulder_lift,elbow_flex,wrist_flex,wrist_roll,gripper
1,1.61,0,50,,-4.61,-101.36,89.23,73.62,-1.23,1.22
2,1.64,1,49,0.603,-4.96,-101.78,89.26,73.01,-1.3,1.23
3,1.67,2,48,0.459,-5.19,-101.44,88.96,72.55,-1.24,1.18
4,1.71,3,47,0.627,-5.81,-101.39,89.32,72.35,-1.32,1.14
5,1.74,4,46,0.465,-6.02,-101.18,89.38,71.88,-1.31,1.05
6,1.77,5,45,0.670,-6.69,-101.4,89.27,71.8,-1.3,1.08
7,1.81,6,44,0.811,-7.5,-101.63,89.35,71.64,-1.31,1.13
8,1.84,7,43,0.464,-7.75,-101.57,88.89,71.62,-1.33,1.2
9,1.87,8,42,0.449,-7.95,-101.8,89.34,71.43,-1.34,1.09
10,1.91,9,41,0.557,-8.51,-102.17,88.83,71.23,-1.4,1.09
11,1.94,10,40,0.579,-8.08,-102.14,89.41,71.07,-1.43,1.13
12,1.97,11,39,0.448,-8.06,-102.09,89.17,70.62,-1.4,1.19
13,2.01,12,38,0.454,-8.16,-101.63,89.38,70.25,-1.42,1.08
14,2.04,13,37,0.623,-8.07,-101.89,89.02,69.63,-1.33,1.12
15,2.07,14,36,0.504,-7.57,-101.55,89.45,69.13,-1.38,1.1
16,2.11,15,35,0.885,-7.46,-102.44,89.09,68.29,-1.35,1.17
17,2.14,16,34,1.063,-7.23,-102.0,90.15,67.75,-1.29,1.18
18,2.17,17,33,0.668,-7.08,-101.42,89.79,67.08,-1.46,1.25
19,2.21,18,32,0.755,-7.15,-102.11,89.6,66.33,-1.4,1.05
20,2.24,19,31,0.949,-7.33,-101.65,90.55,65.74,-1.32,1.01
21,2.27,20,30,0.641,-7.08,-102.29,90.33,65.28,-1.37,1.05
22,2.31,21,29,0.613,-6.93,-102.03,89.72,65.04,-1.38,1.1
23,2.34,22,28,0.405,-6.92,-102.44,89.37,64.97,-1.42,1.17
24,2.37,23,27,0.474,-7.25,-101.97,89.85,64.69,-1.39,1.07
25,2.41,24,26,1.069,-7.09,-101.56,88.78,64.82,-1.44,1.18
26,2.44,25,25,0.409,-7.5,-101.28,88.68,64.87,-1.44,0.95
27,2.47,26,24,0.422,-7.07,-101.29,88.68,64.9,-1.47,1.19
28,2.51,27,23,0.762,-7.29,-102.05,87.92,64.68,-1.46,1.18
29,2.54,28,22,0.383,-7.07,-101.95,87.54,64.84,-1.44,1.22
30,2.57,29,21,0.292,-7.23,-101.97,87.72,65.13,-1.49,1.15
31,2.61,30,23,0.502,-6.98,-101.92,87.22,65.24,-1.39,1.01
32,2.64,31,22,0.397,-7.26,-101.92,87.47,65.63,-1.39,0.97
33,2.67,32,21,0.359,-7.53,-101.56,87.2,65.82,-1.35,1.06
34,2.71,33,20,0.389,-7.91,-101.87,87.29,66.13,-1.37,0.96
35,2.74,34,19,1.024,-7.94,-101.89,86.27,66.44,-1.36,0.94
36,2.78,35,18,0.693,-7.96,-101.89,85.57,66.68,-1.45,0.91
37,2.81,36,17,0.729,-8.07,-101.62,84.84,66.91,-1.44,0.86
38,2.84,37,16,0.192,-8.0,-101.55,84.65,67.04,-1.42,0.98
39,2.88,38,15,0.786,-7.94,-101.88,83.87,67.23,-1.45,1.06
40,2.91,39,14,0.545,-7.87,-101.61,83.32,67.19,-1.52,1.0
41,2.94,40,13,0.796,-7.64,-101.51,82.53,67.3,-1.55,0.96
42,2.98,41,12,0.552,-7.94,-101.57,81.97,67.24,-1.49,0.88
43,3.01,42,11,0.171,-7.77,-101.6,81.96,67.32,-1.55,0.96
