action_n,t,step,queue,dmax,shoulder_pan,shoulder_lift,elbow_flex,wrist_flex,wrist_roll,gripper
1,1.04,0,50,,-4.63,-101.56,89.23,76.94,-1.47,1.07
2,1.07,1,49,0.142,-4.77,-101.51,89.16,76.9,-1.43,1.0
3,1.10,2,48,0.561,-4.7,-101.6,88.59,77.09,-1.41,0.88
4,1.14,3,47,0.619,-4.81,-101.66,89.21,77.1,-1.44,0.88
5,1.17,4,46,0.211,-4.81,-101.49,89.42,77.28,-1.42,0.86
6,1.20,5,45,0.365,-4.94,-101.85,89.26,77.2,-1.38,0.94
7,1.24,6,44,0.263,-5.13,-101.68,89.13,77.47,-1.38,0.93
8,1.27,7,43,0.270,-5.21,-101.95,89.38,77.3,-1.44,0.95
9,1.30,8,42,0.363,-5.55,-101.58,89.44,77.27,-1.4,0.89
10,1.34,9,41,0.400,-5.56,-101.98,89.25,77.23,-1.35,0.9
11,1.37,10,40,0.292,-5.84,-102.14,89.54,77.32,-1.37,0.91
12,1.41,11,39,0.295,-6.13,-102.08,89.66,77.31,-1.39,0.96
13,1.44,12,38,0.513,-6.64,-101.92,89.39,77.35,-1.37,0.91
14,1.47,13,37,0.282,-6.92,-101.64,89.54,77.22,-1.42,0.75
15,1.51,14,36,0.516,-7.44,-102.1,89.27,77.3,-1.5,0.83
16,1.54,15,35,0.374,-7.82,-101.99,89.43,77.29,-1.43,0.78
17,1.57,16,34,0.239,-8.05,-102.17,89.4,77.27,-1.38,0.75
18,1.61,17,33,0.700,-8.75,-102.01,89.2,77.36,-1.45,0.81
19,1.64,18,32,0.366,-9.12,-102.26,89.16,77.27,-1.49,0.8
20,1.67,19,31,0.493,-9.3,-102.12,89.65,77.35,-1.49,0.94
21,1.71,20,30,0.435,-9.73,-102.51,89.39,77.41,-1.42,0.8
22,1.74,21,29,0.252,-9.98,-102.48,89.28,77.41,-1.5,0.85
23,1.77,22,28,0.225,-10.21,-102.39,89.5,77.41,-1.54,0.77
24,1.81,23,27,0.391,-10.46,-102.37,89.11,77.45,-1.49,0.72
25,1.84,24,26,0.427,-10.54,-102.29,89.54,77.57,-1.49,0.81
26,1.87,25,25,0.398,-10.93,-102.5,89.16,77.51,-1.5,0.78
27,1.91,26,24,0.160,-11.09,-102.47,89.24,77.57,-1.48,0.72
28,1.94,27,23,0.423,-11.29,-102.75,89.67,77.48,-1.52,0.82
29,1.97,28,22,0.201,-11.44,-102.75,89.46,77.54,-1.46,0.86
30,2.01,29,21,0.322,-11.76,-102.92,89.15,77.57,-1.53,0.79
31,2.04,30,20,0.380,-12.02,-103.02,89.53,77.7,-1.5,0.7
32,2.07,31,19,0.183,-12.2,-103.03,89.4,77.58,-1.52,0.86
33,2.11,32,18,0.270,-12.45,-102.76,89.58,77.54,-1.53,0.83
34,2.14,33,17,0.551,-13.0,-103.12,89.49,77.58,-1.52,0.77
35,2.17,34,16,0.550,-13.4,-102.57,89.48,77.57,-1.54,0.8
36,2.21,35,15,0.527,-13.93,-102.86,89.33,77.46,-1.55,0.74
37,2.24,36,18,8.178,-22.11,-103.45,89.57,78.07,-1.43,0.74
38,2.27,37,17,0.510,-22.62,-102.97,89.3,78.06,-1.5,0.78
39,2.31,38,16,0.425,-23.04,-103.34,89.38,78.22,-1.44,0.65
40,2.34,39,15,0.398,-23.43,-103.07,89.22,77.82,-1.48,0.65
41,2.38,40,14,0.604,-24.03,-103.36,89.59,77.93,-1.49,0.6
42,2.41,41,13,0.464,-24.32,-102.89,89.54,77.81,-1.42,0.79
43,2.44,42,12,0.546,-24.87,-102.89,89.42,77.74,-1.52,0.68
44,2.48,43,11,0.686,-25.12,-103.57,89.61,77.91,-1.49,0.66
45,2.51,44,10,0.556,-25.49,-103.02,89.54,77.63,-1.55,0.73
46,2.54,45,9,0.364,-25.68,-102.65,89.61,77.65,-1.51,0.67
47,2.58,46,8,0.375,-25.84,-103.03,89.79,77.79,-1.51,0.72
48,2.61,47,7,0.231,-25.93,-103.15,90.0,77.56,-1.55,0.73
49,2.64,48,6,0.561,-26.2,-102.82,89.44,77.55,-1.54,0.69
50,2.68,49,5,0.435,-26.37,-102.8,89.88,77.65,-1.55,0.6
51,2.71,50,4,2.469,-28.84,-103.11,89.51,77.65,-1.53,0.58
52,2.74,51,3,0.239,-28.81,-102.87,89.48,77.79,-1.55,0.55
53,2.78,52,2,0.189,-28.82,-102.93,89.67,77.86,-1.57,0.63
54,2.81,53,1,0.369,-28.91,-103.29,89.74,77.61,-1.57,0.58
55,3.24,54,31,4.897,-24.01,-102.95,89.2,77.24,-1.52,0.85
56,3.28,55,30,0.804,-24.35,-103.18,90.0,77.34,-1.54,0.94
57,3.31,56,29,0.932,-24.88,-103.32,89.07,77.23,-1.59,0.82
58,3.35,57,28,0.713,-25.59,-103.56,88.94,77.28,-1.48,0.77
59,3.38,58,27,0.352,-25.94,-103.58,89.28,77.15,-1.61,0.88
60,3.41,59,26,0.730,-26.06,-103.46,88.55,77.22,-1.55,1.13
61,3.45,60,25,0.864,-26.93,-103.03,88.82,77.21,-1.55,0.88
62,3.48,61,24,0.542,-27.05,-103.23,89.36,77.03,-1.48,0.84
63,3.51,62,23,0.685,-27.7,-103.69,88.68,77.37,-1.63,1.01
64,3.55,63,22,0.484,-28.18,-103.3,88.7,77.31,-1.58,0.93
65,3.58,64,21,0.508,-28.29,-103.81,88.52,77.02,-1.57,1.01
66,3.61,65,20,0.297,-28.58,-103.7,88.73,77.25,-1.66,0.89
67,3.65,66,19,0.632,-29.21,-103.51,88.15,77.22,-1.67,0.75
68,3.68,67,18,1.484,-29.77,-102.94,89.64,77.21,-1.7,1.0
69,3.71,68,17,0.618,-29.87,-103.22,89.02,77.14,-1.62,0.7
70,3.75,69,16,0.913,-30.17,-102.3,89.04,77.16,-1.69,1.03
71,3.78,70,15,0.883,-30.56,-103.19,89.58,77.07,-1.69,0.95
72,3.81,71,14,0.763,-30.62,-102.42,89.52,76.86,-1.62,0.69
73,3.85,72,13,0.577,-30.63,-102.57,90.09,76.92,-1.65,0.96
74,3.88,73,12,0.414,-31.05,-102.33,90.02,76.7,-1.63,0.87
75,3.91,74,11,0.876,-31.23,-103.21,90.49,76.85,-1.7,1.03
76,3.95,75,10,0.549,-31.39,-103.34,89.94,76.72,-1.67,1.08
77,3.98,76,9,1.264,-31.71,-102.07,89.86,76.54,-1.61,0.9
78,4.01,77,8,0.442,-31.72,-102.51,89.84,76.73,-1.75,0.81
79,4.05,78,7,0.613,-31.72,-103.13,89.47,76.72,-1.69,0.8
80,4.08,79,6,0.386,-31.39,-103.51,89.67,76.59,-1.65,0.87
81,4.11,80,5,0.102,-31.32,-103.61,89.58,76.6,-1.66,0.77
82,4.15,81,4,0.392,-31.42,-103.22,89.27,76.68,-1.62,0.68
83,4.18,82,3,0.197,-31.33,-103.03,89.31,76.63,-1.7,0.72
84,4.22,83,20,3.359,-34.69,-101.66,88.34,74.31,-1.78,0.94
85,4.25,84,19,0.614,-34.68,-101.5,88.33,73.69,-1.8,1.06
86,4.28,85,18,1.971,-36.43,-100.77,87.72,71.72,-1.82,1.12
87,4.32,86,17,0.651,-36.48,-101.08,87.91,71.07,-1.84,1.13
88,4.35,87,16,0.743,-36.23,-100.66,88.25,70.33,-1.78,1.35
89,4.38,88,15,0.861,-36.32,-100.49,88.04,69.47,-1.87,1.18
90,4.42,89,14,0.620,-36.21,-100.42,88.24,68.85,-1.83,1.11
91,4.45,90,13,0.730,-36.11,-99.9,87.51,68.54,-1.94,1.21
92,4.48,91,12,1.263,-36.18,-101.17,87.61,68.32,-1.81,1.22
93,4.52,92,11,0.435,-35.99,-100.97,87.67,67.88,-1.96,1.12
94,4.55,93,10,0.585,-36.11,-100.39,87.83,67.74,-1.99,1.31
95,4.58,94,9,0.622,-36.06,-100.62,87.21,67.24,-1.96,1.11
96,4.62,95,8,0.923,-36.1,-101.55,87.33,67.32,-1.94,1.31
97,4.65,96,7,0.975,-36.16,-100.57,87.28,67.03,-1.93,0.96
98,4.68,97,6,0.206,-36.02,-100.37,87.44,66.96,-2.03,1.01
99,4.72,98,5,0.368,-36.39,-100.33,87.41,66.61,-2.15,0.84
100,4.75,99,4,0.161,-36.23,-100.19,87.33,66.47,-1.99,0.91
101,4.78,100,3,0.234,-36.28,-100.31,87.09,66.41,-2.09,0.94
102,4.82,101,2,0.673,-36.49,-100.12,87.76,66.49,-2.08,1.13
