action_n,t,step,queue,dmax,shoulder_pan,shoulder_lift,elbow_flex,wrist_flex,wrist_roll,gripper
1,1.74,0,50,,-4.31,-100.71,90.02,70.79,-1.08,1.64
2,1.77,1,49,1.086,-4.68,-100.47,89.87,69.7,-1.15,1.55
3,1.81,2,48,0.866,-4.45,-100.79,90.74,68.91,-1.22,1.5
4,1.84,3,47,0.590,-4.42,-100.78,90.67,68.32,-1.29,1.63
5,1.87,4,46,0.776,-4.28,-100.96,90.76,67.54,-1.26,1.57
6,1.91,5,45,0.344,-4.55,-100.93,90.91,67.2,-1.26,1.57
7,1.94,6,44,0.580,-4.62,-100.88,91.05,66.62,-1.24,1.5
8,1.97,7,43,0.377,-4.6,-101.26,91.31,66.58,-1.22,1.53
9,2.01,8,42,0.567,-4.41,-101.66,91.01,66.01,-1.35,1.56
10,2.04,9,41,0.638,-4.33,-101.36,90.88,65.37,-1.42,1.59
11,2.07,10,40,0.412,-4.58,-100.95,91.08,64.97,-1.38,1.47
12,2.11,11,39,0.672,-4.41,-101.62,90.56,64.62,-1.46,1.48
13,2.14,12,38,1.227,-4.78,-102.14,91.79,63.96,-1.5,1.56
14,2.17,13,37,0.962,-4.84,-101.2,90.82,63.63,-1.45,1.58
15,2.21,14,36,0.390,-4.45,-100.92,90.65,63.53,-1.51,1.46
16,2.24,15,35,0.912,-4.51,-101.84,90.99,63.54,-1.46,1.43
17,2.27,16,34,0.697,-4.82,-101.14,90.61,63.34,-1.44,1.47
18,2.31,17,33,0.485,-4.91,-101.62,90.71,63.41,-1.53,1.44
19,2.34,18,32,0.177,-4.91,-101.45,90.8,63.47,-1.55,1.4
20,2.37,19,31,0.197,-5.11,-101.45,90.84,63.48,-1.62,1.46
21,2.41,20,30,0.505,-5.1,-101.14,90.53,63.99,-1.55,1.4
22,2.44,21,29,0.678,-5.16,-101.82,90.78,64.21,-1.48,1.32
23,2.47,22,28,0.729,-5.42,-102.16,90.05,64.43,-1.45,1.39
24,2.51,23,27,0.477,-5.47,-101.68,90.46,64.52,-1.51,1.32
25,2.54,24,26,0.459,-5.63,-101.64,90.0,64.6,-1.55,1.39
26,2.57,25,25,0.553,-5.6,-102.2,90.03,64.8,-1.53,1.33
27,2.61,26,24,0.332,-5.56,-102.19,89.71,65.13,-1.46,1.31
28,2.64,27,23,0.551,-5.96,-101.68,89.16,65.33,-1.6,1.18
29,2.68,28,22,0.629,-6.03,-101.56,88.53,65.49,-1.54,1.38
30,2.71,29,21,0.362,-6.32,-101.92,88.51,65.74,-1.62,1.41
31,2.74,30,20,0.279,-6.47,-102.15,88.68,66.02,-1.56,1.28
32,2.78,31,19,0.572,-6.75,-102.02,88.1,66.1,-1.62,1.32
33,2.81,32,21,3.353,-7.55,-101.22,84.75,63.4,-1.87,1.42
34,2.84,33,20,0.805,-7.64,-100.42,84.18,63.55,-1.83,1.39
35,2.88,34,19,0.451,-7.66,-100.87,84.14,63.63,-1.84,1.39
36,2.91,35,18,0.414,-7.98,-101.28,83.85,63.77,-1.84,1.43
37,2.94,36,17,0.830,-7.89,-100.45,83.21,63.84,-1.78,1.37
38,2.98,37,16,0.364,-8.04,-100.81,83.28,63.92,-1.8,1.31
39,3.01,38,15,0.435,-8.16,-100.6,82.85,63.91,-1.93,1.29
40,3.04,39,14,0.171,-8.04,-100.77,82.71,63.9,-1.97,1.33
41,3.08,40,13,0.282,-7.97,-100.6,82.43,63.87,-1.93,1.34
42,3.11,41,12,0.368,-8.09,-100.24,82.06,63.81,-2.01,1.32
43,3.14,42,11,0.261,-8.16,-100.02,82.07,63.55,-2.07,1.34
44,3.18,43,10,0.417,-8.18,-99.6,81.75,63.53,-2.06,1.38
45,3.21,44,9,0.356,-8.54,-99.51,81.6,63.29,-2.14,1.35
46,3.24,45,8,0.425,-8.38,-99.51,81.35,62.86,-2.12,1.31
47,3.28,46,7,0.770,-8.61,-98.74,81.63,62.41,-2.21,1.29
48,3.31,47,6,0.649,-8.57,-98.13,80.98,61.99,-2.21,1.45
49,3.34,48,5,0.710,-8.58,-97.5,80.27,61.69,-2.27,1.43
50,3.38,49,4,1.046,-8.63,-96.45,80.5,61.25,-2.21,1.43
51,3.41,50,3,3.391,-8.5,-93.06,77.99,58.87,-2.5,1.62
52,3.45,51,2,1.012,-8.73,-92.05,77.4,58.42,-2.64,1.55
53,3.48,52,1,2.197,-8.52,-89.85,77.32,58.2,-2.67,1.52
54,3.68,53,27,12.207,-6.07,-102.06,88.05,61.5,-1.94,1.25
55,3.71,54,26,0.397,-6.33,-102.11,87.65,61.43,-1.99,1.3
56,3.75,55,25,0.662,-6.42,-101.45,87.42,61.04,-1.88,1.23
57,3.78,56,24,0.296,-6.39,-101.74,87.43,60.98,-1.79,1.24
58,3.81,57,23,0.102,-6.34,-101.64,87.44,61.01,-1.83,1.3
59,3.85,58,22,0.384,-6.22,-101.27,87.05,60.78,-1.73,1.24
60,3.88,59,21,0.597,-6.53,-101.83,87.65,60.61,-1.88,1.24
61,3.91,60,20,0.744,-6.27,-101.09,87.25,60.72,-1.78,1.22
62,3.95,61,19,0.319,-6.38,-101.37,87.23,60.4,-1.66,1.1
63,3.98,62,18,0.838,-6.55,-100.74,86.39,60.56,-1.71,1.21
64,4.01,63,17,0.487,-6.48,-100.74,85.9,60.77,-1.75,1.29
65,4.05,64,16,1.039,-6.28,-99.71,85.96,60.48,-1.73,1.19
66,4.08,65,15,0.860,-6.66,-98.85,85.23,60.53,-1.91,1.26
67,4.11,66,14,1.165,-6.43,-97.68,84.15,60.21,-1.95,1.22
68,4.15,67,13,1.285,-6.32,-96.4,83.7,60.0,-2.06,1.17
69,4.18,68,12,2.759,-6.48,-93.64,82.13,59.2,-2.19,1.33
70,4.21,69,11,1.796,-6.49,-91.84,80.92,59.13,-2.36,1.29
71,4.25,70,10,1.831,-6.33,-90.01,79.83,58.76,-2.69,1.24
72,4.28,71,9,1.659,-6.76,-89.34,78.18,58.72,-2.86,1.29
73,4.31,72,8,1.738,-6.75,-87.6,77.68,58.64,-3.08,1.12
