action_n,t,step,queue,dmax,shoulder_pan,shoulder_lift,elbow_flex,wrist_flex,wrist_roll,gripper
1,0.90,0,50,,-4.05,-102.79,88.45,77.19,-0.14,0.81
2,0.94,1,49,0.190,-4.12,-102.67,88.64,77.21,-0.13,0.79
3,0.97,2,48,0.176,-4.01,-102.57,88.46,77.38,-0.16,0.81
4,1.00,3,47,0.404,-3.97,-102.66,88.87,77.45,-0.15,0.74
5,1.04,4,46,0.127,-3.99,-102.58,88.9,77.4,-0.18,0.87
6,1.07,5,45,0.398,-3.76,-102.18,89.1,77.5,-0.1,0.75
7,1.10,6,44,0.691,-3.84,-102.38,88.41,77.47,-0.17,0.83
8,1.14,7,43,0.259,-3.88,-102.27,88.67,77.47,-0.14,0.81
9,1.17,8,42,0.324,-3.96,-102.58,88.99,77.6,-0.19,0.75
10,1.20,9,41,0.380,-3.93,-102.53,88.61,77.42,-0.19,0.72
11,1.24,10,40,0.349,-3.82,-102.88,88.33,77.25,-0.25,0.74
12,1.27,11,39,0.759,-3.77,-102.12,88.65,77.33,-0.2,0.77
13,1.30,12,38,0.278,-3.79,-102.4,88.71,77.39,-0.23,0.79
14,1.34,13,37,0.290,-3.83,-102.36,88.42,77.34,-0.24,0.72
15,1.37,14,36,0.151,-3.68,-102.44,88.53,77.35,-0.24,0.82
16,1.40,15,35,0.244,-3.83,-102.68,88.76,77.44,-0.26,0.87
17,1.44,16,34,0.606,-3.78,-102.08,88.38,77.31,-0.31,0.77
18,1.47,17,33,0.119,-3.71,-102.1,88.5,77.33,-0.34,0.7
19,1.50,18,32,0.207,-3.85,-101.89,88.63,77.27,-0.26,0.9
20,1.54,19,31,0.298,-3.75,-102.19,88.51,77.29,-0.26,0.81
21,1.57,20,30,0.347,-3.8,-102.54,88.67,77.23,-0.34,0.8
22,1.61,21,29,0.259,-3.94,-102.28,88.69,77.49,-0.29,0.79
23,1.64,22,28,0.123,-3.82,-102.3,88.81,77.48,-0.24,0.82
24,1.67,23,27,0.504,-3.89,-102.69,88.3,77.27,-0.21,0.64
25,1.71,24,26,1.036,-3.77,-101.65,88.16,77.25,-0.25,0.71
26,1.74,25,25,0.356,-3.87,-102.01,88.51,77.31,-0.28,0.76
27,1.77,26,24,0.295,-3.57,-102.11,88.42,77.33,-0.21,0.81
28,1.81,27,26,0.258,-3.52,-102.29,88.68,77.34,-0.4,0.85
29,1.84,28,25,0.220,-3.3,-102.17,88.6,77.43,-0.45,0.84
30,1.87,29,24,0.340,-3.42,-101.87,88.26,77.41,-0.43,0.76
31,1.91,30,23,0.385,-3.41,-101.84,88.65,77.35,-0.45,0.81
32,1.94,31,22,0.249,-3.39,-101.62,88.4,77.42,-0.48,0.81
33,1.97,32,21,0.548,-3.49,-101.64,87.85,77.47,-0.49,0.65
