action_n,t,step,queue,dmax,shoulder_pan,shoulder_lift,elbow_flex,wrist_flex,wrist_roll,gripper
1,2.01,0,50,,-6.45,-101.31,89.05,75.76,-0.17,1.36
2,2.04,1,49,0.656,-6.19,-101.8,88.39,76.12,-0.24,1.41
3,2.08,2,48,0.869,-6.27,-100.93,89.07,75.95,-0.26,1.39
4,2.11,3,47,0.423,-6.62,-101.05,88.65,76.07,-0.25,1.53
5,2.14,4,46,0.320,-6.32,-101.15,88.33,76.04,-0.24,1.28
6,2.18,5,45,0.835,-6.81,-100.8,89.17,76.11,-0.28,1.51
7,2.21,6,44,0.529,-6.49,-101.33,89.14,76.14,-0.23,1.46
8,2.24,7,43,0.304,-6.37,-101.21,88.83,76.12,-0.26,1.55
9,2.28,8,42,0.315,-6.45,-101.52,88.75,76.12,-0.35,1.37
10,2.31,9,41,0.849,-6.5,-100.68,88.62,76.1,-0.28,1.3
11,2.34,10,40,0.722,-6.6,-101.4,88.42,76.11,-0.27,1.2
12,2.38,11,39,0.352,-6.45,-101.75,88.44,76.08,-0.14,1.34
13,2.41,12,38,0.531,-6.36,-101.22,88.72,76.27,-0.29,1.18
14,2.44,13,37,0.487,-6.31,-101.71,88.51,76.19,-0.24,1.42
15,2.48,14,36,0.708,-6.29,-101.0,88.88,76.28,-0.24,1.13
16,2.51,15,35,1.076,-6.07,-101.55,87.8,76.27,-0.3,1.09
17,2.54,16,34,0.490,-5.97,-101.06,88.21,76.21,-0.28,1.44
18,2.58,17,33,0.521,-6.02,-100.97,88.73,76.4,-0.36,1.42
19,2.61,18,32,0.644,-5.95,-101.02,88.09,76.23,-0.33,1.36
20,2.64,19,31,0.731,-6.27,-100.29,88.46,76.22,-0.4,1.41
21,2.68,20,30,0.787,-6.35,-101.08,88.06,76.17,-0.43,1.21
22,2.71,21,29,1.139,-6.26,-100.87,89.2,76.21,-0.41,1.26
23,2.74,22,28,0.744,-6.02,-101.47,88.45,76.25,-0.21,1.39
24,2.78,23,27,0.249,-6.24,-101.72,88.22,76.26,-0.35,1.2
25,2.81,24,26,0.987,-6.11,-100.73,88.4,76.21,-0.26,1.28
26,2.85,25,25,0.586,-6.42,-101.28,87.82,76.23,-0.24,1.27
27,2.88,26,24,0.797,-6.28,-101.23,88.62,76.31,-0.33,1.57
28,2.91,27,23,0.552,-6.27,-101.08,88.06,76.32,-0.23,1.52
29,2.95,28,22,0.654,-6.37,-101.74,87.95,76.05,-0.3,1.36
30,2.98,29,21,0.456,-6.43,-101.28,88.39,76.17,-0.32,1.35
31,3.01,30,20,0.145,-6.44,-101.36,88.53,76.17,-0.32,1.42
32,3.05,31,19,0.372,-6.65,-101.73,88.17,76.12,-0.34,1.34
33,3.08,32,18,0.841,-6.29,-100.89,88.2,76.01,-0.29,1.39
34,3.11,33,17,0.854,-6.6,-101.74,88.6,76.13,-0.36,1.37
35,3.15,34,16,0.274,-6.5,-101.47,88.4,76.17,-0.39,1.4
36,3.18,35,15,0.230,-6.38,-101.24,88.5,76.14,-0.36,1.34
37,3.21,36,14,0.240,-6.14,-101.35,88.51,76.05,-0.25,1.38
38,3.25,37,13,0.472,-6.58,-101.31,88.04,76.07,-0.35,1.36
39,3.28,38,12,0.576,-6.31,-100.73,88.15,75.94,-0.41,1.36
40,3.31,39,11,0.997,-6.13,-101.25,89.14,76.03,-0.27,1.51
41,3.35,40,10,0.675,-6.36,-101.13,88.47,75.97,-0.33,1.38
42,3.38,41,9,0.324,-6.48,-101.35,88.79,76.15,-0.36,1.45
43,3.41,42,8,0.493,-6.27,-100.85,88.74,76.1,-0.38,1.46
44,3.45,43,7,0.335,-6.4,-100.94,88.41,75.99,-0.44,1.39
45,3.48,44,6,0.421,-6.58,-100.84,87.99,75.88,-0.46,1.3
46,3.51,45,5,0.825,-6.74,-100.92,88.81,76.11,-0.43,1.42
47,3.55,46,4,0.183,-6.6,-101.09,88.73,75.93,-0.4,1.23
48,3.58,47,3,0.301,-6.72,-100.9,88.43,76.02,-0.38,1.33
49,3.61,48,2,0.296,-6.74,-100.91,88.72,76.08,-0.4,1.3
50,3.65,49,1,0.308,-7.03,-100.92,88.41,76.07,-0.36,1.35
51,3.82,50,25,1.061,-5.96,-101.69,88.14,76.57,-0.29,1.2
52,3.85,51,24,0.625,-5.99,-101.33,88.76,76.66,-0.18,1.37
53,3.88,52,23,0.156,-5.95,-101.31,88.6,76.61,-0.22,1.45
54,3.92,53,22,0.292,-5.8,-101.34,88.31,76.56,-0.35,1.36
55,3.95,54,21,0.604,-6.07,-101.95,88.59,76.53,-0.25,1.47
56,3.98,55,20,0.590,-6.2,-101.36,88.34,76.46,-0.2,1.34
57,4.02,56,19,0.546,-5.93,-101.9,88.22,76.52,-0.24,1.33
58,4.05,57,18,0.446,-5.88,-101.46,88.36,76.66,-0.22,1.48
59,4.08,58,17,0.419,-6.03,-101.55,88.78,76.58,-0.15,1.26
60,4.12,59,16,0.530,-5.91,-102.08,88.76,76.74,-0.17,1.41
61,4.15,60,15,0.482,-5.98,-101.6,88.56,76.73,-0.21,1.38
62,4.18,61,14,0.538,-5.92,-101.83,89.1,76.81,-0.19,1.21
63,4.22,62,13,0.359,-6.17,-102.19,89.1,76.87,-0.21,1.2
64,4.25,63,12,0.531,-5.76,-101.9,88.57,76.62,-0.16,1.42
65,4.28,64,11,0.649,-5.84,-101.25,88.27,76.82,-0.15,1.33
66,4.32,65,10,0.680,-5.99,-101.93,88.32,76.84,-0.23,1.36
67,4.35,66,9,0.563,-5.77,-101.84,88.89,76.65,-0.29,1.31
68,4.38,67,8,0.222,-6.0,-101.75,88.96,76.79,-0.35,1.19
69,4.42,68,7,0.641,-5.82,-101.11,88.56,76.72,-0.21,1.31
70,4.45,69,6,0.746,-5.86,-101.16,89.3,76.63,-0.33,1.21
71,4.48,70,5,1.017,-5.59,-101.75,88.29,76.39,-0.32,1.42
72,4.52,71,4,0.319,-5.89,-101.91,88.61,76.63,-0.35,1.37
73,4.55,72,3,1.204,-6.05,-100.71,88.25,76.67,-0.25,1.38
74,4.58,73,2,0.848,-5.87,-101.56,88.55,76.78,-0.41,1.2
75,4.62,74,1,0.361,-5.96,-101.63,88.19,76.65,-0.31,1.5
76,4.75,75,24,0.407,-6.37,-101.85,88.15,76.94,-0.16,1.35
77,4.79,76,23,0.250,-6.45,-101.6,88.34,76.89,-0.23,1.3
78,4.82,77,22,0.206,-6.48,-101.39,88.42,76.93,-0.23,1.39
79,4.85,78,21,0.295,-6.34,-101.69,88.45,76.74,-0.16,1.38
80,4.89,79,20,0.387,-6.37,-101.3,88.28,76.8,-0.2,1.37
81,4.92,80,19,0.231,-6.6,-101.4,88.26,76.76,-0.23,1.38
82,4.95,81,18,0.360,-6.68,-101.04,88.26,76.93,-0.22,1.56
83,4.99,82,17,0.428,-6.56,-101.26,87.83,76.79,-0.21,1.32
84,5.02,83,16,0.407,-6.65,-101.66,88.16,77.0,-0.14,1.37
85,5.05,84,15,0.462,-6.8,-101.96,87.69,76.69,-0.13,1.27
86,5.09,85,14,1.002,-6.81,-101.9,88.69,76.84,-0.22,1.34
87,5.12,86,13,0.697,-6.48,-101.41,88.0,76.87,-0.19,1.32
88,5.15,87,12,0.398,-6.58,-101.23,88.4,76.69,-0.26,1.26
89,5.19,88,11,0.323,-6.81,-101.43,88.72,76.71,-0.25,1.2
90,5.22,89,10,0.436,-6.62,-101.48,88.28,76.94,-0.16,1.42
91,5.25,90,9,0.231,-6.47,-101.46,88.05,76.9,-0.23,1.3
92,5.29,91,8,0.104,-6.49,-101.42,88.07,76.8,-0.21,1.28
93,5.32,92,7,0.485,-6.56,-101.42,88.56,76.85,-0.27,1.25
94,5.35,93,6,0.367,-6.69,-101.05,88.51,76.74,-0.24,1.33
95,5.39,94,5,0.079,-6.68,-101.13,88.47,76.75,-0.28,1.36
96,5.42,95,4,0.483,-6.73,-101.58,87.98,76.71,-0.2,1.25
97,5.45,96,3,0.577,-6.7,-102.02,88.56,76.8,-0.22,1.33
98,5.49,97,2,0.656,-6.74,-101.37,88.16,76.72,-0.21,1.35
99,5.52,98,1,0.255,-6.89,-101.62,88.1,76.82,-0.19,1.3
100,5.69,99,25,1.007,-5.88,-102.52,88.92,76.69,-0.24,1.21
101,5.72,100,24,0.520,-5.91,-102.0,88.69,76.62,-0.33,1.25
102,5.76,101,23,0.492,-5.78,-101.51,88.82,76.65,-0.3,1.26
103,5.79,102,22,0.349,-5.94,-101.7,88.47,76.81,-0.32,1.29
104,5.82,103,21,0.365,-5.88,-102.07,88.8,76.91,-0.36,1.21
105,5.86,104,20,0.243,-5.92,-102.04,88.56,76.87,-0.27,1.16
106,5.89,105,19,0.395,-5.96,-101.8,88.95,76.81,-0.29,1.19
107,5.92,106,18,0.189,-5.87,-101.78,89.09,76.62,-0.37,1.27
108,5.96,107,17,0.196,-5.81,-101.81,89.29,76.78,-0.36,1.27
109,5.99,108,16,0.165,-5.82,-101.92,89.12,76.65,-0.34,1.19
110,6.02,109,15,0.262,-5.95,-101.94,88.86,76.87,-0.39,1.15
111,6.06,110,14,0.521,-6.04,-101.89,88.34,76.82,-0.37,1.29
112,6.09,111,13,0.471,-5.96,-102.04,88.81,76.62,-0.37,1.25
113,6.12,112,12,0.250,-5.84,-101.79,88.6,76.7,-0.32,1.19
114,6.16,113,11,0.553,-6.23,-101.6,89.16,76.69,-0.39,1.24
115,6.19,114,10,0.755,-6.06,-101.25,88.4,76.66,-0.4,1.18
