action_n,t,step,queue,dmax,shoulder_pan,shoulder_lift,elbow_flex,wrist_flex,wrist_roll,gripper
1,1.67,0,50,,-4.71,-101.67,89.63,71.72,-0.99,1.02
2,1.71,1,49,0.463,-4.88,-101.34,89.77,71.26,-1.04,1.13
3,1.74,2,48,0.577,-5.05,-101.64,89.78,70.68,-1.01,0.93
4,1.77,3,47,0.258,-4.99,-101.9,89.96,70.45,-0.94,0.86
5,1.81,4,46,0.769,-5.25,-101.13,89.45,70.23,-1.04,0.99
6,1.84,5,45,0.634,-5.21,-101.76,89.4,69.77,-0.94,0.89
7,1.87,6,44,0.622,-5.13,-101.73,89.61,69.15,-0.9,0.84
8,1.91,7,43,0.292,-5.42,-101.73,89.69,68.95,-1.02,0.9
9,1.94,8,42,0.395,-5.41,-101.56,90.08,68.67,-1.0,0.76
10,1.97,9,41,0.660,-5.79,-101.8,89.42,68.21,-0.96,0.8
11,2.01,10,40,0.753,-6.0,-101.97,90.17,68.04,-0.87,0.91
12,2.04,11,39,0.839,-6.43,-101.61,89.34,67.81,-0.9,0.8
13,2.07,12,38,0.608,-7.04,-101.65,89.34,67.83,-1.0,0.92
14,2.11,13,37,0.509,-7.39,-101.33,89.13,67.33,-0.93,0.84
15,2.14,14,36,0.643,-8.03,-101.84,89.72,67.56,-0.94,0.83
16,2.17,15,35,0.676,-8.6,-101.16,89.94,67.75,-1.0,0.94
17,2.21,16,34,0.715,-9.31,-101.48,89.99,67.81,-0.94,0.83
18,2.24,17,33,0.691,-10.0,-101.88,89.31,67.81,-0.97,0.75
19,2.27,18,32,1.045,-11.05,-101.2,89.29,67.99,-1.0,0.71
20,2.31,19,31,0.674,-11.72,-101.6,89.17,68.08,-0.96,0.56
21,2.34,20,30,0.894,-12.62,-102.05,89.34,68.31,-0.97,0.72
22,2.37,21,29,0.861,-13.48,-101.84,89.41,68.34,-1.0,0.77
23,2.41,22,28,0.822,-14.3,-102.37,89.16,68.5,-1.03,0.73
24,2.44,23,27,0.851,-15.15,-102.27,88.73,68.47,-0.96,0.7
25,2.47,24,26,0.882,-16.03,-102.84,89.06,68.41,-1.06,0.67
26,2.51,25,25,0.731,-16.76,-102.96,89.44,68.42,-1.04,0.67
27,2.54,26,24,0.710,-17.47,-102.86,89.54,68.15,-1.04,0.63
28,2.57,27,23,0.626,-17.82,-102.29,88.92,68.54,-1.05,0.66
29,2.61,28,22,1.183,-18.43,-103.47,89.28,68.54,-1.11,0.61
30,2.64,29,21,1.369,-18.86,-102.1,89.22,68.63,-1.03,0.57
31,2.67,30,20,0.730,-18.84,-102.83,89.29,68.5,-1.12,0.58
32,2.71,31,22,1.178,-18.88,-101.65,88.12,68.94,-1.38,0.73
33,2.74,32,21,0.658,-18.93,-102.31,88.4,68.62,-1.38,0.69
34,2.78,33,20,0.408,-19.11,-102.01,88.49,68.22,-1.3,0.64
35,2.81,34,19,0.448,-19.13,-102.11,88.6,67.77,-1.37,0.62
36,2.84,35,18,0.808,-19.11,-101.77,87.79,67.38,-1.42,0.57
37,2.88,36,17,0.782,-19.28,-102.49,88.58,67.15,-1.34,0.66
38,2.91,37,16,0.602,-19.31,-101.88,88.35,67.07,-1.44,0.6
39,2.94,38,15,0.276,-19.57,-102.11,88.07,66.95,-1.36,0.56
40,2.98,39,14,0.322,-19.89,-102.02,88.28,66.75,-1.38,0.63
41,3.01,40,13,0.345,-20.17,-101.67,88.22,66.69,-1.37,0.56
42,3.04,41,12,0.425,-20.3,-102.1,88.04,66.45,-1.41,0.56
43,3.08,42,11,0.296,-20.51,-101.8,88.09,66.32,-1.43,0.58
44,3.11,43,10,0.488,-20.79,-101.92,87.61,66.32,-1.43,0.59
45,3.14,44,9,0.420,-21.21,-101.75,87.86,66.25,-1.51,0.53
46,3.18,45,8,0.319,-21.53,-101.56,87.58,66.39,-1.49,0.61
47,3.21,46,7,0.509,-21.84,-102.07,87.77,66.45,-1.48,0.54
48,3.24,47,6,0.642,-21.96,-101.9,87.13,66.45,-1.5,0.53
49,3.28,48,5,0.245,-22.2,-101.87,87.12,66.33,-1.56,0.49
50,3.31,49,4,0.174,-22.16,-101.86,86.95,66.41,-1.58,0.48
51,3.34,50,3,0.724,-22.67,-101.63,86.23,66.42,-1.71,0.44
52,3.38,51,2,0.314,-22.74,-101.77,86.54,66.51,-1.74,0.48
53,3.41,52,1,0.674,-22.89,-101.37,85.87,66.43,-1.74,0.52
54,3.64,53,27,4.396,-18.49,-101.94,90.12,65.02,-1.39,0.72
55,3.68,54,26,0.381,-18.41,-102.14,89.97,64.64,-1.39,0.74
56,3.71,55,25,0.714,-18.66,-102.86,89.55,64.51,-1.41,0.65
57,3.75,56,24,0.507,-18.73,-102.35,89.32,64.17,-1.26,0.66
58,3.78,57,23,0.684,-18.95,-103.04,89.97,64.02,-1.32,0.66
59,3.81,58,22,0.696,-19.19,-102.86,89.27,63.82,-1.4,0.7
60,3.85,59,21,0.396,-19.06,-102.47,89.3,63.51,-1.36,0.65
61,3.88,60,20,0.367,-19.42,-102.72,89.63,63.46,-1.42,0.67
62,3.91,61,19,0.787,-19.25,-102.54,88.84,63.62,-1.47,0.68
63,3.95,62,18,0.223,-19.28,-102.43,88.91,63.4,-1.53,0.62
64,3.98,63,17,0.219,-19.16,-102.39,88.69,63.29,-1.49,0.45
65,4.01,64,16,0.140,-19.24,-102.35,88.55,63.39,-1.62,0.55
66,4.05,65,15,0.224,-19.3,-102.18,88.32,63.41,-1.74,0.61
67,4.08,66,14,0.494,-18.83,-102.68,88.13,63.4,-1.87,0.63
68,4.11,67,13,0.721,-18.98,-101.96,88.48,63.34,-1.98,0.66
69,4.15,68,12,0.615,-19.0,-102.38,87.86,63.21,-2.17,0.47
70,4.18,69,11,0.734,-18.58,-101.65,87.41,63.28,-2.21,0.57
71,4.21,70,10,0.929,-18.32,-100.83,86.48,63.18,-2.19,0.55
72,4.25,71,9,0.877,-18.34,-101.33,87.36,63.01,-2.14,0.49
73,4.28,72,8,0.649,-18.46,-101.05,86.71,63.3,-2.14,0.57
74,4.31,73,7,0.882,-18.47,-100.16,86.61,63.26,-2.27,0.61
75,4.35,74,6,0.264,-18.42,-99.9,86.38,63.46,-2.24,0.44
76,4.38,75,5,0.927,-18.63,-99.7,85.45,63.24,-2.34,0.61
77,4.41,76,4,0.854,-18.76,-98.84,84.72,63.26,-2.44,0.48
78,4.45,77,3,1.872,-18.46,-96.97,83.97,62.85,-2.67,0.53
79,4.48,78,2,1.869,-18.45,-95.1,83.17,62.56,-2.77,0.53
80,4.51,79,1,1.950,-18.62,-93.15,82.23,62.01,-3.08,0.57
81,4.58,80,22,8.277,-26.89,-101.07,82.16,65.43,-4.3,1.07
82,4.61,81,21,0.434,-26.94,-100.64,81.89,65.42,-4.28,0.98
83,4.65,82,20,0.501,-26.98,-100.83,81.39,65.36,-4.39,0.92
84,4.68,83,19,0.531,-27.35,-100.54,80.86,65.46,-4.45,0.97
85,4.72,84,18,0.657,-27.38,-99.88,81.21,65.29,-4.87,0.9
86,4.75,85,17,0.301,-27.67,-99.91,81.24,65.07,-5.17,0.95
87,4.78,86,16,0.743,-28.07,-99.17,80.68,64.7,-5.74,0.9
88,4.82,87,15,0.318,-28.23,-98.92,80.66,64.38,-5.82,0.85
89,4.85,88,14,1.337,-28.56,-97.58,80.07,64.04,-6.36,0.75
90,4.88,89,13,1.202,-28.86,-96.38,79.58,63.62,-6.78,0.8
91,4.92,90,12,1.560,-29.17,-94.82,79.03,63.34,-7.15,0.66
92,4.95,91,11,2.181,-29.57,-92.63,77.8,63.15,-7.52,0.79
93,4.98,92,10,2.095,-29.3,-90.54,77.69,62.42,-8.04,0.79
94,5.02,93,9,2.076,-29.57,-88.46,76.53,62.1,-8.21,0.77
95,5.05,94,8,1.497,-29.96,-86.97,75.89,61.72,-8.35,0.8
96,5.08,95,7,1.938,-29.85,-85.03,74.69,61.44,-8.37,0.79
97,5.12,96,6,1.510,-30.04,-83.52,73.89,60.95,-8.53,0.78
98,5.15,97,5,2.370,-30.02,-81.15,73.53,60.67,-8.59,0.74
99,5.18,98,4,1.759,-29.96,-79.39,73.11,60.38,-8.83,0.86
100,5.22,99,3,1.601,-30.15,-77.79,71.99,60.01,-9.12,0.84
101,5.25,100,2,0.995,-29.85,-76.79,71.1,59.44,-9.34,0.91
102,5.28,101,1,1.359,-30.16,-75.43,71.0,59.03,-9.66,0.83
103,5.52,102,27,9.621,-23.14,-85.05,73.46,61.33,-3.53,0.92
104,5.55,103,26,1.548,-22.83,-83.51,72.16,60.86,-3.74,0.69
105,5.58,104,25,2.592,-22.83,-80.92,70.85,60.66,-4.01,0.73
106,5.62,105,24,2.087,-22.57,-78.83,69.29,60.08,-4.2,0.78
107,5.65,106,23,2.887,-22.5,-75.94,67.92,59.74,-4.69,0.74
108,5.69,107,22,2.795,-22.48,-73.15,67.35,59.66,-5.36,0.83
109,5.72,108,21,1.796,-22.15,-71.49,65.55,59.03,-6.04,0.7
110,5.75,109,20,2.689,-22.14,-68.8,64.07,58.78,-6.64,0.85
111,5.79,110,19,2.542,-22.17,-66.26,63.84,58.47,-7.12,1.03
112,5.82,111,18,2.153,-22.06,-64.11,62.32,58.15,-7.54,0.98
113,5.85,112,17,1.635,-21.91,-62.48,61.16,57.96,-7.92,0.91
114,5.89,113,16,2.154,-22.06,-60.32,60.54,57.58,-8.26,1.08
115,5.92,114,15,1.150,-21.84,-59.17,59.86,57.21,-8.49,0.95
116,5.95,115,14,1.504,-21.98,-57.67,59.41,57.31,-8.8,1.22
117,5.99,116,13,1.541,-22.13,-56.13,58.76,57.23,-9.03,1.14
118,6.02,117,12,0.462,-22.11,-55.66,59.14,57.21,-9.29,1.37
119,6.05,118,11,2.076,-21.92,-55.02,57.07,57.16,-9.61,1.52
120,6.09,119,10,1.637,-22.68,-53.39,57.18,56.85,-9.82,1.86
121,6.12,120,9,0.957,-22.41,-52.43,56.58,56.91,-9.83,2.01
122,6.15,121,8,0.748,-22.6,-51.79,56.8,56.78,-9.7,2.75
123,6.19,122,7,1.156,-22.56,-51.44,56.33,56.96,-9.51,3.91
124,6.22,123,6,2.011,-22.7,-51.1,56.64,56.83,-9.37,5.92
125,6.25,124,5,2.325,-22.41,-50.28,56.7,56.73,-9.47,8.25
126,6.29,125,4,1.618,-22.48,-49.91,56.36,56.66,-9.53,9.86
127,6.32,126,3,0.560,-22.58,-49.4,56.35,56.69,-9.42,10.42
128,6.35,127,2,0.897,-22.17,-48.5,55.67,56.85,-9.51,10.51
129,6.39,128,1,0.996,-22.37,-47.51,56.03,57.02,-9.45,10.42
130,6.42,129,22,21.991,-34.0,-69.5,64.81,60.35,-10.34,1.78
131,6.45,130,21,0.398,-34.0,-69.62,64.83,59.95,-10.32,1.61
132,6.49,131,20,0.721,-34.05,-68.92,64.11,59.91,-10.47,1.66
133,6.52,132,19,0.905,-34.21,-68.01,64.42,59.22,-10.66,1.43
134,6.55,133,18,0.752,-34.11,-67.65,63.66,58.85,-10.66,1.58
135,6.59,134,17,1.682,-34.3,-65.97,62.74,58.48,-10.91,1.3
136,6.62,135,16,0.422,-34.25,-65.55,62.66,58.32,-10.82,1.53
137,6.66,136,15,1.838,-34.44,-63.72,60.82,57.63,-10.92,1.3
138,6.69,137,14,2.362,-34.47,-61.36,60.41,57.67,-10.79,1.33
139,6.72,138,13,2.163,-34.33,-59.2,59.31,57.19,-10.9,1.27
140,6.76,139,12,0.996,-34.37,-58.2,58.81,57.07,-10.95,1.36
141,6.79,140,11,1.638,-34.47,-56.56,57.56,57.0,-10.98,1.3
142,6.82,141,10,0.722,-34.69,-55.84,57.12,56.86,-10.98,1.17
143,6.86,142,9,2.185,-34.94,-53.66,57.04,56.93,-10.89,1.22
144,6.89,143,8,0.350,-34.75,-53.69,56.69,56.65,-11.17,1.52
145,6.92,144,7,1.423,-34.4,-52.27,56.28,56.85,-10.94,2.02
146,6.96,145,6,1.683,-34.6,-52.64,56.14,57.02,-11.04,3.7
147,6.99,146,5,2.559,-34.64,-51.56,56.65,57.35,-11.13,6.26
148,7.02,147,4,3.140,-34.58,-49.93,55.87,57.58,-11.33,9.4
149,7.06,148,3,2.365,-34.3,-49.2,54.73,57.71,-11.59,11.76
150,7.09,149,2,2.004,-34.23,-47.75,54.43,57.63,-11.72,13.77
151,7.12,150,1,1.340,-34.3,-47.7,54.29,57.64,-11.92,15.11
152,7.32,151,27,17.231,-18.8,-30.47,47.48,62.57,-9.98,28.29
153,7.36,152,26,1.233,-18.77,-29.23,47.65,62.57,-10.0,28.57
154,7.39,153,25,0.577,-18.48,-29.05,47.07,62.3,-9.88,28.67
155,7.42,154,24,1.048,-18.65,-28.0,47.66,62.23,-9.94,28.83
156,7.46,155,23,0.554,-18.37,-27.44,47.14,62.25,-9.98,29.04
157,7.49,156,22,1.048,-18.33,-26.94,46.09,62.14,-10.06,28.96
158,7.52,157,21,0.763,-18.17,-26.18,45.49,62.12,-9.89,28.66
159,7.56,158,20,0.240,-17.93,-26.3,45.47,62.07,-9.89,28.83
160,7.59,159,19,0.610,-17.7,-25.82,44.86,61.84,-10.02,28.93
161,7.62,160,18,1.192,-17.76,-24.63,45.07,61.87,-10.01,29.13
162,7.66,161,17,1.393,-17.38,-24.03,43.67,62.09,-9.88,28.91
163,7.69,162,16,0.584,-17.25,-23.45,43.65,61.76,-9.93,29.1
164,7.72,163,15,1.458,-17.39,-21.99,43.49,61.65,-9.96,29.16
165,7.76,164,14,1.051,-17.03,-20.94,42.56,61.78,-9.89,29.07
166,7.79,165,13,1.408,-17.13,-19.53,42.01,61.73,-9.94,29.17
167,7.83,166,12,1.205,-17.06,-18.33,40.99,61.65,-9.84,29.08
168,7.86,167,11,0.826,-17.21,-17.6,40.17,61.81,-9.89,29.07
169,7.89,168,10,1.461,-17.26,-16.14,39.97,61.6,-9.97,29.16
170,7.93,169,9,1.086,-17.43,-15.05,39.6,61.48,-9.91,29.12
171,7.96,170,8,1.653,-17.16,-13.4,38.65,61.24,-9.85,29.22
172,7.99,171,7,0.279,-17.1,-13.12,38.85,61.27,-9.87,29.19
173,8.03,172,6,1.197,-17.41,-12.19,37.65,61.34,-9.95,29.15
174,8.06,173,5,1.019,-17.36,-11.17,36.71,61.31,-9.87,29.15
175,8.09,174,4,0.860,-17.45,-10.37,37.57,61.15,-9.91,29.25
176,8.13,175,3,2.114,-17.24,-8.92,35.45,61.2,-10.0,29.29
177,8.16,176,2,1.305,-17.13,-7.62,35.45,61.31,-9.97,29.36
178,8.19,177,23,16.076,-33.2,-14.73,31.43,59.19,-11.33,21.74
179,8.23,178,22,7.089,-40.29,-17.15,28.6,58.54,-11.9,19.1
180,8.26,179,21,1.304,-39.99,-15.84,28.14,58.69,-11.91,20.0
