action_n,t,step,queue,dmax,shoulder_pan,shoulder_lift,elbow_flex,wrist_flex,wrist_roll,gripper
1,1.94,0,50,,-4.38,-102.44,87.96,76.2,-1.1,0.95
2,1.97,1,49,1.539,-4.34,-100.9,87.99,76.14,-1.21,0.87
3,2.01,2,48,1.114,-4.1,-102.01,88.54,76.3,-1.01,1.0
4,2.04,3,47,0.287,-4.15,-102.3,88.27,76.46,-1.02,0.99
5,2.07,4,46,0.824,-4.17,-101.47,87.99,76.53,-1.03,0.92
6,2.11,5,45,0.347,-4.03,-101.82,88.22,76.51,-1.15,0.93
7,2.14,6,44,0.443,-4.09,-101.76,88.66,76.35,-1.08,0.97
8,2.17,7,43,0.274,-4.02,-102.02,88.39,76.62,-1.03,1.03
9,2.21,8,42,0.270,-4.02,-101.86,88.12,76.81,-1.03,0.95
10,2.24,9,41,0.210,-3.87,-101.65,88.3,76.83,-1.07,0.91
11,2.27,10,40,0.423,-3.8,-101.88,88.73,76.64,-1.1,0.93
12,2.31,11,39,0.451,-3.89,-102.33,88.37,76.5,-1.02,1.05
13,2.34,12,38,0.192,-3.89,-102.19,88.35,76.42,-1.06,0.86
14,2.37,13,37,0.294,-4.01,-102.02,88.05,76.51,-1.1,0.93
15,2.41,14,36,0.106,-3.99,-102.05,87.95,76.55,-1.1,0.96
16,2.44,15,35,0.123,-3.89,-102.17,88.0,76.67,-1.02,1.05
17,2.47,16,34,0.349,-4.24,-102.14,87.83,76.53,-1.14,0.98
18,2.51,17,33,0.175,-4.14,-102.25,88.0,76.51,-1.09,1.03
19,2.54,18,32,0.426,-3.88,-101.82,87.8,76.46,-1.02,1.07
20,2.57,19,31,0.290,-4.01,-102.06,87.51,76.36,-1.14,1.03
21,2.61,20,30,0.671,-4.2,-102.14,88.19,76.37,-1.08,1.13
22,2.64,21,29,0.331,-4.02,-102.31,88.52,76.37,-1.11,0.93
23,2.67,22,28,0.188,-4.06,-102.29,88.5,76.43,-1.03,0.74
24,2.71,23,27,0.736,-3.9,-102.35,87.77,76.27,-0.99,0.87
25,2.74,24,26,0.238,-3.94,-102.11,87.83,76.35,-0.98,0.85
26,2.78,25,25,0.135,-3.91,-102.05,87.93,76.29,-0.99,0.72
27,2.81,26,24,0.359,-3.92,-102.41,87.7,76.37,-1.02,0.76
28,2.84,27,23,0.719,-3.99,-101.69,88.04,76.32,-0.99,0.8
29,2.88,28,22,0.478,-3.92,-102.17,87.64,76.35,-0.99,0.77
30,2.91,29,21,0.258,-4.1,-102.11,87.9,76.41,-1.05,0.82
31,2.94,30,20,0.889,-4.16,-102.27,87.01,76.34,-1.04,0.75
32,2.98,31,19,0.766,-3.92,-101.56,87.78,76.4,-1.01,0.94
33,3.01,32,18,0.511,-3.91,-102.07,87.58,76.33,-0.99,0.93
34,3.04,33,20,0.579,-3.78,-101.78,88.01,76.91,-1.28,0.82
35,3.08,34,19,0.173,-3.85,-101.68,88.15,76.82,-1.28,0.99
36,3.11,35,18,0.171,-3.92,-101.78,87.98,76.74,-1.25,0.88
