action_n,t,step,queue,dmax,shoulder_pan,shoulder_lift,elbow_flex,wrist_flex,wrist_roll,gripper
1,1.91,0,50,,-4.56,-101.55,88.85,71.98,-0.64,1.19
2,1.94,1,49,0.548,-4.48,-101.53,88.99,71.44,-0.66,1.22
3,1.97,2,48,0.323,-4.52,-101.71,89.11,71.11,-0.62,1.11
4,2.01,3,47,0.294,-4.69,-101.68,89.25,70.82,-0.62,1.11
5,2.04,4,46,0.506,-4.56,-101.75,89.76,70.61,-0.71,1.09
6,2.07,5,45,0.801,-4.71,-101.73,88.96,70.39,-0.65,1.17
7,2.11,6,44,1.084,-4.87,-102.15,90.04,70.37,-0.75,1.01
8,2.14,7,43,0.390,-4.85,-101.85,89.65,70.17,-0.68,0.85
9,2.17,8,42,0.385,-4.79,-102.23,89.77,69.97,-0.63,0.99
10,2.21,9,41,0.491,-4.94,-101.89,89.98,69.48,-0.71,1.13
11,2.24,10,40,0.262,-5.06,-102.08,89.88,69.22,-0.79,1.07
12,2.27,11,39,0.460,-5.09,-102.01,89.77,68.76,-0.82,1.11
13,2.31,12,38,0.402,-5.16,-102.04,89.67,68.35,-0.76,0.99
14,2.34,13,37,0.760,-5.12,-101.77,90.43,67.85,-0.81,0.99
15,2.37,14,36,0.791,-5.07,-102.12,90.12,67.06,-0.8,1.01
16,2.41,15,35,0.593,-5.14,-102.05,90.29,66.46,-0.81,1.02
17,2.44,16,34,0.657,-5.21,-101.71,89.65,65.81,-0.88,1.18
18,2.47,17,33,0.505,-5.15,-102.21,89.89,65.46,-0.86,1.14
19,2.51,18,32,0.521,-5.2,-102.18,90.41,65.01,-0.97,1.0
20,2.54,19,31,0.524,-5.13,-102.25,90.15,64.49,-1.01,1.08
21,2.58,20,30,0.293,-5.42,-102.15,90.19,64.27,-0.98,0.98
22,2.61,21,29,0.213,-5.44,-102.36,90.39,64.33,-1.12,0.98
23,2.64,22,28,0.998,-5.63,-101.89,89.39,64.2,-1.13,1.07
24,2.68,23,27,0.535,-5.61,-102.43,89.6,63.92,-1.27,0.93
25,2.71,24,26,0.797,-5.3,-101.82,88.8,63.94,-1.35,1.04
26,2.74,25,25,0.617,-5.65,-102.28,89.42,64.03,-1.56,1.03
27,2.78,26,24,1.253,-5.42,-101.87,88.17,63.96,-1.69,1.01
28,2.81,27,23,0.562,-5.41,-102.44,88.05,64.04,-1.86,1.03
29,2.84,28,22,0.288,-5.39,-102.72,87.83,64.22,-1.95,0.96
30,2.88,29,21,0.621,-5.22,-102.63,87.21,64.24,-2.06,1.02
31,2.91,30,20,0.748,-5.61,-102.44,86.46,64.66,-2.19,0.9
32,2.94,31,22,1.760,-7.37,-101.31,86.44,64.6,-1.24,1.03
33,2.98,32,21,0.360,-7.5,-101.06,86.08,64.93,-1.31,1.08
34,3.01,33,20,0.824,-7.25,-101.42,85.26,65.1,-1.26,1.05
35,3.04,34,19,0.552,-7.3,-100.87,85.17,65.52,-1.23,0.99
36,3.08,35,18,0.202,-7.37,-100.93,85.1,65.72,-1.28,1.13
37,3.11,36,17,0.462,-7.13,-101.39,84.84,65.96,-1.27,1.1
38,3.14,37,16,0.894,-7.12,-101.48,83.95,66.37,-1.18,1.11
39,3.18,38,15,0.552,-7.06,-100.92,83.48,66.58,-1.24,1.05
