action_n,t,step,queue,dmax,shoulder_pan,shoulder_lift,elbow_flex,wrist_flex,wrist_roll,gripper
1,1.77,0,50,,-4.32,-100.28,88.41,74.26,0.11,1.44
2,1.81,1,49,0.405,-4.6,-99.88,88.81,73.93,0.08,1.44
3,1.84,2,48,0.883,-4.53,-100.76,88.15,73.66,0.07,1.48
4,1.87,3,47,0.438,-4.55,-100.43,88.27,73.22,0.16,1.41
5,1.91,4,46,0.565,-4.51,-99.94,88.84,72.86,0.11,1.3
6,1.94,5,45,0.783,-4.71,-100.41,89.15,72.08,0.13,1.47
7,1.97,6,44,0.556,-5.02,-100.58,89.27,71.53,0.11,1.32
8,2.01,7,43,0.702,-4.97,-100.99,88.76,70.82,0.14,1.38
9,2.04,8,42,1.065,-5.26,-99.93,89.75,70.01,0.03,1.37
10,2.07,9,41,1.433,-5.11,-101.36,89.49,68.95,0.08,1.3
11,2.11,10,40,1.050,-5.23,-100.31,89.66,68.21,0.13,1.29
12,2.14,11,39,0.640,-4.98,-100.72,89.72,67.57,0.05,1.29
13,2.17,12,38,0.494,-4.94,-100.33,89.47,67.08,0.01,1.33
14,2.21,13,37,0.624,-5.46,-100.42,89.26,66.45,0.06,1.35
15,2.24,14,36,0.531,-5.19,-100.95,89.2,66.15,0.04,1.31
16,2.27,15,35,0.752,-5.4,-100.33,89.95,65.64,0.05,1.25
17,2.31,16,34,0.691,-5.41,-100.66,89.26,65.33,0.01,1.41
18,2.34,17,33,0.547,-5.42,-100.65,89.8,64.8,0.13,1.35
19,2.37,18,32,0.327,-5.69,-100.56,89.61,64.47,0.03,1.33
20,2.41,19,31,0.576,-5.52,-101.14,89.33,63.97,0.12,1.23
21,2.44,20,30,0.310,-5.8,-100.83,89.18,64.06,-0.01,1.42
22,2.47,21,29,0.404,-5.78,-100.96,89.58,63.73,-0.01,1.37
23,2.51,22,28,0.482,-6.07,-100.47,89.33,63.78,0.06,1.34
24,2.54,23,27,0.384,-6.03,-100.77,88.95,63.52,0.03,1.44
25,2.58,24,26,0.573,-6.14,-101.0,88.38,63.24,0.09,1.31
26,2.61,25,25,0.297,-6.32,-101.1,88.67,63.02,0.07,1.36
27,2.64,26,24,0.377,-6.14,-100.8,88.39,62.64,0.0,1.26
28,2.68,27,23,0.634,-6.34,-101.43,88.23,62.49,-0.03,1.3
29,2.71,28,22,0.549,-6.23,-101.98,88.53,62.35,-0.06,1.3
30,2.74,29,21,1.349,-6.5,-100.63,87.69,62.43,-0.08,1.37
31,2.78,30,20,0.856,-6.52,-101.49,87.81,62.26,-0.02,1.23
32,2.81,31,19,0.778,-6.43,-100.71,87.6,61.69,-0.05,1.31
33,2.84,32,18,0.483,-6.67,-101.19,88.09,61.97,-0.02,1.37
34,2.88,33,17,1.144,-6.32,-100.78,86.94,61.88,0.09,1.37
35,2.91,34,16,0.381,-6.54,-100.4,86.85,61.87,-0.1,1.27
36,2.94,35,18,1.364,-6.85,-100.83,88.22,60.65,-0.1,1.36
37,2.98,36,17,0.163,-6.77,-100.99,88.06,60.51,-0.09,1.35
38,3.01,37,16,0.319,-6.73,-100.72,87.74,60.6,-0.09,1.42
39,3.04,38,15,0.552,-6.88,-101.27,87.46,60.54,-0.04,1.22
40,3.08,39,14,0.698,-6.85,-100.57,86.84,60.75,-0.11,1.46
41,3.11,40,13,0.119,-6.94,-100.67,86.96,60.73,-0.15,1.43
42,3.14,41,12,0.207,-6.91,-100.87,87.07,60.89,-0.1,1.32
43,3.18,42,11,0.256,-6.96,-100.84,86.81,60.95,-0.07,1.35
44,3.21,43,10,0.464,-6.82,-101.05,86.35,60.96,-0.13,1.35
45,3.24,44,9,0.407,-6.97,-100.9,85.94,61.22,-0.17,1.35
46,3.28,45,8,0.232,-6.95,-100.67,85.85,61.29,-0.12,1.4
47,3.31,46,7,0.454,-6.86,-101.13,85.46,61.42,-0.15,1.48
48,3.34,47,6,0.751,-6.86,-100.37,85.23,61.55,-0.18,1.41
49,3.38,48,5,0.485,-7.0,-100.47,84.75,61.54,-0.2,1.49
50,3.41,49,4,0.925,-7.0,-100.16,83.82,61.7,-0.28,1.48
51,3.44,50,3,1.015,-7.25,-100.74,84.84,61.03,-0.04,1.49
52,3.48,51,2,0.173,-7.42,-100.62,84.94,61.15,-0.08,1.53
53,3.51,52,1,0.273,-7.7,-100.74,84.95,61.15,-0.11,1.29
54,3.95,53,31,3.025,-7.68,-100.21,87.92,58.13,-0.34,1.45
55,3.98,54,30,0.603,-7.84,-99.61,88.06,58.16,-0.26,1.47
56,4.01,55,29,0.424,-7.86,-99.82,87.64,58.58,-0.38,1.49
57,4.05,56,28,0.527,-7.72,-99.32,87.11,58.71,-0.37,1.47
58,4.08,57,27,0.508,-7.74,-99.38,86.6,59.06,-0.36,1.49
59,4.11,58,26,0.660,-7.83,-98.96,85.94,59.36,-0.32,1.32
60,4.15,59,25,1.133,-7.72,-98.13,84.81,59.56,-0.38,1.55
61,4.18,60,24,1.219,-7.71,-96.91,84.49,59.63,-0.41,1.43
62,4.21,61,23,0.523,-7.97,-96.56,83.96,59.69,-0.42,1.58
63,4.25,62,22,1.078,-7.59,-95.53,82.88,59.64,-0.53,1.53
64,4.28,63,21,1.749,-7.93,-93.78,82.02,59.41,-0.55,1.44
65,4.31,64,20,1.791,-7.85,-91.99,80.56,59.27,-0.57,1.55
66,4.35,65,19,1.956,-8.0,-90.04,79.59,59.09,-0.73,1.62
67,4.38,66,18,2.650,-7.93,-87.39,77.94,58.88,-0.9,1.56
68,4.41,67,17,1.924,-7.87,-85.46,77.11,58.69,-1.11,1.57
69,4.45,68,16,2.346,-8.0,-83.12,75.46,58.53,-1.18,1.5
70,4.48,69,15,1.528,-7.93,-81.59,74.68,58.41,-1.35,1.48
71,4.51,70,14,1.930,-8.14,-79.66,73.38,58.19,-1.41,1.55
72,4.55,71,13,1.762,-8.4,-77.9,72.54,58.15,-1.55,1.55
73,4.58,72,12,1.263,-8.38,-76.63,71.37,57.96,-1.6,1.45
74,4.62,73,11,1.294,-8.41,-75.34,71.02,57.9,-1.78,1.5
75,4.65,74,10,2.226,-8.53,-73.11,69.96,57.68,-1.88,1.48
76,4.68,75,9,1.686,-8.63,-71.43,69.14,57.71,-2.1,1.43
77,4.72,76,8,1.896,-8.6,-69.72,67.25,57.41,-2.52,1.27
78,4.75,77,7,1.499,-8.54,-68.22,67.2,57.3,-2.73,1.51
79,4.78,78,6,2.121,-8.59,-66.1,66.18,57.11,-3.01,1.46
80,4.82,79,5,1.167,-8.31,-64.93,65.27,56.98,-3.17,1.43
81,4.85,80,4,1.044,-8.7,-63.89,64.26,56.79,-3.37,1.37
82,4.88,81,3,0.856,-8.36,-63.03,63.68,56.82,-3.29,1.4
83,4.92,82,2,1.361,-8.49,-61.67,63.49,56.78,-3.16,1.47
84,4.95,83,19,1.984,-7.22,-63.65,62.83,56.35,-2.28,1.42
85,4.98,84,18,0.878,-6.86,-62.95,61.95,56.18,-1.97,1.42
86,5.02,85,17,1.223,-6.72,-61.73,61.59,56.17,-2.14,1.32
87,5.05,86,16,1.022,-6.67,-60.71,61.19,56.21,-2.06,1.51
88,5.08,87,15,1.405,-6.72,-59.3,60.24,56.14,-2.21,1.49
89,5.12,88,14,1.023,-6.8,-58.28,60.04,56.35,-2.33,1.45
90,5.15,89,13,1.221,-7.16,-57.37,58.82,56.15,-2.46,1.47
91,5.18,90,12,1.209,-6.98,-56.16,57.73,56.13,-2.5,1.4
92,5.22,91,11,1.036,-6.98,-55.12,57.47,56.08,-2.6,1.37
93,5.25,92,10,0.415,-7.0,-54.71,57.25,55.9,-2.83,1.3
94,5.28,93,9,1.526,-6.75,-53.18,56.37,56.16,-3.06,1.44
95,5.32,94,8,0.849,-6.93,-52.41,55.52,56.12,-3.22,1.44
96,5.35,95,7,0.241,-6.99,-52.17,55.3,55.92,-3.44,1.35
97,5.38,96,6,0.729,-7.29,-51.44,55.49,55.81,-3.72,1.34
98,5.42,97,5,0.766,-7.09,-51.02,54.73,55.63,-3.95,1.42
99,5.45,98,4,0.594,-7.09,-50.84,54.13,55.46,-4.07,1.31
100,5.48,99,3,1.172,-7.63,-49.67,54.31,55.36,-4.33,1.5
101,5.52,100,2,0.467,-7.66,-49.26,53.84,55.41,-4.6,1.41
102,5.55,101,1,0.326,-7.74,-49.37,54.02,55.18,-4.93,1.37
103,5.89,102,30,13.046,-5.61,-48.24,55.68,60.68,-3.81,14.41
104,5.92,103,29,1.220,-5.52,-47.65,55.33,60.51,-3.96,15.63
105,5.95,104,28,1.237,-5.64,-47.09,54.58,60.59,-3.98,16.87
106,5.99,105,27,1.362,-5.7,-46.85,54.42,60.46,-3.95,18.23
107,6.02,106,26,1.021,-5.97,-45.83,54.48,60.39,-3.94,19.09
