action_n,t,step,queue,dmax,shoulder_pan,shoulder_lift,elbow_flex,wrist_flex,wrist_roll,gripper
1,0.90,0,50,,-4.7,-102.44,88.59,76.24,-0.79,0.95
2,0.94,1,49,0.394,-4.75,-102.05,88.25,76.02,-0.86,1.0
3,0.97,2,48,0.396,-4.55,-102.44,88.38,76.23,-0.79,1.02
4,1.00,3,47,0.461,-4.62,-101.98,88.78,76.27,-0.85,0.99
5,1.04,4,46,0.357,-4.56,-102.3,88.43,76.07,-0.8,1.08
6,1.07,5,45,0.155,-4.69,-102.29,88.27,76.05,-0.89,1.0
7,1.10,6,44,0.443,-4.49,-101.84,88.62,76.03,-0.89,1.02
8,1.14,7,43,0.156,-4.51,-101.77,88.74,75.95,-0.74,1.15
9,1.17,8,42,0.316,-4.51,-102.08,88.72,76.14,-0.86,1.04
10,1.20,9,41,0.350,-4.66,-101.75,88.37,76.08,-0.88,1.14
11,1.24,10,40,0.365,-4.3,-101.99,88.29,75.92,-0.85,0.99
12,1.27,11,39,0.280,-4.58,-102.13,88.33,75.76,-0.84,0.93
13,1.30,12,38,0.259,-4.32,-102.13,88.46,75.69,-0.86,1.0
14,1.34,13,37,0.285,-4.56,-101.84,88.63,75.58,-0.85,1.01
15,1.37,14,36,0.224,-4.62,-102.06,88.85,75.55,-0.86,0.96
16,1.40,15,35,0.674,-4.43,-102.14,88.18,75.51,-0.85,1.02
17,1.44,16,34,0.264,-4.52,-102.4,88.24,75.6,-0.86,1.03
18,1.47,17,33,0.349,-4.52,-102.06,88.41,75.5,-0.87,0.94
19,1.50,18,32,0.232,-4.4,-102.29,88.34,75.4,-0.81,0.98
20,1.54,19,31,0.222,-4.56,-102.22,88.32,75.18,-0.87,0.89
21,1.57,20,30,0.406,-4.6,-102.63,88.58,75.29,-0.78,0.93
22,1.61,21,29,0.840,-4.57,-101.82,87.74,75.35,-0.77,0.86
23,1.64,22,28,0.343,-4.8,-101.78,87.39,75.01,-0.81,0.91
24,1.67,23,27,0.449,-4.76,-102.23,87.75,75.03,-0.86,0.91
25,1.71,24,26,0.162,-4.69,-102.39,87.8,74.97,-0.75,0.91
26,1.74,25,25,0.551,-4.65,-101.84,87.74,74.89,-0.78,0.96
27,1.77,26,24,0.466,-4.61,-102.31,87.82,74.91,-0.79,1.09
28,1.81,27,23,0.278,-4.74,-102.03,87.95,74.77,-0.74,0.93
29,1.84,28,22,0.231,-4.64,-101.98,87.89,74.54,-0.74,0.91
30,1.87,29,21,0.312,-4.65,-102.06,87.85,74.22,-0.77,0.89
31,1.91,30,23,1.772,-4.41,-102.11,87.01,72.45,-0.65,0.8
32,1.94,31,22,0.368,-4.49,-102.23,87.38,72.65,-0.79,0.98
33,1.97,32,21,0.697,-4.26,-101.91,86.68,72.51,-0.84,0.81
34,2.01,33,20,0.187,-4.42,-101.72,86.55,72.58,-0.95,0.9
35,2.04,34,19,0.311,-4.4,-102.03,86.59,72.5,-0.8,1.0
36,2.07,35,18,0.182,-4.27,-102.01,86.41,72.44,-0.76,0.82
37,2.11,36,17,0.379,-4.54,-101.63,86.21,72.6,-0.77,0.83
38,2.14,37,16,0.388,-4.33,-102.02,86.24,72.39,-0.72,0.91
