action_n,t,step,queue,dmax,shoulder_pan,shoulder_lift,elbow_flex,wrist_flex,wrist_roll,gripper
1,0.87,0,50,,-4.01,-100.59,87.84,75.99,-0.99,0.87
2,0.90,1,49,0.424,-4.01,-101.01,87.62,76.07,-0.95,0.85
3,0.94,2,48,0.348,-4.16,-100.78,87.97,76.35,-0.92,0.85
4,0.97,3,47,0.732,-4.89,-101.48,87.35,76.15,-0.86,0.98
5,1.00,4,46,0.448,-5.32,-101.03,87.7,76.26,-0.88,0.91
6,1.04,5,45,0.734,-6.06,-101.58,87.87,76.24,-0.88,0.92
7,1.07,6,44,0.773,-6.83,-101.36,87.15,76.43,-0.78,0.87
8,1.10,7,43,0.953,-7.46,-101.51,88.1,76.34,-0.76,0.81
9,1.14,8,42,0.837,-8.3,-101.65,88.22,76.44,-0.8,0.76
10,1.17,9,41,0.822,-9.12,-101.21,88.08,76.39,-0.79,0.79
11,1.20,10,40,0.680,-9.59,-101.89,88.21,76.55,-0.8,0.73
12,1.24,11,39,0.837,-10.43,-101.74,88.25,76.4,-0.92,0.71
13,1.27,12,38,0.848,-11.28,-101.8,88.4,76.37,-0.83,0.83
14,1.30,13,37,0.802,-12.08,-101.91,88.1,76.58,-0.84,0.89
15,1.34,14,36,0.944,-13.02,-101.66,88.08,76.56,-0.82,0.86
16,1.37,15,35,0.986,-14.01,-101.77,88.27,76.74,-0.82,1.0
17,1.40,16,34,0.905,-14.91,-101.95,88.19,76.67,-0.75,0.98
18,1.44,17,33,1.153,-16.07,-101.89,87.89,77.07,-0.82,0.98
19,1.47,18,32,1.150,-17.21,-101.96,88.31,77.22,-0.98,0.88
20,1.50,19,31,1.108,-18.32,-101.35,88.47,77.17,-0.95,0.92
21,1.54,20,30,1.451,-19.77,-102.09,88.18,77.27,-1.03,1.07
22,1.57,21,29,1.208,-20.98,-101.94,87.91,77.19,-1.01,1.03
23,1.60,22,28,1.227,-22.21,-102.02,88.55,77.21,-1.01,1.09
24,1.64,23,27,1.385,-23.59,-101.74,88.17,77.16,-1.09,0.94
25,1.67,24,26,1.205,-24.8,-101.33,88.4,77.15,-1.07,1.03
26,1.71,25,25,0.965,-25.76,-101.79,88.99,77.11,-1.08,0.95
27,1.74,26,24,1.359,-27.12,-101.42,88.49,77.23,-1.13,0.9
28,1.77,27,23,0.818,-27.94,-102.12,88.81,76.97,-1.12,1.06
29,1.81,28,22,1.189,-29.13,-101.57,88.84,76.97,-1.32,1.08
30,1.84,29,21,1.022,-30.15,-101.88,88.98,77.02,-1.2,1.05
31,1.87,30,20,0.481,-30.63,-102.07,88.75,76.89,-1.26,0.99
32,1.91,31,22,0.663,-30.21,-102.08,88.14,77.55,-1.22,0.87
33,1.94,32,21,0.877,-31.09,-102.02,88.85,77.47,-1.29,0.84
34,1.97,33,20,0.825,-31.81,-101.66,88.03,77.39,-1.34,0.91
35,2.01,34,19,0.747,-32.56,-102.0,88.66,77.31,-1.3,0.84
36,2.04,35,18,0.809,-32.92,-101.19,88.79,77.31,-1.3,1.09
37,2.07,36,17,0.683,-33.6,-101.56,88.45,77.24,-1.34,0.95
38,2.11,37,16,0.399,-33.9,-101.23,88.85,77.26,-1.43,0.9
39,2.14,38,15,0.285,-34.03,-101.41,89.13,77.08,-1.38,1.07
40,2.17,39,14,0.585,-34.62,-101.56,88.57,77.04,-1.39,0.93
41,2.21,40,13,0.356,-34.97,-101.45,88.48,77.08,-1.4,0.94
42,2.24,41,12,0.587,-35.39,-101.49,89.06,76.93,-1.46,1.07
43,2.27,42,11,0.238,-35.63,-101.56,89.14,77.07,-1.39,0.89
44,2.31,43,10,0.599,-35.92,-101.29,88.54,76.77,-1.5,0.82
45,2.34,44,9,0.544,-36.47,-101.42,88.52,76.61,-1.42,0.67
46,2.37,45,8,0.704,-36.69,-102.13,88.84,76.59,-1.47,0.82
47,2.41,46,7,0.285,-36.97,-102.02,88.65,76.31,-1.56,0.67
48,2.44,47,6,0.543,-37.18,-101.48,89.01,75.87,-1.72,0.74
49,2.47,48,5,0.212,-37.39,-101.69,88.99,75.74,-1.68,0.81
50,2.51,49,4,0.346,-37.56,-101.82,88.98,75.39,-1.71,0.76
51,2.54,50,3,0.726,-36.84,-102.41,88.75,75.03,-1.54,0.7
52,2.57,51,2,0.656,-36.93,-102.72,89.41,74.74,-1.7,0.81
53,2.61,52,1,1.023,-37.25,-101.69,90.09,74.15,-1.67,0.66
54,2.81,53,26,2.639,-39.89,-102.39,87.85,72.37,-1.37,0.95
55,2.84,54,25,0.860,-39.76,-102.01,88.71,71.77,-1.5,0.88
56,2.88,55,24,0.616,-39.53,-102.2,88.64,71.15,-1.51,0.79
57,2.91,56,23,0.757,-39.56,-102.09,89.2,70.39,-1.45,0.93
58,2.94,57,22,0.787,-39.1,-102.18,89.1,69.61,-1.44,0.78
59,2.98,58,21,0.951,-38.82,-102.39,89.02,68.66,-1.54,0.92
60,3.01,59,20,0.508,-38.78,-102.12,89.15,68.15,-1.58,0.87
61,3.04,60,19,0.551,-38.7,-102.03,88.85,67.6,-1.63,0.88
62,3.08,61,18,0.619,-38.41,-102.35,88.97,66.98,-1.6,0.76
63,3.11,62,17,0.598,-38.32,-102.32,89.57,66.57,-1.67,0.81
64,3.14,63,16,0.667,-37.84,-101.65,89.37,66.08,-1.74,0.73
65,3.18,64,15,0.785,-37.91,-102.44,89.26,65.72,-1.68,0.72
66,3.21,65,14,0.295,-37.66,-102.42,89.17,65.42,-1.85,0.89
67,3.24,66,13,0.585,-37.89,-102.54,88.85,64.84,-1.87,0.69
68,3.28,67,12,1.370,-37.42,-101.17,89.71,64.34,-2.11,0.75
69,3.31,68,11,1.229,-37.25,-102.4,89.35,63.76,-2.14,0.75
70,3.34,69,10,0.467,-37.15,-102.09,89.31,63.29,-2.31,0.68
71,3.38,70,9,0.568,-37.11,-102.24,88.91,62.72,-2.49,0.62
72,3.41,71,8,0.692,-37.03,-102.93,88.88,62.33,-2.64,0.62
73,3.44,72,7,0.466,-36.87,-103.15,89.12,61.86,-2.8,0.75
74,3.48,73,6,0.490,-36.54,-103.19,88.63,62.14,-3.04,0.92
75,3.51,74,5,0.702,-36.43,-102.49,88.15,62.18,-3.36,0.68
76,3.54,75,4,0.157,-36.46,-102.37,87.99,62.13,-3.46,0.73
